Comuna,Codigo comuna,Transacciones,Fecha
Cerrillos,13102.0,4599.0,2020-05-01
Cerrillos,13102.0,8871.0,2020-05-02
Cerrillos,13102.0,5096.0,2020-05-03
Cerrillos,13102.0,21801.0,2020-05-04
Cerrillos,13102.0,20817.0,2020-05-05
Cerrillos,13102.0,14890.0,2020-05-06
Cerrillos,13102.0,15510.0,2020-05-07
Cerrillos,13102.0,15767.0,2020-05-08
Cerrillos,13102.0,6576.0,2020-05-09
Cerrillos,13102.0,3493.0,2020-05-10
Cerrillos,13102.0,15215.0,2020-05-11
Cerrillos,13102.0,15038.0,2020-05-12
Cerrillos,13102.0,14911.0,2020-05-13
Cerrillos,13102.0,15525.0,2020-05-14
Cerrillos,13102.0,15439.0,2020-05-15
Cerro Navia,13103.0,14709.0,2020-03-01
Cerro Navia,13103.0,38112.0,2020-03-02
Cerro Navia,13103.0,38040.0,2020-03-03
Cerro Navia,13103.0,38666.0,2020-03-04
Cerro Navia,13103.0,38492.0,2020-03-05
Cerro Navia,13103.0,38726.0,2020-03-06
Cerro Navia,13103.0,22338.0,2020-03-07
Cerro Navia,13103.0,13603.0,2020-03-08
Cerro Navia,13103.0,39333.0,2020-03-09
Cerro Navia,13103.0,35422.0,2020-03-10
Cerro Navia,13103.0,37522.0,2020-03-11
Cerro Navia,13103.0,38623.0,2020-03-12
Cerro Navia,13103.0,38483.0,2020-03-13
Cerro Navia,13103.0,21486.0,2020-03-14
Cerro Navia,13103.0,12940.0,2020-03-15
Cerro Navia,13103.0,32019.0,2020-03-16
Cerro Navia,13103.0,27233.0,2020-03-17
Cerro Navia,13103.0,24979.0,2020-03-18
Cerro Navia,13103.0,18072.0,2020-03-19
Cerro Navia,13103.0,4167.0,2020-03-20
Cerro Navia,13103.0,7891.0,2020-03-21
Cerro Navia,13103.0,4937.0,2020-03-22
Cerro Navia,13103.0,15289.0,2020-03-23
Cerro Navia,13103.0,15088.0,2020-03-24
Cerro Navia,13103.0,14533.0,2020-03-25
Cerro Navia,13103.0,15438.0,2020-03-26
Cerro Navia,13103.0,12069.0,2020-03-27
Cerro Navia,13103.0,6623.0,2020-03-28
Cerro Navia,13103.0,3693.0,2020-03-29
Cerro Navia,13103.0,12176.0,2020-03-30
Cerro Navia,13103.0,12854.0,2020-03-31
Cerro Navia,13103.0,11960.0,2020-04-01
Cerro Navia,13103.0,12002.0,2020-04-02
Cerro Navia,13103.0,7464.0,2020-04-04
Cerro Navia,13103.0,4550.0,2020-04-05
Cerro Navia,13103.0,13409.0,2020-04-06
Cerro Navia,13103.0,12455.0,2020-04-07
Cerro Navia,13103.0,12936.0,2020-04-08
Cerro Navia,13103.0,13007.0,2020-04-09
Cerro Navia,13103.0,4811.0,2020-04-10
Cerro Navia,13103.0,5068.0,2020-04-11
Cerro Navia,13103.0,3145.0,2020-04-12
Cerro Navia,13103.0,13605.0,2020-04-13
Cerro Navia,13103.0,13093.0,2020-04-14
Cerro Navia,13103.0,13356.0,2020-04-15
Cerro Navia,13103.0,13162.0,2020-04-16
Cerro Navia,13103.0,14406.0,2020-04-17
Cerro Navia,13103.0,6160.0,2020-04-18
Cerro Navia,13103.0,4881.0,2020-04-19
Cerro Navia,13103.0,15674.0,2020-04-20
Cerro Navia,13103.0,14737.0,2020-04-21
Cerro Navia,13103.0,14871.0,2020-04-22
Cerro Navia,13103.0,14753.0,2020-04-23
Cerro Navia,13103.0,11327.0,2020-04-24
Cerro Navia,13103.0,8144.0,2020-04-25
Cerro Navia,13103.0,4678.0,2020-04-26
Cerro Navia,13103.0,14747.0,2020-04-27
Cerro Navia,13103.0,14003.0,2020-04-28
Cerro Navia,13103.0,19627.0,2020-04-29
Cerro Navia,13103.0,21422.0,2020-04-30
Cerro Navia,13103.0,5332.0,2020-05-01
Cerro Navia,13103.0,8444.0,2020-05-02
Cerro Navia,13103.0,5662.0,2020-05-03
Cerro Navia,13103.0,16273.0,2020-05-04
Cerro Navia,13103.0,15423.0,2020-05-05
Cerro Navia,13103.0,14758.0,2020-05-06
Cerro Navia,13103.0,16172.0,2020-05-07
Cerro Navia,13103.0,16101.0,2020-05-08
Cerro Navia,13103.0,4463.0,2020-05-09
Cerro Navia,13103.0,3442.0,2020-05-10
Cerro Navia,13103.0,10504.0,2020-05-11
Cerro Navia,13103.0,10228.0,2020-05-12
Cerro Navia,13103.0,10455.0,2020-05-13
Cerro Navia,13103.0,10823.0,2020-05-14
Cerro Navia,13103.0,11625.0,2020-05-15
Conchalí,13104.0,22029.0,2020-03-01
Conchalí,13104.0,61182.0,2020-03-02
Conchalí,13104.0,61262.0,2020-03-03
Conchalí,13104.0,62643.0,2020-03-04
Conchalí,13104.0,62426.0,2020-03-05
Conchalí,13104.0,62547.0,2020-03-06
Conchalí,13104.0,34560.0,2020-03-07
Conchalí,13104.0,22384.0,2020-03-08
Conchalí,13104.0,62533.0,2020-03-09
Conchalí,13104.0,61477.0,2020-03-10
Conchalí,13104.0,55414.0,2020-03-11
Conchalí,13104.0,60847.0,2020-03-12
Conchalí,13104.0,63453.0,2020-03-13
Conchalí,13104.0,34734.0,2020-03-14
Conchalí,13104.0,19024.0,2020-03-15
Conchalí,13104.0,49815.0,2020-03-16
Conchalí,13104.0,41238.0,2020-03-17
Conchalí,13104.0,36072.0,2020-03-18
Conchalí,13104.0,26347.0,2020-03-19
Conchalí,13104.0,23061.0,2020-03-20
Conchalí,13104.0,11974.0,2020-03-21
Conchalí,13104.0,5762.0,2020-03-22
Conchalí,13104.0,21843.0,2020-03-23
Conchalí,13104.0,20310.0,2020-03-24
Conchalí,13104.0,19442.0,2020-03-25
Conchalí,13104.0,19762.0,2020-03-26
Conchalí,13104.0,13796.0,2020-03-27
Conchalí,13104.0,7808.0,2020-03-28
Conchalí,13104.0,4122.0,2020-03-29
Conchalí,13104.0,14655.0,2020-03-30
Conchalí,13104.0,15421.0,2020-03-31
Conchalí,13104.0,15226.0,2020-04-01
Conchalí,13104.0,14834.0,2020-04-02
Conchalí,13104.0,9528.0,2020-04-04
Conchalí,13104.0,5278.0,2020-04-05
Conchalí,13104.0,16834.0,2020-04-06
Conchalí,13104.0,16515.0,2020-04-07
Conchalí,13104.0,17081.0,2020-04-08
Conchalí,13104.0,17054.0,2020-04-09
Conchalí,13104.0,5476.0,2020-04-10
Conchalí,13104.0,5805.0,2020-04-11
Conchalí,13104.0,3590.0,2020-04-12
Conchalí,13104.0,16654.0,2020-04-13
Conchalí,13104.0,16228.0,2020-04-14
Conchalí,13104.0,16328.0,2020-04-15
Conchalí,13104.0,16070.0,2020-04-16
Conchalí,13104.0,17382.0,2020-04-17
Conchalí,13104.0,8321.0,2020-04-18
Conchalí,13104.0,4815.0,2020-04-19
Conchalí,13104.0,18028.0,2020-04-20
Conchalí,13104.0,17226.0,2020-04-21
Conchalí,13104.0,17114.0,2020-04-22
Conchalí,13104.0,17034.0,2020-04-23
Conchalí,13104.0,16001.0,2020-04-24
Conchalí,13104.0,9414.0,2020-04-25
Conchalí,13104.0,5061.0,2020-04-26
Conchalí,13104.0,17507.0,2020-04-27
Conchalí,13104.0,17226.0,2020-04-28
Conchalí,13104.0,14340.0,2020-04-29
Conchalí,13104.0,15361.0,2020-04-30
Conchalí,13104.0,5630.0,2020-05-01
Conchalí,13104.0,9408.0,2020-05-02
Conchalí,13104.0,5761.0,2020-05-03
Conchalí,13104.0,18919.0,2020-05-04
Conchalí,13104.0,18126.0,2020-05-05
Conchalí,13104.0,16442.0,2020-05-06
Conchalí,13104.0,16945.0,2020-05-07
Conchalí,13104.0,17497.0,2020-05-08
Conchalí,13104.0,5616.0,2020-05-09
Conchalí,13104.0,3375.0,2020-05-10
Conchalí,13104.0,11896.0,2020-05-11
Conchalí,13104.0,11756.0,2020-05-12
Conchalí,13104.0,11799.0,2020-05-13
Conchalí,13104.0,12034.0,2020-05-14
Conchalí,13104.0,11479.0,2020-05-15
El Bosque,13105.0,15921.0,2020-03-01
El Bosque,13105.0,37120.0,2020-03-02
El Bosque,13105.0,36577.0,2020-03-03
El Bosque,13105.0,37642.0,2020-03-04
El Bosque,13105.0,37113.0,2020-03-05
El Bosque,13105.0,38024.0,2020-03-06
El Bosque,13105.0,23750.0,2020-03-07
El Bosque,13105.0,16408.0,2020-03-08
El Bosque,13105.0,38309.0,2020-03-09
El Bosque,13105.0,35212.0,2020-03-10
El Bosque,13105.0,35493.0,2020-03-11
El Bosque,13105.0,36818.0,2020-03-12
El Bosque,13105.0,37814.0,2020-03-13
El Bosque,13105.0,23382.0,2020-03-14
El Bosque,13105.0,14203.0,2020-03-15
El Bosque,13105.0,31047.0,2020-03-16
El Bosque,13105.0,25555.0,2020-03-17
El Bosque,13105.0,22490.0,2020-03-18
El Bosque,13105.0,17784.0,2020-03-19
El Bosque,13105.0,9718.0,2020-03-20
El Bosque,13105.0,7934.0,2020-03-21
El Bosque,13105.0,4587.0,2020-03-22
El Bosque,13105.0,13620.0,2020-03-23
El Bosque,13105.0,13373.0,2020-03-24
El Bosque,13105.0,12738.0,2020-03-25
El Bosque,13105.0,12452.0,2020-03-26
El Bosque,13105.0,9955.0,2020-03-27
El Bosque,13105.0,5476.0,2020-03-28
El Bosque,13105.0,3116.0,2020-03-29
El Bosque,13105.0,9448.0,2020-03-30
El Bosque,13105.0,9361.0,2020-03-31
El Bosque,13105.0,9027.0,2020-04-01
El Bosque,13105.0,8871.0,2020-04-02
El Bosque,13105.0,5026.0,2020-04-04
El Bosque,13105.0,3180.0,2020-04-05
El Bosque,13105.0,8446.0,2020-04-06
El Bosque,13105.0,7474.0,2020-04-07
El Bosque,13105.0,7527.0,2020-04-08
El Bosque,13105.0,7749.0,2020-04-09
El Bosque,13105.0,2835.0,2020-04-10
El Bosque,13105.0,2752.0,2020-04-11
El Bosque,13105.0,2069.0,2020-04-12
El Bosque,13105.0,8000.0,2020-04-13
El Bosque,13105.0,7900.0,2020-04-14
El Bosque,13105.0,8673.0,2020-04-15
El Bosque,13105.0,8366.0,2020-04-16
El Bosque,13105.0,5268.0,2020-04-17
El Bosque,13105.0,2573.0,2020-04-18
El Bosque,13105.0,1861.0,2020-04-19
El Bosque,13105.0,6206.0,2020-04-20
El Bosque,13105.0,5903.0,2020-04-21
El Bosque,13105.0,6254.0,2020-04-22
El Bosque,13105.0,6074.0,2020-04-23
El Bosque,13105.0,5960.0,2020-04-24
El Bosque,13105.0,3606.0,2020-04-25
El Bosque,13105.0,2197.0,2020-04-26
El Bosque,13105.0,6735.0,2020-04-27
El Bosque,13105.0,6755.0,2020-04-28
El Bosque,13105.0,5468.0,2020-04-29
El Bosque,13105.0,5921.0,2020-04-30
El Bosque,13105.0,2523.0,2020-05-01
El Bosque,13105.0,3837.0,2020-05-02
El Bosque,13105.0,2650.0,2020-05-03
El Bosque,13105.0,7928.0,2020-05-04
El Bosque,13105.0,7500.0,2020-05-05
El Bosque,13105.0,7246.0,2020-05-06
El Bosque,13105.0,7452.0,2020-05-07
El Bosque,13105.0,7420.0,2020-05-08
El Bosque,13105.0,3243.0,2020-05-09
El Bosque,13105.0,2349.0,2020-05-10
El Bosque,13105.0,6827.0,2020-05-11
El Bosque,13105.0,6532.0,2020-05-12
El Bosque,13105.0,6373.0,2020-05-13
El Bosque,13105.0,6651.0,2020-05-14
El Bosque,13105.0,6577.0,2020-05-15
Estación Central,13106.0,103300.0,2020-03-01
Estación Central,13106.0,227698.0,2020-03-02
Estación Central,13106.0,215123.0,2020-03-03
Estación Central,13106.0,211689.0,2020-03-04
Estación Central,13106.0,213620.0,2020-03-05
Estación Central,13106.0,208834.0,2020-03-06
Estación Central,13106.0,140759.0,2020-03-07
Estación Central,13106.0,86973.0,2020-03-08
Estación Central,13106.0,212619.0,2020-03-09
Estación Central,13106.0,231471.0,2020-03-10
Estación Central,13106.0,212039.0,2020-03-11
Estación Central,13106.0,214595.0,2020-03-12
Estación Central,13106.0,220438.0,2020-03-13
Estación Central,13106.0,134107.0,2020-03-14
Estación Central,13106.0,81884.0,2020-03-15
Estación Central,13106.0,175194.0,2020-03-16
Estación Central,13106.0,133076.0,2020-03-17
Estación Central,13106.0,112687.0,2020-03-18
Estación Central,13106.0,94655.0,2020-03-19
Estación Central,13106.0,105277.0,2020-03-20
Estación Central,13106.0,43119.0,2020-03-21
Estación Central,13106.0,17476.0,2020-03-22
Estación Central,13106.0,62435.0,2020-03-23
Estación Central,13106.0,56946.0,2020-03-24
Estación Central,13106.0,55146.0,2020-03-25
Estación Central,13106.0,58310.0,2020-03-26
Estación Central,13106.0,39533.0,2020-03-27
Estación Central,13106.0,21338.0,2020-03-28
Estación Central,13106.0,11874.0,2020-03-29
Estación Central,13106.0,42461.0,2020-03-30
Estación Central,13106.0,42872.0,2020-03-31
Estación Central,13106.0,43008.0,2020-04-01
Estación Central,13106.0,41842.0,2020-04-02
Estación Central,13106.0,25422.0,2020-04-04
Estación Central,13106.0,14581.0,2020-04-05
Estación Central,13106.0,46594.0,2020-04-06
Estación Central,13106.0,43820.0,2020-04-07
Estación Central,13106.0,43610.0,2020-04-08
Estación Central,13106.0,43927.0,2020-04-09
Estación Central,13106.0,14862.0,2020-04-10
Estación Central,13106.0,15831.0,2020-04-11
Estación Central,13106.0,10741.0,2020-04-12
Estación Central,13106.0,51114.0,2020-04-13
Estación Central,13106.0,47085.0,2020-04-14
Estación Central,13106.0,47705.0,2020-04-15
Estación Central,13106.0,46900.0,2020-04-16
Estación Central,13106.0,49795.0,2020-04-17
Estación Central,13106.0,31936.0,2020-04-18
Estación Central,13106.0,15243.0,2020-04-19
Estación Central,13106.0,54185.0,2020-04-20
Estación Central,13106.0,50310.0,2020-04-21
Estación Central,13106.0,51556.0,2020-04-22
Estación Central,13106.0,51428.0,2020-04-23
Estación Central,13106.0,51973.0,2020-04-24
Estación Central,13106.0,29550.0,2020-04-25
Estación Central,13106.0,15667.0,2020-04-26
Estación Central,13106.0,56386.0,2020-04-27
Estación Central,13106.0,53865.0,2020-04-28
Estación Central,13106.0,53543.0,2020-04-29
Estación Central,13106.0,56412.0,2020-04-30
Estación Central,13106.0,11559.0,2020-05-01
Estación Central,13106.0,21354.0,2020-05-02
Estación Central,13106.0,12868.0,2020-05-03
Estación Central,13106.0,48261.0,2020-05-04
Estación Central,13106.0,45726.0,2020-05-05
Estación Central,13106.0,43510.0,2020-05-06
Estación Central,13106.0,43964.0,2020-05-07
Estación Central,13106.0,44816.0,2020-05-08
Estación Central,13106.0,23728.0,2020-05-09
Estación Central,13106.0,12186.0,2020-05-10
Estación Central,13106.0,42995.0,2020-05-11
Estación Central,13106.0,39823.0,2020-05-12
Estación Central,13106.0,39950.0,2020-05-13
Estación Central,13106.0,40973.0,2020-05-14
Estación Central,13106.0,41915.0,2020-05-15
Huechuraba,13107.0,10179.0,2020-03-01
Huechuraba,13107.0,33797.0,2020-03-02
Huechuraba,13107.0,33969.0,2020-03-03
Huechuraba,13107.0,33316.0,2020-03-04
Huechuraba,13107.0,33424.0,2020-03-05
Huechuraba,13107.0,33848.0,2020-03-06
Huechuraba,13107.0,16437.0,2020-03-07
Huechuraba,13107.0,9355.0,2020-03-08
Huechuraba,13107.0,35574.0,2020-03-09
Huechuraba,13107.0,32780.0,2020-03-10
Huechuraba,13107.0,33475.0,2020-03-11
Huechuraba,13107.0,35766.0,2020-03-12
Huechuraba,13107.0,35387.0,2020-03-13
Huechuraba,13107.0,15689.0,2020-03-14
Huechuraba,13107.0,8633.0,2020-03-15
Huechuraba,13107.0,27360.0,2020-03-16
Huechuraba,13107.0,21472.0,2020-03-17
Huechuraba,13107.0,18316.0,2020-03-18
Huechuraba,13107.0,10398.0,2020-03-19
Huechuraba,13107.0,4656.0,2020-03-20
Huechuraba,13107.0,4137.0,2020-03-21
Huechuraba,13107.0,2424.0,2020-03-22
Huechuraba,13107.0,10065.0,2020-03-23
Huechuraba,13107.0,9124.0,2020-03-24
Huechuraba,13107.0,8599.0,2020-03-25
Huechuraba,13107.0,8081.0,2020-03-26
Huechuraba,13107.0,6089.0,2020-03-27
Huechuraba,13107.0,3038.0,2020-03-28
Huechuraba,13107.0,1649.0,2020-03-29
Huechuraba,13107.0,6422.0,2020-03-30
Huechuraba,13107.0,6844.0,2020-03-31
Huechuraba,13107.0,6737.0,2020-04-01
Huechuraba,13107.0,6334.0,2020-04-02
Huechuraba,13107.0,3347.0,2020-04-04
Huechuraba,13107.0,1619.0,2020-04-05
Huechuraba,13107.0,6561.0,2020-04-06
Huechuraba,13107.0,6011.0,2020-04-07
Huechuraba,13107.0,6309.0,2020-04-08
Huechuraba,13107.0,6513.0,2020-04-09
Huechuraba,13107.0,1938.0,2020-04-10
Huechuraba,13107.0,1818.0,2020-04-11
Huechuraba,13107.0,1248.0,2020-04-12
Huechuraba,13107.0,6440.0,2020-04-13
Huechuraba,13107.0,6092.0,2020-04-14
Huechuraba,13107.0,6355.0,2020-04-15
Huechuraba,13107.0,6245.0,2020-04-16
Huechuraba,13107.0,6251.0,2020-04-17
Huechuraba,13107.0,2198.0,2020-04-18
Huechuraba,13107.0,1552.0,2020-04-19
Huechuraba,13107.0,6746.0,2020-04-20
Huechuraba,13107.0,6739.0,2020-04-21
Huechuraba,13107.0,5975.0,2020-04-22
Huechuraba,13107.0,6142.0,2020-04-23
Huechuraba,13107.0,5969.0,2020-04-24
Huechuraba,13107.0,2870.0,2020-04-25
Huechuraba,13107.0,1432.0,2020-04-26
Huechuraba,13107.0,6459.0,2020-04-27
Huechuraba,13107.0,6049.0,2020-04-28
Huechuraba,13107.0,14412.0,2020-04-29
Huechuraba,13107.0,14835.0,2020-04-30
Huechuraba,13107.0,1390.0,2020-05-01
Huechuraba,13107.0,2927.0,2020-05-02
Huechuraba,13107.0,1659.0,2020-05-03
Huechuraba,13107.0,6899.0,2020-05-04
Huechuraba,13107.0,6233.0,2020-05-05
Huechuraba,13107.0,5489.0,2020-05-06
Huechuraba,13107.0,5568.0,2020-05-07
Huechuraba,13107.0,5861.0,2020-05-08
Huechuraba,13107.0,2001.0,2020-05-09
Huechuraba,13107.0,1384.0,2020-05-10
Huechuraba,13107.0,5475.0,2020-05-11
Huechuraba,13107.0,5225.0,2020-05-12
Huechuraba,13107.0,4871.0,2020-05-13
Huechuraba,13107.0,4947.0,2020-05-14
Huechuraba,13107.0,4924.0,2020-05-15
Independencia,13108.0,19996.0,2020-03-01
Independencia,13108.0,54368.0,2020-03-02
Independencia,13108.0,55589.0,2020-03-03
Independencia,13108.0,56117.0,2020-03-04
Independencia,13108.0,56149.0,2020-03-05
Independencia,13108.0,56798.0,2020-03-06
Independencia,13108.0,33145.0,2020-03-07
Independencia,13108.0,19017.0,2020-03-08
Independencia,13108.0,55011.0,2020-03-09
Independencia,13108.0,58280.0,2020-03-10
Independencia,13108.0,55662.0,2020-03-11
Independencia,13108.0,56814.0,2020-03-12
Independencia,13108.0,56260.0,2020-03-13
Independencia,13108.0,32350.0,2020-03-14
Independencia,13108.0,17897.0,2020-03-15
Independencia,13108.0,44132.0,2020-03-16
Independencia,13108.0,35308.0,2020-03-17
Independencia,13108.0,31134.0,2020-03-18
Independencia,13108.0,25293.0,2020-03-19
Independencia,13108.0,25138.0,2020-03-20
Independencia,13108.0,12517.0,2020-03-21
Independencia,13108.0,5482.0,2020-03-22
Independencia,13108.0,18757.0,2020-03-23
Independencia,13108.0,17264.0,2020-03-24
Independencia,13108.0,16404.0,2020-03-25
Independencia,13108.0,18817.0,2020-03-26
Independencia,13108.0,7796.0,2020-03-27
Independencia,13108.0,4957.0,2020-03-28
Independencia,13108.0,3093.0,2020-03-29
Independencia,13108.0,9286.0,2020-03-30
Independencia,13108.0,10022.0,2020-03-31
Independencia,13108.0,10397.0,2020-04-01
Independencia,13108.0,10335.0,2020-04-02
Independencia,13108.0,9391.0,2020-04-04
Independencia,13108.0,5406.0,2020-04-05
Independencia,13108.0,16014.0,2020-04-06
Independencia,13108.0,15481.0,2020-04-07
Independencia,13108.0,15907.0,2020-04-08
Independencia,13108.0,15911.0,2020-04-09
Independencia,13108.0,5835.0,2020-04-10
Independencia,13108.0,5885.0,2020-04-11
Independencia,13108.0,3952.0,2020-04-12
Independencia,13108.0,16414.0,2020-04-13
Independencia,13108.0,15603.0,2020-04-14
Independencia,13108.0,15859.0,2020-04-15
Independencia,13108.0,15544.0,2020-04-16
Independencia,13108.0,16335.0,2020-04-17
Independencia,13108.0,10121.0,2020-04-18
Independencia,13108.0,5215.0,2020-04-19
Independencia,13108.0,17234.0,2020-04-20
Independencia,13108.0,16429.0,2020-04-21
Independencia,13108.0,17147.0,2020-04-22
Independencia,13108.0,16734.0,2020-04-23
Independencia,13108.0,15600.0,2020-04-24
Independencia,13108.0,9330.0,2020-04-25
Independencia,13108.0,5267.0,2020-04-26
Independencia,13108.0,16038.0,2020-04-27
Independencia,13108.0,16321.0,2020-04-28
Independencia,13108.0,14117.0,2020-04-29
Independencia,13108.0,15329.0,2020-04-30
Independencia,13108.0,4469.0,2020-05-01
Independencia,13108.0,7898.0,2020-05-02
Independencia,13108.0,4794.0,2020-05-03
Independencia,13108.0,14853.0,2020-05-04
Independencia,13108.0,14299.0,2020-05-05
Independencia,13108.0,13298.0,2020-05-06
Independencia,13108.0,13327.0,2020-05-07
Independencia,13108.0,13935.0,2020-05-08
Independencia,13108.0,8159.0,2020-05-09
Independencia,13108.0,4688.0,2020-05-10
Independencia,13108.0,12886.0,2020-05-11
Independencia,13108.0,12805.0,2020-05-12
Independencia,13108.0,12675.0,2020-05-13
Independencia,13108.0,12982.0,2020-05-14
Independencia,13108.0,14410.0,2020-05-15
La Cisterna,13109.0,50162.0,2020-03-01
La Cisterna,13109.0,151785.0,2020-03-02
La Cisterna,13109.0,152050.0,2020-03-03
La Cisterna,13109.0,151058.0,2020-03-04
La Cisterna,13109.0,152144.0,2020-03-05
La Cisterna,13109.0,151133.0,2020-03-06
La Cisterna,13109.0,87045.0,2020-03-07
La Cisterna,13109.0,50103.0,2020-03-08
La Cisterna,13109.0,156993.0,2020-03-09
La Cisterna,13109.0,168712.0,2020-03-10
La Cisterna,13109.0,125156.0,2020-03-11
La Cisterna,13109.0,146717.0,2020-03-12
La Cisterna,13109.0,153660.0,2020-03-13
La Cisterna,13109.0,85340.0,2020-03-14
La Cisterna,13109.0,44589.0,2020-03-15
La Cisterna,13109.0,125002.0,2020-03-16
La Cisterna,13109.0,103605.0,2020-03-17
La Cisterna,13109.0,91373.0,2020-03-18
La Cisterna,13109.0,83671.0,2020-03-19
La Cisterna,13109.0,109554.0,2020-03-20
La Cisterna,13109.0,37428.0,2020-03-21
La Cisterna,13109.0,13565.0,2020-03-22
La Cisterna,13109.0,56681.0,2020-03-23
La Cisterna,13109.0,53460.0,2020-03-24
La Cisterna,13109.0,52013.0,2020-03-25
La Cisterna,13109.0,52992.0,2020-03-26
La Cisterna,13109.0,40506.0,2020-03-27
La Cisterna,13109.0,20669.0,2020-03-28
La Cisterna,13109.0,10240.0,2020-03-29
La Cisterna,13109.0,42234.0,2020-03-30
La Cisterna,13109.0,43215.0,2020-03-31
La Cisterna,13109.0,42893.0,2020-04-01
La Cisterna,13109.0,42144.0,2020-04-02
La Cisterna,13109.0,23860.0,2020-04-04
La Cisterna,13109.0,11984.0,2020-04-05
La Cisterna,13109.0,44853.0,2020-04-06
La Cisterna,13109.0,42972.0,2020-04-07
La Cisterna,13109.0,42323.0,2020-04-08
La Cisterna,13109.0,43202.0,2020-04-09
La Cisterna,13109.0,12475.0,2020-04-10
La Cisterna,13109.0,13088.0,2020-04-11
La Cisterna,13109.0,9076.0,2020-04-12
La Cisterna,13109.0,45470.0,2020-04-13
La Cisterna,13109.0,43707.0,2020-04-14
La Cisterna,13109.0,46501.0,2020-04-15
La Cisterna,13109.0,44748.0,2020-04-16
La Cisterna,13109.0,42857.0,2020-04-17
La Cisterna,13109.0,27933.0,2020-04-18
La Cisterna,13109.0,10574.0,2020-04-19
La Cisterna,13109.0,45732.0,2020-04-20
La Cisterna,13109.0,43175.0,2020-04-21
La Cisterna,13109.0,44154.0,2020-04-22
La Cisterna,13109.0,43425.0,2020-04-23
La Cisterna,13109.0,44774.0,2020-04-24
La Cisterna,13109.0,24292.0,2020-04-25
La Cisterna,13109.0,11616.0,2020-04-26
La Cisterna,13109.0,46670.0,2020-04-27
La Cisterna,13109.0,44919.0,2020-04-28
La Cisterna,13109.0,47884.0,2020-04-29
La Cisterna,13109.0,51790.0,2020-04-30
La Cisterna,13109.0,13754.0,2020-05-01
La Cisterna,13109.0,24064.0,2020-05-02
La Cisterna,13109.0,13141.0,2020-05-03
La Cisterna,13109.0,51968.0,2020-05-04
La Cisterna,13109.0,49686.0,2020-05-05
La Cisterna,13109.0,46852.0,2020-05-06
La Cisterna,13109.0,49262.0,2020-05-07
La Cisterna,13109.0,49135.0,2020-05-08
