codigo_region,region_residencia,fecha,positividad
NA,0,2020-07-17,NA
NA,0,2020-07-18,NA
NA,0,2020-07-19,NA
NA,0,2020-07-20,NA
NA,0,2020-07-21,NA
NA,0,2020-07-22,NA
NA,0,2020-07-23,NA
NA,0,2020-07-24,NA
NA,0,2020-07-25,NA
NA,0,2020-07-26,NA
NA,0,2020-07-27,NA
NA,0,2020-07-28,NA
NA,0,2020-07-29,NA
NA,0,2020-07-30,NA
NA,0,2020-07-31,NA
NA,0,2020-08-01,NA
NA,0,2020-08-02,NA
NA,0,2020-08-03,0
NA,0,2020-08-04,0
NA,0,2020-08-05,0
NA,0,2020-08-06,0
NA,0,2020-08-07,0.001152073732718894
NA,0,2020-08-08,0.010080645161290322
NA,0,2020-08-09,0.010080645161290322
NA,0,2020-08-10,0.010080645161290322
NA,0,2020-08-11,NA
NA,0,2020-08-12,NA
NA,0,2020-08-13,NA
NA,0,2020-08-14,NA
NA,0,2020-08-15,NA
NA,0,2020-08-16,NA
NA,0,2020-08-17,NA
NA,0,2020-08-18,0.09173669467787114
NA,0,2020-08-19,0.09173669467787114
NA,0,2020-08-20,0.09173669467787114
NA,0,2020-08-21,0.09173669467787114
NA,0,2020-08-22,0.08333333333333333
NA,0,2020-08-23,0.011904761904761904
NA,0,2020-08-24,0
NA,0,2020-08-25,0.01948051948051948
2,Región de Antofagasta,2020-03-02,NA
2,Región de Antofagasta,2020-03-03,NA
2,Región de Antofagasta,2020-03-04,NA
2,Región de Antofagasta,2020-03-05,NA
2,Región de Antofagasta,2020-03-06,NA
2,Región de Antofagasta,2020-03-07,NA
2,Región de Antofagasta,2020-03-08,NA
2,Región de Antofagasta,2020-03-09,NA
2,Región de Antofagasta,2020-03-10,NA
2,Región de Antofagasta,2020-03-11,NA
2,Región de Antofagasta,2020-03-12,NA
2,Región de Antofagasta,2020-03-13,NA
2,Región de Antofagasta,2020-03-14,NA
2,Región de Antofagasta,2020-03-15,0.08571428571428572
2,Región de Antofagasta,2020-03-16,0.08571428571428572
2,Región de Antofagasta,2020-03-17,0.08571428571428572
2,Región de Antofagasta,2020-03-18,0.10303030303030303
2,Región de Antofagasta,2020-03-19,0.02483481430849852
2,Región de Antofagasta,2020-03-20,0.04326799403200082
2,Región de Antofagasta,2020-03-21,0.05150975227375906
2,Región de Antofagasta,2020-03-22,0.07373197449598129
2,Región de Antofagasta,2020-03-23,0.07623824016014169
2,Región de Antofagasta,2020-03-24,0.07941284333474487
2,Región de Antofagasta,2020-03-25,0.07638254030444183
2,Región de Antofagasta,2020-03-26,0.08139507163276263
2,Región de Antofagasta,2020-03-27,0.0788349077822762
2,Región de Antofagasta,2020-03-28,0.08158216052952895
2,Región de Antofagasta,2020-03-29,0.06828850973587816
2,Región de Antofagasta,2020-03-30,0.07082426087844045
2,Región de Antofagasta,2020-03-31,0.0771734672276468
2,Región de Antofagasta,2020-04-01,0.07517653942426737
2,Región de Antofagasta,2020-04-02,0.06405963826046679
2,Región de Antofagasta,2020-04-03,0.05132633981288263
2,Región de Antofagasta,2020-04-04,0.048966283761551405
2,Región de Antofagasta,2020-04-05,0.04003771233297998
2,Región de Antofagasta,2020-04-06,0.04415320468376645
2,Región de Antofagasta,2020-04-07,0.04615013248714586
2,Región de Antofagasta,2020-04-08,0.05095536309882809
2,Región de Antofagasta,2020-04-09,0.06371759897345154
2,Región de Antofagasta,2020-04-10,0.0803581013282396
2,Región de Antofagasta,2020-04-11,0.07783415249556594
2,Región de Antofagasta,2020-04-12,0.0924861671475806
2,Región de Antofagasta,2020-04-13,0.09863478043905102
2,Región de Antofagasta,2020-04-14,0.11432492746560358
2,Región de Antofagasta,2020-04-15,0.10492979830999538
2,Región de Antofagasta,2020-04-16,0.10503884956408481
2,Región de Antofagasta,2020-04-17,0.1054676890173145
2,Región de Antofagasta,2020-04-18,0.11773002985108391
2,Región de Antofagasta,2020-04-19,0.134824046945101
2,Región de Antofagasta,2020-04-20,0.1443386636025748
2,Región de Antofagasta,2020-04-21,0.1397758628725267
2,Región de Antofagasta,2020-04-22,0.1477325522335307
2,Región de Antofagasta,2020-04-23,0.15795371182707524
2,Región de Antofagasta,2020-04-24,0.1604959753449485
2,Región de Antofagasta,2020-04-25,0.16513104971367906
2,Región de Antofagasta,2020-04-26,0.1493467099069929
2,Región de Antofagasta,2020-04-27,0.1418225755410904
2,Región de Antofagasta,2020-04-28,0.1434800474729526
2,Región de Antofagasta,2020-04-29,0.15407929642836593
2,Región de Antofagasta,2020-04-30,0.15821729952303293
2,Región de Antofagasta,2020-05-01,0.15778740534313876
2,Región de Antofagasta,2020-05-02,0.1590779499529641
2,Región de Antofagasta,2020-05-03,0.17985095189116956
2,Región de Antofagasta,2020-05-04,0.1891111237073952
2,Región de Antofagasta,2020-05-05,0.20575794910422057
2,Región de Antofagasta,2020-05-06,0.2025800459263174
2,Región de Antofagasta,2020-05-07,0.20117148403917395
2,Región de Antofagasta,2020-05-08,0.19771797999604726
2,Región de Antofagasta,2020-05-09,0.20663303412884118
2,Región de Antofagasta,2020-05-10,0.20212175593335246
2,Región de Antofagasta,2020-05-11,0.21363405315993542
2,Región de Antofagasta,2020-05-12,0.21192814002545085
2,Región de Antofagasta,2020-05-13,0.2174733040812532
2,Región de Antofagasta,2020-05-14,0.21889660098741615
2,Región de Antofagasta,2020-05-15,0.22267676008280765
2,Región de Antofagasta,2020-05-16,0.21519397265446666
2,Región de Antofagasta,2020-05-17,0.21731121631306372
2,Región de Antofagasta,2020-05-18,0.20071453516774101
2,Región de Antofagasta,2020-05-19,0.1960384791444557
2,Región de Antofagasta,2020-05-20,0.2125291739666175
2,Región de Antofagasta,2020-05-21,0.2289823439285594
2,Región de Antofagasta,2020-05-22,0.2345951298700834
2,Región de Antofagasta,2020-05-23,0.23530609450300163
2,Región de Antofagasta,2020-05-24,0.2309354651323723
2,Región de Antofagasta,2020-05-25,0.23709773291588113
2,Región de Antofagasta,2020-05-26,0.2429684975918583
2,Región de Antofagasta,2020-05-27,0.22502199198357528
2,Región de Antofagasta,2020-05-28,0.2041065110989533
2,Región de Antofagasta,2020-05-29,0.20230066798876237
2,Región de Antofagasta,2020-05-30,0.23101817778650102
2,Región de Antofagasta,2020-05-31,0.2458911971438253
2,Región de Antofagasta,2020-06-01,0.2630429400295833
2,Región de Antofagasta,2020-06-02,0.2742298069734861
2,Región de Antofagasta,2020-06-03,0.29402689428559836
2,Región de Antofagasta,2020-06-04,0.31116817589249846
2,Región de Antofagasta,2020-06-05,0.3274177757719916
2,Región de Antofagasta,2020-06-06,0.33757019116852993
2,Región de Antofagasta,2020-06-07,0.3612714241621801
2,Región de Antofagasta,2020-06-08,0.3608368953954303
2,Región de Antofagasta,2020-06-09,0.35932322087260066
2,Región de Antofagasta,2020-06-10,0.37537768297336194
2,Región de Antofagasta,2020-06-11,0.3811057227688516
2,Región de Antofagasta,2020-06-12,0.3937232252858726
2,Región de Antofagasta,2020-06-13,0.39108991389680087
2,Región de Antofagasta,2020-06-14,0.39645627691501323
2,Región de Antofagasta,2020-06-15,0.4161633592905592
2,Región de Antofagasta,2020-06-16,0.4264386007885081
2,Región de Antofagasta,2020-06-17,0.4198397658742507
2,Región de Antofagasta,2020-06-18,0.4254288210572734
2,Región de Antofagasta,2020-06-19,0.4237304877650122
2,Región de Antofagasta,2020-06-20,0.41518580277567646
2,Región de Antofagasta,2020-06-21,0.403734634419386
2,Región de Antofagasta,2020-06-22,0.3832256610070804
2,Región de Antofagasta,2020-06-23,0.3814311198508371
2,Región de Antofagasta,2020-06-24,0.37373859633673523
2,Región de Antofagasta,2020-06-25,0.3717505608979956
2,Región de Antofagasta,2020-06-26,0.3695487230106738
2,Región de Antofagasta,2020-06-27,0.36437607277888623
2,Región de Antofagasta,2020-06-28,0.3482673394832654
2,Región de Antofagasta,2020-06-29,0.3596828365955095
2,Región de Antofagasta,2020-06-30,0.34723676720463725
2,Región de Antofagasta,2020-07-01,0.3457666343986237
2,Región de Antofagasta,2020-07-02,0.34265866442963727
2,Región de Antofagasta,2020-07-03,0.3332994753473397
2,Región de Antofagasta,2020-07-04,0.31633984869568765
2,Región de Antofagasta,2020-07-05,0.31192633444561163
2,Región de Antofagasta,2020-07-06,0.30042082859474933
2,Región de Antofagasta,2020-07-07,0.29685750910515574
2,Región de Antofagasta,2020-07-08,0.2876687271824871
2,Región de Antofagasta,2020-07-09,0.2846500652550136
2,Región de Antofagasta,2020-07-10,0.27645489248416877
2,Región de Antofagasta,2020-07-11,0.2767807802819857
2,Región de Antofagasta,2020-07-12,0.2670705830717885
2,Región de Antofagasta,2020-07-13,0.25863066384502664
2,Región de Antofagasta,2020-07-14,0.25280626781041293
2,Región de Antofagasta,2020-07-15,0.2504907140011581
2,Región de Antofagasta,2020-07-16,0.23926915390975131
2,Región de Antofagasta,2020-07-17,0.23622688125964664
2,Región de Antofagasta,2020-07-18,0.2266680956090771
2,Región de Antofagasta,2020-07-19,0.23499405877374996
2,Región de Antofagasta,2020-07-20,0.23320771513013563
2,Región de Antofagasta,2020-07-21,0.22365731516558957
2,Región de Antofagasta,2020-07-22,0.2156196020866938
2,Región de Antofagasta,2020-07-23,0.20673822698207575
2,Región de Antofagasta,2020-07-24,0.1948560743018995
2,Región de Antofagasta,2020-07-25,0.18804957124985489
2,Región de Antofagasta,2020-07-26,0.16810481915546874
2,Región de Antofagasta,2020-07-27,0.159261351163108
2,Región de Antofagasta,2020-07-28,0.1586644777983775
2,Región de Antofagasta,2020-07-29,0.15389391502781471
2,Región de Antofagasta,2020-07-30,0.14918510257617262
2,Región de Antofagasta,2020-07-31,0.14814050683076052
2,Región de Antofagasta,2020-08-01,0.141938425844692
2,Región de Antofagasta,2020-08-02,0.13094556716275768
2,Región de Antofagasta,2020-08-03,0.12673588619181095
2,Región de Antofagasta,2020-08-04,0.11992765082252907
2,Región de Antofagasta,2020-08-05,0.11995838712358188
2,Región de Antofagasta,2020-08-06,0.1159247881911273
2,Región de Antofagasta,2020-08-07,0.11647964051303135
2,Región de Antofagasta,2020-08-08,0.11331407225839385
2,Región de Antofagasta,2020-08-09,0.11180679575111734
2,Región de Antofagasta,2020-08-10,0.11271822982785241
2,Región de Antofagasta,2020-08-11,0.11041276449731284
2,Región de Antofagasta,2020-08-12,0.10572013667140134
2,Región de Antofagasta,2020-08-13,0.10643253428292644
2,Región de Antofagasta,2020-08-14,0.09668485301012295
2,Región de Antofagasta,2020-08-15,0.09769845950576819
2,Región de Antofagasta,2020-08-16,0.10459361297626413
2,Región de Antofagasta,2020-08-17,0.100614711206132
2,Región de Antofagasta,2020-08-18,0.09961233867472274
2,Región de Antofagasta,2020-08-19,0.09677089393684667
2,Región de Antofagasta,2020-08-20,0.0940320901566617
2,Región de Antofagasta,2020-08-21,0.09373432801994723
2,Región de Antofagasta,2020-08-22,0.09172924913263097
2,Región de Antofagasta,2020-08-23,0.08636665363641081
2,Región de Antofagasta,2020-08-24,0.08058196288197882
2,Región de Antofagasta,2020-08-25,0.07802727365648816
15,Región de Arica y Parinacota,2020-03-16,NA
15,Región de Arica y Parinacota,2020-03-17,NA
15,Región de Arica y Parinacota,2020-03-18,NA
15,Región de Arica y Parinacota,2020-03-19,NA
15,Región de Arica y Parinacota,2020-03-20,NA
15,Región de Arica y Parinacota,2020-03-21,NA
15,Región de Arica y Parinacota,2020-03-22,0.045950286272866916
15,Región de Arica y Parinacota,2020-03-23,0.02473816506074571
15,Región de Arica y Parinacota,2020-03-24,0.012794371149738682
15,Región de Arica y Parinacota,2020-03-25,0.014895211485873137
15,Región de Arica y Parinacota,2020-03-26,0.014368549208058785
15,Región de Arica y Parinacota,2020-03-27,0.015035690286158766
15,Región de Arica y Parinacota,2020-03-28,0.019694075379326468
15,Región de Arica y Parinacota,2020-03-29,0.02959506547833637
15,Región de Arica y Parinacota,2020-03-30,0.037058025053972
15,Región de Arica y Parinacota,2020-03-31,0.04924394971558436
15,Región de Arica y Parinacota,2020-04-01,0.07479287896470335
15,Región de Arica y Parinacota,2020-04-02,0.09452077012116593
15,Región de Arica y Parinacota,2020-04-03,0.09793288312232004
15,Región de Arica y Parinacota,2020-04-04,0.11708402183867614
15,Región de Arica y Parinacota,2020-04-05,0.14040562310179247
15,Región de Arica y Parinacota,2020-04-06,0.14988128046477378
15,Región de Arica y Parinacota,2020-04-07,0.16551216558718435
15,Región de Arica y Parinacota,2020-04-08,0.16249293787385205
15,Región de Arica y Parinacota,2020-04-09,0.15654055692147112
15,Región de Arica y Parinacota,2020-04-10,0.15974086538493748
15,Región de Arica y Parinacota,2020-04-11,0.14467769726054486
15,Región de Arica y Parinacota,2020-04-12,0.1144312963746091
15,Región de Arica y Parinacota,2020-04-13,0.10346670541001812
15,Región de Arica y Parinacota,2020-04-14,0.07727622921954193
15,Región de Arica y Parinacota,2020-04-15,0.06256632226825568
15,Región de Arica y Parinacota,2020-04-16,0.05695407737029649
15,Región de Arica y Parinacota,2020-04-17,0.07499919015225139
15,Región de Arica y Parinacota,2020-04-18,0.0855578537721395
15,Región de Arica y Parinacota,2020-04-19,0.10267094901023473
15,Región de Arica y Parinacota,2020-04-20,0.1066477829870687
15,Región de Arica y Parinacota,2020-04-21,0.13360736407036114
15,Región de Arica y Parinacota,2020-04-22,0.17360067062993273
15,Región de Arica y Parinacota,2020-04-23,0.16962023548066643
15,Región de Arica y Parinacota,2020-04-24,0.150467959185533
15,Región de Arica y Parinacota,2020-04-25,0.13513119384876765
15,Región de Arica y Parinacota,2020-04-26,0.12256070512696314
15,Región de Arica y Parinacota,2020-04-27,0.11523892341493754
15,Región de Arica y Parinacota,2020-04-28,0.09516099794747793
15,Región de Arica y Parinacota,2020-04-29,0.08492959614981108
15,Región de Arica y Parinacota,2020-04-30,0.08438714106190146
15,Región de Arica y Parinacota,2020-05-01,0.08943453489772203
15,Región de Arica y Parinacota,2020-05-02,0.08811178357497072
15,Región de Arica y Parinacota,2020-05-03,0.0987335761516505
15,Región de Arica y Parinacota,2020-05-04,0.09751243576935217
15,Región de Arica y Parinacota,2020-05-05,0.09631503583777502
15,Región de Arica y Parinacota,2020-05-06,0.06155860452961957
15,Región de Arica y Parinacota,2020-05-07,0.06682360979462484
15,Región de Arica y Parinacota,2020-05-08,0.06788501399306811
15,Región de Arica y Parinacota,2020-05-09,0.06890251501056913
15,Región de Arica y Parinacota,2020-05-10,0.052832318816149325
15,Región de Arica y Parinacota,2020-05-11,0.05927994003468461
15,Región de Arica y Parinacota,2020-05-12,0.055121935876680454
15,Región de Arica y Parinacota,2020-05-13,0.054091931398400114
15,Región de Arica y Parinacota,2020-05-14,0.05824777555424427
15,Región de Arica y Parinacota,2020-05-15,0.06057696810082812
15,Región de Arica y Parinacota,2020-05-16,0.08438649191035194
15,Región de Arica y Parinacota,2020-05-17,0.10111309101681375
15,Región de Arica y Parinacota,2020-05-18,0.10797614666035718
15,Región de Arica y Parinacota,2020-05-19,0.12076735545156599
15,Región de Arica y Parinacota,2020-05-20,0.13666471110795778
15,Región de Arica y Parinacota,2020-05-21,0.14520403695065442
15,Región de Arica y Parinacota,2020-05-22,0.1370871538337713
15,Región de Arica y Parinacota,2020-05-23,0.13231155560022914
15,Región de Arica y Parinacota,2020-05-24,0.14037658998105298
15,Región de Arica y Parinacota,2020-05-25,0.14091771552217852
15,Región de Arica y Parinacota,2020-05-26,0.13699752398187526
15,Región de Arica y Parinacota,2020-05-27,0.13040282219335472
15,Región de Arica y Parinacota,2020-05-28,0.13900635349351523
15,Región de Arica y Parinacota,2020-05-29,0.14813401828155737
15,Región de Arica y Parinacota,2020-05-30,0.15519899380447683
15,Región de Arica y Parinacota,2020-05-31,0.15728187824030243
15,Región de Arica y Parinacota,2020-06-01,0.16888554694513846
15,Región de Arica y Parinacota,2020-06-02,0.18156294013153226
15,Región de Arica y Parinacota,2020-06-03,0.191893594132263
15,Región de Arica y Parinacota,2020-06-04,0.1873951138891019
15,Región de Arica y Parinacota,2020-06-05,0.17567004650365714
15,Región de Arica y Parinacota,2020-06-06,0.1709081417417524
15,Región de Arica y Parinacota,2020-06-07,0.17866047815032196
15,Región de Arica y Parinacota,2020-06-08,0.16277924290556195
15,Región de Arica y Parinacota,2020-06-09,0.1660934698309
15,Región de Arica y Parinacota,2020-06-10,0.18135716151446998
15,Región de Arica y Parinacota,2020-06-11,0.1806704565724459
15,Región de Arica y Parinacota,2020-06-12,0.18815461064363068
15,Región de Arica y Parinacota,2020-06-13,0.1828233477036721
15,Región de Arica y Parinacota,2020-06-14,0.19587099795643373
15,Región de Arica y Parinacota,2020-06-15,0.21397344928898443
15,Región de Arica y Parinacota,2020-06-16,0.20975612406102087
15,Región de Arica y Parinacota,2020-06-17,0.18831949591314556
15,Región de Arica y Parinacota,2020-06-18,0.1870385156847969
15,Región de Arica y Parinacota,2020-06-19,0.21404825967534938
15,Región de Arica y Parinacota,2020-06-20,0.22491387376034616
15,Región de Arica y Parinacota,2020-06-21,0.20338767068652402
15,Región de Arica y Parinacota,2020-06-22,0.1981834755490697
15,Región de Arica y Parinacota,2020-06-23,0.19962498748141796
15,Región de Arica y Parinacota,2020-06-24,0.22792388773330016
15,Región de Arica y Parinacota,2020-06-25,0.22494905935801415
15,Región de Arica y Parinacota,2020-06-26,0.21771768934414526
15,Región de Arica y Parinacota,2020-06-27,0.22551086433151127
15,Región de Arica y Parinacota,2020-06-28,0.2497703035569369
15,Región de Arica y Parinacota,2020-06-29,0.2727430204951711
15,Región de Arica y Parinacota,2020-06-30,0.28472213049408307
15,Región de Arica y Parinacota,2020-07-01,0.2728609177682212
15,Región de Arica y Parinacota,2020-07-02,0.27878542804055756
15,Región de Arica y Parinacota,2020-07-03,0.296328094797884
15,Región de Arica y Parinacota,2020-07-04,0.284191044855956
15,Región de Arica y Parinacota,2020-07-05,0.27252923727578104
15,Región de Arica y Parinacota,2020-07-06,0.27683677642652577
15,Región de Arica y Parinacota,2020-07-07,0.2698496267683664
15,Región de Arica y Parinacota,2020-07-08,0.2678594264028422
15,Región de Arica y Parinacota,2020-07-09,0.2726985042389527
15,Región de Arica y Parinacota,2020-07-10,0.27373746527791376
15,Región de Arica y Parinacota,2020-07-11,0.3030454474635938
15,Región de Arica y Parinacota,2020-07-12,0.3207218093469298
15,Región de Arica y Parinacota,2020-07-13,0.32142800645992137
15,Región de Arica y Parinacota,2020-07-14,0.33553081273868784
15,Región de Arica y Parinacota,2020-07-15,0.3399939887121122
15,Región de Arica y Parinacota,2020-07-16,0.3495751844799488
15,Región de Arica y Parinacota,2020-07-17,0.33965762857513176
15,Región de Arica y Parinacota,2020-07-18,0.31604322816999003
15,Región de Arica y Parinacota,2020-07-19,0.2855617442378345
15,Región de Arica y Parinacota,2020-07-20,0.2760337428964528
15,Región de Arica y Parinacota,2020-07-21,0.2740005038582633
15,Región de Arica y Parinacota,2020-07-22,0.2821078286360808
15,Región de Arica y Parinacota,2020-07-23,0.27497197367026416
15,Región de Arica y Parinacota,2020-07-24,0.27445570807742986
15,Región de Arica y Parinacota,2020-07-25,0.2833143009573695
15,Región de Arica y Parinacota,2020-07-26,0.30464035715304366
15,Región de Arica y Parinacota,2020-07-27,0.29293388644473584
15,Región de Arica y Parinacota,2020-07-28,0.2816125464943636
15,Región de Arica y Parinacota,2020-07-29,0.26339502493212447
15,Región de Arica y Parinacota,2020-07-30,0.24961172882737465
15,Región de Arica y Parinacota,2020-07-31,0.2277850806854611
15,Región de Arica y Parinacota,2020-08-01,0.20845427326040197
15,Región de Arica y Parinacota,2020-08-02,0.1758897135661624
15,Región de Arica y Parinacota,2020-08-03,0.1691968304632645
15,Región de Arica y Parinacota,2020-08-04,0.1575203349158012
15,Región de Arica y Parinacota,2020-08-05,0.16168297807879448
15,Región de Arica y Parinacota,2020-08-06,0.15866698017687994
15,Región de Arica y Parinacota,2020-08-07,0.15361987933814256
15,Región de Arica y Parinacota,2020-08-08,0.15342740231989854
15,Región de Arica y Parinacota,2020-08-09,0.15595972064169056
15,Región de Arica y Parinacota,2020-08-10,0.15068413742829606
15,Región de Arica y Parinacota,2020-08-11,0.15372123994183837
15,Región de Arica y Parinacota,2020-08-12,0.13860365429595947
15,Región de Arica y Parinacota,2020-08-13,0.13858127792540678
15,Región de Arica y Parinacota,2020-08-14,0.1389602295772799
15,Región de Arica y Parinacota,2020-08-15,0.13588145273879
15,Región de Arica y Parinacota,2020-08-16,0.13994091941507908
15,Región de Arica y Parinacota,2020-08-17,0.14362830754182648
15,Región de Arica y Parinacota,2020-08-18,0.1365346141043882
15,Región de Arica y Parinacota,2020-08-19,0.14177434426068272
15,Región de Arica y Parinacota,2020-08-20,0.1331642814669126
15,Región de Arica y Parinacota,2020-08-21,0.1312839203285828
15,Región de Arica y Parinacota,2020-08-22,0.12363392008370443
15,Región de Arica y Parinacota,2020-08-23,0.1326909133323859
15,Región de Arica y Parinacota,2020-08-24,0.12534052154263484
15,Región de Arica y Parinacota,2020-08-25,0.12446606117786363
3,Región de Atacama,2020-03-13,NA
3,Región de Atacama,2020-03-14,NA
3,Región de Atacama,2020-03-15,NA
3,Región de Atacama,2020-03-16,NA
3,Región de Atacama,2020-03-17,NA
3,Región de Atacama,2020-03-18,NA
3,Región de Atacama,2020-03-19,0.19371118012422361
3,Región de Atacama,2020-03-20,0.050854037267080744
3,Región de Atacama,2020-03-21,0.01513975155279503
3,Región de Atacama,2020-03-22,0.01513975155279503
3,Región de Atacama,2020-03-23,0.01513975155279503
3,Región de Atacama,2020-03-24,0.01513975155279503
3,Región de Atacama,2020-03-25,0.006211180124223602
3,Región de Atacama,2020-03-26,0
3,Región de Atacama,2020-03-27,0.14285714285714285
3,Región de Atacama,2020-03-28,0.14285714285714285
3,Región de Atacama,2020-03-29,0.14285714285714285
3,Región de Atacama,2020-03-30,0.14285714285714285
3,Región de Atacama,2020-03-31,0.14965986394557823
3,Región de Atacama,2020-04-01,0.1606488749345892
3,Región de Atacama,2020-04-02,0.1892203035060178
3,Región de Atacama,2020-04-03,0.04636316064887493
3,Región de Atacama,2020-04-04,0.04636316064887493
3,Región de Atacama,2020-04-05,0.04636316064887493
3,Región de Atacama,2020-04-06,0.11779173207744636
3,Región de Atacama,2020-04-07,NA
3,Región de Atacama,2020-04-08,NA
3,Región de Atacama,2020-04-09,NA
3,Región de Atacama,2020-04-10,NA
3,Región de Atacama,2020-04-11,NA
3,Región de Atacama,2020-04-12,NA
3,Región de Atacama,2020-04-13,NA
3,Región de Atacama,2020-04-14,NA
3,Región de Atacama,2020-04-15,NA
3,Región de Atacama,2020-04-16,NA
3,Región de Atacama,2020-04-17,NA
3,Región de Atacama,2020-04-18,NA
3,Región de Atacama,2020-04-19,0
3,Región de Atacama,2020-04-20,0.08163265306122448
3,Región de Atacama,2020-04-21,0.18877551020408162
3,Región de Atacama,2020-04-22,0.20271279243404677
3,Región de Atacama,2020-04-23,0.20271279243404677
3,Región de Atacama,2020-04-24,0.22176041148166584
3,Región de Atacama,2020-04-25,0.3646175543388087
3,Región de Atacama,2020-04-26,0.4360461257673801
3,Región de Atacama,2020-04-27,0.3829849012775842
3,Región de Atacama,2020-04-28,0.30305292848846854
3,Región de Atacama,2020-04-29,0.3085961657390229
3,Región de Atacama,2020-04-30,0.3085961657390229
3,Región de Atacama,2020-05-01,0.28954854669140384
3,Región de Atacama,2020-05-02,0.15218590932876647
3,Región de Atacama,2020-05-03,0.09409067123352838
3,Región de Atacama,2020-05-04,0.0655192426620998
3,Región de Atacama,2020-05-05,0.05491965398942143
3,Región de Atacama,2020-05-06,0.04714873638243825
3,Región de Atacama,2020-05-07,0.062186330367400657
3,Región de Atacama,2020-05-08,0.0713048714008353
3,Región de Atacama,2020-05-09,0.07397363121245226
3,Región de Atacama,2020-05-10,0.06314656354327933
