codigo_provincia,provincia_residencia,fecha,positividad
122,Antártica Chilena,2020-03-23,NA
122,Antártica Chilena,2020-03-24,NA
122,Antártica Chilena,2020-03-25,NA
122,Antártica Chilena,2020-03-26,NA
122,Antártica Chilena,2020-03-27,NA
122,Antártica Chilena,2020-03-28,NA
122,Antártica Chilena,2020-03-29,NA
122,Antártica Chilena,2020-03-30,NA
122,Antártica Chilena,2020-03-31,NA
122,Antártica Chilena,2020-04-01,NA
122,Antártica Chilena,2020-04-02,NA
122,Antártica Chilena,2020-04-03,NA
122,Antártica Chilena,2020-04-04,NA
122,Antártica Chilena,2020-04-05,NA
122,Antártica Chilena,2020-04-06,NA
122,Antártica Chilena,2020-04-07,NA
122,Antártica Chilena,2020-04-08,NA
122,Antártica Chilena,2020-04-09,NA
122,Antártica Chilena,2020-04-10,NA
122,Antártica Chilena,2020-04-11,NA
122,Antártica Chilena,2020-04-12,NA
122,Antártica Chilena,2020-04-13,NA
122,Antártica Chilena,2020-04-14,NA
122,Antártica Chilena,2020-04-15,NA
122,Antártica Chilena,2020-04-16,NA
122,Antártica Chilena,2020-04-17,NA
122,Antártica Chilena,2020-04-18,NA
122,Antártica Chilena,2020-04-19,NA
122,Antártica Chilena,2020-04-20,NA
122,Antártica Chilena,2020-04-21,NA
122,Antártica Chilena,2020-04-22,NA
122,Antártica Chilena,2020-04-23,NA
122,Antártica Chilena,2020-04-24,NA
122,Antártica Chilena,2020-04-25,NA
122,Antártica Chilena,2020-04-26,NA
122,Antártica Chilena,2020-04-27,NA
122,Antártica Chilena,2020-04-28,NA
122,Antártica Chilena,2020-04-29,NA
122,Antártica Chilena,2020-04-30,NA
122,Antártica Chilena,2020-05-01,NA
122,Antártica Chilena,2020-05-02,NA
122,Antártica Chilena,2020-05-03,NA
122,Antártica Chilena,2020-05-04,NA
122,Antártica Chilena,2020-05-05,NA
122,Antártica Chilena,2020-05-06,NA
122,Antártica Chilena,2020-05-07,NA
122,Antártica Chilena,2020-05-08,NA
122,Antártica Chilena,2020-05-09,NA
122,Antártica Chilena,2020-05-10,NA
122,Antártica Chilena,2020-05-11,NA
122,Antártica Chilena,2020-05-12,NA
122,Antártica Chilena,2020-05-13,NA
122,Antártica Chilena,2020-05-14,NA
122,Antártica Chilena,2020-05-15,NA
122,Antártica Chilena,2020-05-16,NA
122,Antártica Chilena,2020-05-17,NA
122,Antártica Chilena,2020-05-18,NA
122,Antártica Chilena,2020-05-19,NA
122,Antártica Chilena,2020-05-20,NA
122,Antártica Chilena,2020-05-21,NA
122,Antártica Chilena,2020-05-22,NA
122,Antártica Chilena,2020-05-23,NA
122,Antártica Chilena,2020-05-24,NA
122,Antártica Chilena,2020-05-25,NA
122,Antártica Chilena,2020-05-26,NA
122,Antártica Chilena,2020-05-27,NA
122,Antártica Chilena,2020-05-28,NA
122,Antártica Chilena,2020-05-29,NA
122,Antártica Chilena,2020-05-30,NA
122,Antártica Chilena,2020-05-31,NA
122,Antártica Chilena,2020-06-01,NA
122,Antártica Chilena,2020-06-02,NA
122,Antártica Chilena,2020-06-03,NA
122,Antártica Chilena,2020-06-04,NA
122,Antártica Chilena,2020-06-05,NA
122,Antártica Chilena,2020-06-06,NA
122,Antártica Chilena,2020-06-07,NA
122,Antártica Chilena,2020-06-08,NA
122,Antártica Chilena,2020-06-09,NA
122,Antártica Chilena,2020-06-10,NA
122,Antártica Chilena,2020-06-11,NA
122,Antártica Chilena,2020-06-12,NA
122,Antártica Chilena,2020-06-13,NA
122,Antártica Chilena,2020-06-14,NA
122,Antártica Chilena,2020-06-15,NA
122,Antártica Chilena,2020-06-16,NA
122,Antártica Chilena,2020-06-17,NA
122,Antártica Chilena,2020-06-18,NA
122,Antártica Chilena,2020-06-19,NA
122,Antártica Chilena,2020-06-20,NA
122,Antártica Chilena,2020-06-21,NA
122,Antártica Chilena,2020-06-22,NA
122,Antártica Chilena,2020-06-23,NA
122,Antártica Chilena,2020-06-24,NA
122,Antártica Chilena,2020-06-25,NA
122,Antártica Chilena,2020-06-26,NA
122,Antártica Chilena,2020-06-27,NA
122,Antártica Chilena,2020-06-28,NA
122,Antártica Chilena,2020-06-29,NA
122,Antártica Chilena,2020-06-30,NA
122,Antártica Chilena,2020-07-01,NA
122,Antártica Chilena,2020-07-02,NA
122,Antártica Chilena,2020-07-03,NA
122,Antártica Chilena,2020-07-04,NA
122,Antártica Chilena,2020-07-05,NA
122,Antártica Chilena,2020-07-06,NA
122,Antártica Chilena,2020-07-07,NA
122,Antártica Chilena,2020-07-08,NA
122,Antártica Chilena,2020-07-09,NA
122,Antártica Chilena,2020-07-10,NA
122,Antártica Chilena,2020-07-11,NA
122,Antártica Chilena,2020-07-12,NA
122,Antártica Chilena,2020-07-13,NA
122,Antártica Chilena,2020-07-14,NA
122,Antártica Chilena,2020-07-15,NA
122,Antártica Chilena,2020-07-16,NA
122,Antártica Chilena,2020-07-17,NA
122,Antártica Chilena,2020-07-18,NA
122,Antártica Chilena,2020-07-19,NA
122,Antártica Chilena,2020-07-20,NA
122,Antártica Chilena,2020-07-21,NA
122,Antártica Chilena,2020-07-22,NA
122,Antártica Chilena,2020-07-23,NA
122,Antártica Chilena,2020-07-24,NA
122,Antártica Chilena,2020-07-25,NA
122,Antártica Chilena,2020-07-26,NA
122,Antártica Chilena,2020-07-27,NA
122,Antártica Chilena,2020-07-28,NA
122,Antártica Chilena,2020-07-29,NA
122,Antártica Chilena,2020-07-30,NA
122,Antártica Chilena,2020-07-31,NA
122,Antártica Chilena,2020-08-01,NA
122,Antártica Chilena,2020-08-02,NA
122,Antártica Chilena,2020-08-03,NA
122,Antártica Chilena,2020-08-04,NA
122,Antártica Chilena,2020-08-05,NA
122,Antártica Chilena,2020-08-06,NA
122,Antártica Chilena,2020-08-07,NA
122,Antártica Chilena,2020-08-08,NA
122,Antártica Chilena,2020-08-09,NA
122,Antártica Chilena,2020-08-10,NA
122,Antártica Chilena,2020-08-11,NA
122,Antártica Chilena,2020-08-12,NA
122,Antártica Chilena,2020-08-13,NA
122,Antártica Chilena,2020-08-14,0
122,Antártica Chilena,2020-08-15,0.01098901098901099
122,Antártica Chilena,2020-08-16,NA
122,Antártica Chilena,2020-08-17,NA
122,Antártica Chilena,2020-08-18,NA
122,Antártica Chilena,2020-08-19,NA
122,Antártica Chilena,2020-08-20,NA
122,Antártica Chilena,2020-08-21,NA
122,Antártica Chilena,2020-08-22,NA
21,Antofagasta,2020-03-02,NA
21,Antofagasta,2020-03-03,NA
21,Antofagasta,2020-03-04,NA
21,Antofagasta,2020-03-05,NA
21,Antofagasta,2020-03-06,NA
21,Antofagasta,2020-03-07,NA
21,Antofagasta,2020-03-08,NA
21,Antofagasta,2020-03-09,NA
21,Antofagasta,2020-03-10,NA
21,Antofagasta,2020-03-11,NA
21,Antofagasta,2020-03-12,NA
21,Antofagasta,2020-03-13,NA
21,Antofagasta,2020-03-14,NA
21,Antofagasta,2020-03-15,NA
21,Antofagasta,2020-03-16,NA
21,Antofagasta,2020-03-17,NA
21,Antofagasta,2020-03-18,NA
21,Antofagasta,2020-03-19,0.023973727422003283
21,Antofagasta,2020-03-20,0.049947753396029256
21,Antofagasta,2020-03-21,0.06153076497904084
21,Antofagasta,2020-03-22,0.09010219355046942
21,Antofagasta,2020-03-23,0.09443119787947374
21,Antofagasta,2020-03-24,0.09851283053253497
21,Antofagasta,2020-03-25,0.09987337475022204
21,Antofagasta,2020-03-26,0.11338044609934012
21,Antofagasta,2020-03-27,0.11121594393483794
21,Antofagasta,2020-03-28,0.1110615037803978
21,Antofagasta,2020-03-29,0.09772817044706446
21,Antofagasta,2020-03-30,0.09559696831586233
21,Antofagasta,2020-03-31,0.10525159939906484
21,Antofagasta,2020-04-01,0.10165015882283435
21,Antofagasta,2020-04-02,0.08596423184658479
21,Antofagasta,2020-04-03,0.06215470803706098
21,Antofagasta,2020-04-04,0.06640557911720035
21,Antofagasta,2020-04-05,0.051167483879105115
21,Antofagasta,2020-04-06,0.05917376331395598
21,Antofagasta,2020-04-07,0.06131051545070811
21,Antofagasta,2020-04-08,0.06801193019382054
21,Antofagasta,2020-04-09,0.08510594728783764
21,Antofagasta,2020-04-10,0.10925081650312939
21,Antofagasta,2020-04-11,0.10335610980655166
21,Antofagasta,2020-04-12,0.12149669937571266
21,Antofagasta,2020-04-13,0.13396835470451085
21,Antofagasta,2020-04-14,0.14613272200906507
21,Antofagasta,2020-04-15,0.1353229972752897
21,Antofagasta,2020-04-16,0.1354152822512956
21,Antofagasta,2020-04-17,0.13898896314261366
21,Antofagasta,2020-04-18,0.15258085070710398
21,Antofagasta,2020-04-19,0.1710702977679796
21,Antofagasta,2020-04-20,0.17696598937795693
21,Antofagasta,2020-04-21,0.17750003477181542
21,Antofagasta,2020-04-22,0.1839653851396048
21,Antofagasta,2020-04-23,0.18969479011702536
21,Antofagasta,2020-04-24,0.18043530903128233
21,Antofagasta,2020-04-25,0.17879781608944156
21,Antofagasta,2020-04-26,0.15645349374511924
21,Antofagasta,2020-04-27,0.14509376913238256
21,Antofagasta,2020-04-28,0.14885316762862316
21,Antofagasta,2020-04-29,0.15295780283081933
21,Antofagasta,2020-04-30,0.1555833861761513
21,Antofagasta,2020-05-01,0.15936151392078318
21,Antofagasta,2020-05-02,0.15876730354788815
21,Antofagasta,2020-05-03,0.17944662422720883
21,Antofagasta,2020-05-04,0.1847321081200355
21,Antofagasta,2020-05-05,0.18978445862245977
21,Antofagasta,2020-05-06,0.1928683488422723
21,Antofagasta,2020-05-07,0.19463207051060638
21,Antofagasta,2020-05-08,0.19478293344660028
21,Antofagasta,2020-05-09,0.1994316641783635
21,Antofagasta,2020-05-10,0.1980800745914798
21,Antofagasta,2020-05-11,0.21864266384229153
21,Antofagasta,2020-05-12,0.2273668180938156
21,Antofagasta,2020-05-13,0.22910634187007892
21,Antofagasta,2020-05-14,0.2261217462346489
21,Antofagasta,2020-05-15,0.22236722690582716
21,Antofagasta,2020-05-16,0.2180021475407478
21,Antofagasta,2020-05-17,0.21934310945742935
21,Antofagasta,2020-05-18,0.19905765947725226
21,Antofagasta,2020-05-19,0.1816653312450102
21,Antofagasta,2020-05-20,0.19049659590361298
21,Antofagasta,2020-05-21,0.20463771793947186
21,Antofagasta,2020-05-22,0.21356628936804328
21,Antofagasta,2020-05-23,0.21405759700220806
21,Antofagasta,2020-05-24,0.20314845137639928
21,Antofagasta,2020-05-25,0.20723615111627292
21,Antofagasta,2020-05-26,0.2206640046697546
21,Antofagasta,2020-05-27,0.21156329264769427
21,Antofagasta,2020-05-28,0.19637680627161683
21,Antofagasta,2020-05-29,0.19574677877950808
21,Antofagasta,2020-05-30,0.20987496380221915
21,Antofagasta,2020-05-31,0.21963559090091592
21,Antofagasta,2020-06-01,0.22848784975317477
21,Antofagasta,2020-06-02,0.22063070689603193
21,Antofagasta,2020-06-03,0.22597950519713828
21,Antofagasta,2020-06-04,0.2308805453121597
21,Antofagasta,2020-06-05,0.23235521275271745
21,Antofagasta,2020-06-06,0.24225115441027092
21,Antofagasta,2020-06-07,0.24667464190009536
21,Antofagasta,2020-06-08,0.24788687614105023
21,Antofagasta,2020-06-09,0.2452613935155676
21,Antofagasta,2020-06-10,0.255174130540202
21,Antofagasta,2020-06-11,0.2636280749697562
21,Antofagasta,2020-06-12,0.2792800682133894
21,Antofagasta,2020-06-13,0.27718330433743255
21,Antofagasta,2020-06-14,0.2942099927699142
21,Antofagasta,2020-06-15,0.2962120442432451
21,Antofagasta,2020-06-16,0.3155444167091325
21,Antofagasta,2020-06-17,0.3171744232652475
21,Antofagasta,2020-06-18,0.3231553365161904
21,Antofagasta,2020-06-19,0.3248108772371517
21,Antofagasta,2020-06-20,0.32354066618243277
21,Antofagasta,2020-06-21,0.32215869350209103
21,Antofagasta,2020-06-22,0.3208241070359256
21,Antofagasta,2020-06-23,0.32811153133908866
21,Antofagasta,2020-06-24,0.3281146803536046
21,Antofagasta,2020-06-25,0.3338338919312781
21,Antofagasta,2020-06-26,0.33714296891327733
21,Antofagasta,2020-06-27,0.3437901221565971
21,Antofagasta,2020-06-28,0.35302282626341674
21,Antofagasta,2020-06-29,0.37292013049961703
21,Antofagasta,2020-06-30,0.3652612200827572
21,Antofagasta,2020-07-01,0.37315896020373635
21,Antofagasta,2020-07-02,0.3712954899486166
21,Antofagasta,2020-07-03,0.3687573880233067
21,Antofagasta,2020-07-04,0.355487182874661
21,Antofagasta,2020-07-05,0.34783548018793314
21,Antofagasta,2020-07-06,0.3349384352205947
21,Antofagasta,2020-07-07,0.3332170727093948
21,Antofagasta,2020-07-08,0.3284412738217104
21,Antofagasta,2020-07-09,0.32939967763040345
21,Antofagasta,2020-07-10,0.32044667114045117
21,Antofagasta,2020-07-11,0.3218409648758424
21,Antofagasta,2020-07-12,0.3053912346835106
21,Antofagasta,2020-07-13,0.30044935329852196
21,Antofagasta,2020-07-14,0.28843759243177297
21,Antofagasta,2020-07-15,0.27530886505111873
21,Antofagasta,2020-07-16,0.26505248367819423
21,Antofagasta,2020-07-17,0.25983752649595954
21,Antofagasta,2020-07-18,0.25396625143226176
21,Antofagasta,2020-07-19,0.25993443316836157
21,Antofagasta,2020-07-20,0.2570394714744766
21,Antofagasta,2020-07-21,0.25350448746574095
21,Antofagasta,2020-07-22,0.2545869964656338
21,Antofagasta,2020-07-23,0.23913827554079978
21,Antofagasta,2020-07-24,0.22672523644150777
21,Antofagasta,2020-07-25,0.20988393724016174
21,Antofagasta,2020-07-26,0.19287175474755222
21,Antofagasta,2020-07-27,0.18738920119653624
21,Antofagasta,2020-07-28,0.18373622027082803
21,Antofagasta,2020-07-29,0.1795742427616895
21,Antofagasta,2020-07-30,0.18190897492161867
21,Antofagasta,2020-07-31,0.18220112233253577
21,Antofagasta,2020-08-01,0.1773138894745057
21,Antofagasta,2020-08-02,0.15824977010133967
21,Antofagasta,2020-08-03,0.15097492249996147
21,Antofagasta,2020-08-04,0.14762506701595965
21,Antofagasta,2020-08-05,0.14204997117616497
21,Antofagasta,2020-08-06,0.13872098699217297
21,Antofagasta,2020-08-07,0.14386315737905117
21,Antofagasta,2020-08-08,0.13988022677325174
21,Antofagasta,2020-08-09,0.1375788652613639
21,Antofagasta,2020-08-10,0.13713237268583908
21,Antofagasta,2020-08-11,0.12845896614657887
21,Antofagasta,2020-08-12,0.12214551475291165
21,Antofagasta,2020-08-13,0.11764573560096818
21,Antofagasta,2020-08-14,0.1010639055525822
21,Antofagasta,2020-08-15,0.10268753320064157
21,Antofagasta,2020-08-16,0.10900750287677563
21,Antofagasta,2020-08-17,0.10403885886475009
21,Antofagasta,2020-08-18,0.10460353410661327
21,Antofagasta,2020-08-19,0.11134937543738743
21,Antofagasta,2020-08-20,0.11160225022444024
21,Antofagasta,2020-08-21,0.11175395140051068
21,Antofagasta,2020-08-22,0.10894217866222579
21,Antofagasta,2020-08-23,0.1041976432538337
21,Antofagasta,2020-08-24,0.09829240790562752
21,Antofagasta,2020-08-25,0.1011095876392448
82,Arauco,2020-03-17,NA
82,Arauco,2020-03-18,NA
82,Arauco,2020-03-19,NA
82,Arauco,2020-03-20,NA
82,Arauco,2020-03-21,NA
82,Arauco,2020-03-22,NA
82,Arauco,2020-03-23,0.12380952380952381
82,Arauco,2020-03-24,0.09523809523809523
82,Arauco,2020-03-25,0.023809523809523808
82,Arauco,2020-03-26,0.023809523809523808
82,Arauco,2020-03-27,0.023809523809523808
82,Arauco,2020-03-28,0.030020703933747412
82,Arauco,2020-03-29,NA
82,Arauco,2020-03-30,NA
82,Arauco,2020-03-31,NA
82,Arauco,2020-04-01,NA
82,Arauco,2020-04-02,NA
82,Arauco,2020-04-03,NA
82,Arauco,2020-04-04,NA
82,Arauco,2020-04-05,0.05037957211870255
82,Arauco,2020-04-06,0.05037957211870255
82,Arauco,2020-04-07,0.05037957211870255
82,Arauco,2020-04-08,0.031746031746031744
82,Arauco,2020-04-09,0.031746031746031744
82,Arauco,2020-04-10,0
82,Arauco,2020-04-11,0
82,Arauco,2020-04-12,0
82,Arauco,2020-04-13,0
82,Arauco,2020-04-14,0
82,Arauco,2020-04-15,0
82,Arauco,2020-04-16,0
82,Arauco,2020-04-17,0
82,Arauco,2020-04-18,0
82,Arauco,2020-04-19,0
82,Arauco,2020-04-20,0.0049261083743842365
82,Arauco,2020-04-21,0.0049261083743842365
82,Arauco,2020-04-22,0.0049261083743842365
82,Arauco,2020-04-23,0.0049261083743842365
82,Arauco,2020-04-24,0.0049261083743842365
82,Arauco,2020-04-25,0.0049261083743842365
82,Arauco,2020-04-26,0.0049261083743842365
82,Arauco,2020-04-27,NA
82,Arauco,2020-04-28,NA
82,Arauco,2020-04-29,NA
82,Arauco,2020-04-30,NA
82,Arauco,2020-05-01,NA
82,Arauco,2020-05-02,NA
82,Arauco,2020-05-03,NA
82,Arauco,2020-05-04,0
82,Arauco,2020-05-05,0.012605042016806723
82,Arauco,2020-05-06,0.02689075630252101
82,Arauco,2020-05-07,0.04619577560754032
82,Arauco,2020-05-08,0.0591827885945533
82,Arauco,2020-05-09,0.0591827885945533
82,Arauco,2020-05-10,0.0591827885945533
82,Arauco,2020-05-11,0.0591827885945533
82,Arauco,2020-05-12,0.04937886702592585
82,Arauco,2020-05-13,0.043029660676719504
82,Arauco,2020-05-14,0.03166114930820813
82,Arauco,2020-05-15,0.023965141612200435
82,Arauco,2020-05-16,0.023965141612200435
82,Arauco,2020-05-17,0.05967942732648615
82,Arauco,2020-05-18,0.08165744930450813
82,Arauco,2020-05-19,0.07885632885632886
82,Arauco,2020-05-20,0.08282458282458283
82,Arauco,2020-05-21,0.09274521774521774
82,Arauco,2020-05-22,0.10355079193107362
82,Arauco,2020-05-23,0.11004429842458012
82,Arauco,2020-05-24,0.09020302858331028
82,Arauco,2020-05-25,0.07807722335405677
82,Arauco,2020-05-26,0.09395023922707264
82,Arauco,2020-05-27,0.11643701171384513
82,Arauco,2020-05-28,0.11643701171384513
82,Arauco,2020-05-29,0.11957120146775319
82,Arauco,2020-05-30,0.11867993587060524
82,Arauco,2020-05-31,0.11471168190235127
82,Arauco,2020-06-01,0.11166218624201817
82,Arauco,2020-06-02,0.10275781148398487
82,Arauco,2020-06-03,0.09217580090197429
82,Arauco,2020-06-04,0.08183745503731264
82,Arauco,2020-06-05,0.08046382866368627
82,Arauco,2020-06-06,0.07872259162833159
82,Arauco,2020-06-07,0.08513284803858799
82,Arauco,2020-06-08,0.0942031428231685
82,Arauco,2020-06-09,0.09645109156993707
82,Arauco,2020-06-10,0.085896354211076
82,Arauco,2020-06-11,0.08913024539063781
82,Arauco,2020-06-12,0.07892616375798475
82,Arauco,2020-06-13,0.0867269674771558
82,Arauco,2020-06-14,0.07694073381032512
82,Arauco,2020-06-15,0.07497416547207537
82,Arauco,2020-06-16,0.07416093695486203
82,Arauco,2020-06-17,0.09343797511523183
82,Arauco,2020-06-18,0.09987110864028871
82,Arauco,2020-06-19,0.11349464316047977
82,Arauco,2020-06-20,0.15345348383960855
82,Arauco,2020-06-21,0.1554633408776036
82,Arauco,2020-06-22,0.15544578223172636
82,Arauco,2020-06-23,0.15991243375720143
82,Arauco,2020-06-24,0.140475847241407
82,Arauco,2020-06-25,0.14123690278766673
82,Arauco,2020-06-26,0.14398053460303648
82,Arauco,2020-06-27,0.1078039017877482
82,Arauco,2020-06-28,0.1258366886729941
82,Arauco,2020-06-29,0.12809686810708656
82,Arauco,2020-06-30,0.13445762446784293
82,Arauco,2020-07-01,0.13198812427107
82,Arauco,2020-07-02,0.13280026578672913
82,Arauco,2020-07-03,0.12775325251239283
82,Arauco,2020-07-04,0.12199446709259046
82,Arauco,2020-07-05,0.10571182500349675
82,Arauco,2020-07-06,0.1080812751990339
82,Arauco,2020-07-07,0.10541365296619429
82,Arauco,2020-07-08,0.1177984615682085
82,Arauco,2020-07-09,0.11183261978147119
82,Arauco,2020-07-10,0.10470609539122729
82,Arauco,2020-07-11,0.10253966235949541
82,Arauco,2020-07-12,0.1118958975221822
82,Arauco,2020-07-13,0.11042283354911822
82,Arauco,2020-07-14,0.10230822725779383
82,Arauco,2020-07-15,0.10189243294390338
82,Arauco,2020-07-16,0.10664311562074473
82,Arauco,2020-07-17,0.10960027472601454
82,Arauco,2020-07-18,0.12138649703855264
82,Arauco,2020-07-19,0.13394670678186096
82,Arauco,2020-07-20,0.13492528427913006
82,Arauco,2020-07-21,0.14996880706458832
82,Arauco,2020-07-22,0.15838909247198438
82,Arauco,2020-07-23,0.15159792099490457
82,Arauco,2020-07-24,0.14865177950404582
82,Arauco,2020-07-25,0.135840266692533
82,Arauco,2020-07-26,0.11271877914656754
82,Arauco,2020-07-27,0.10721315652946983
82,Arauco,2020-07-28,0.09103006313707412
82,Arauco,2020-07-29,0.06369691066827325
82,Arauco,2020-07-30,0.062203481755489495
82,Arauco,2020-07-31,0.07333427999273451
82,Arauco,2020-08-01,0.07855037537276431
82,Arauco,2020-08-02,0.08217251388334096
82,Arauco,2020-08-03,0.08113369629444973
82,Arauco,2020-08-04,0.09292327470509518
82,Arauco,2020-08-05,0.11098052001469369
82,Arauco,2020-08-06,0.10637964584860213
82,Arauco,2020-08-07,0.09046964717998278
82,Arauco,2020-08-08,0.12786718816358933
82,Arauco,2020-08-09,0.11471410084170405
82,Arauco,2020-08-10,0.12251584116973711
82,Arauco,2020-08-11,0.11115832010488484
