Date,Ships in Luanda Bay,Ships in Offshore Area,Ships in Lobito Bay,Closure Policy,Policy Number,Confirmed,Deaths,Recoveries,Measured Current Infected,Death likelihood,Susceptible Population,True Infected,True Infection Rate,Measured Infection Rate,nat_retail_recreation_mob,nat_grocery__pharmacy_mob,nat_parks_mob,nat_transit_mob,nat_workplaces_mob,nat_residential_mob,loc_retail_recreation_mob,loc_grocery__pharmacy_mob,loc_parks_mob,loc_transit_mob,loc_workplaces_mob,loc_residential_mob,,Luanda City Nighttime Radiance,ZEE Nighttime Radiance,SO2_PercentChange_HuamboCity,SO2_PercentChange_LuandaCity,SO2_PercentChange_ZEE,NO2_PercentChange_HuamboCity,NO2_PercentChange_LuandaCity,NO2_PercentChange_ZEE
03/02/20,,,,,10,0,0,0,0,,33467077,2.06463220909439,0.159244367312377,0,6,9,8,3,8,-1,4,10,3,1,7,-1,,,,,,,,,
03/03/20,,,,,10,0,0,0,0,,33467077,1.40649699288726,-0.658135216207133,0,4,7,8,0,8,-2,3,8,7,1,7,-1,,,,,,,,,
03/04/20,,,,,10,0,0,0,0,,33467077,1.91205317291225,0.505556180024995,0,7,6,12,-3,8,-1,5,7,21,-3,7,-1,,,,,,,,,
03/05/20,,,,,10,0,0,0,0,,33467077,1.59465244013298,-0.317400732779267,0,5,8,17,0,9,-2,3,9,19,-2,7,-2,,,,,,,,,
03/06/20,,,,,10,0,0,0,0,,33467077,1.24344593673968,-0.351206503393301,0,6,6,10,-3,8,-1,4,7,12,-6,8,-1,,,,,,,,,
03/07/20,,,,,10,0,0,0,0,,33467077,1.00801629776324,-0.235429638976444,0,7,7,18,4,3,-1,2,5,19,-2,2,-1,,,,,,,,,
03/08/20,,,,,10,0,0,0,0,,33467077,1.28393247500031,0.27591617723707,0,5,8,4,-3,0,0,2,8,-1,-5,-2,0,,,,,,,,,
03/09/20,,,,,10,0,0,0,0,,33467077,2.02843127281314,0.744498797812832,0,0,3,7,-5,8,-1,-1,3,9,-5,7,-1,,,,,,,,,
03/10/20,,,,,10,0,0,0,0,,33467077,3.29295704452313,1.26452577170999,0,1,3,3,-6,8,-2,-1,3,6,-6,7,-1,,,,,,,,,
03/11/20,,,,,10,0,0,0,0,,33467077,1.29521067511585,-1.99774636940727,0,1,0,5,-11,8,-1,0,1,4,-12,7,-1,,,,,,,,,
03/12/20,,,,,10,0,0,0,0,,33467077,1.13860935266139,-0.15660132245446,0,1,2,10,-4,8,-2,0,3,17,-7,7,-2,,,,,,,,,
03/13/20,,,,,10,0,0,0,0,,33467077,1.21686500267349,0.078255650012099,0,2,1,5,-10,8,-1,1,2,6,-12,7,0,,,,,,,,,
03/14/20,,,,,10,0,0,0,0,,33467077,3.30021271745621,2.08334771478272,0,2,2,8,-4,2,1,-2,1,9,-5,1,1,,,,,,,,,
03/15/20,26,28,5,No Closures,10,0,0,0,0,,33467077,2.80435394920539,-0.495858768250823,0,-5,2,-4,-8,-4,2,-8,1,-13,-13,-6,2,,,,,,,,,
03/16/20,,,,,10,0,0,0,0,,33467077,3.70090901038106,0.89655506117567,0,-4,0,1,-12,7,-1,-5,1,4,-16,6,-1,,,,,,,,,
03/17/20,,,,,10,0,0,0,0,,33467077,3.64742298409322,-0.053486026287843,0,-6,-3,0,-17,6,0,-6,-2,2,-16,5,-1,,,,,,,,,
03/18/20,,,,,10,0,0,0,0,,33467077,3.53397124958228,-0.113451734510937,0,-4,1,-1,-12,5,0,-6,2,-5,-14,3,0,,,,,,,,,
03/19/20,,,,,10,0,0,0,0,,33467077,4.58390347740563,1.04993222782335,0,-4,11,5,-5,5,0,-5,13,13,-8,3,0,,,,,,,,,
03/20/20,,,,Pre-Emergency,8,1,0,0,1,,33467076,4.49286146325781,-0.091042014147819,1,-5,13,-5,-21,3,2,-7,14,-7,-30,2,3,,,,,,,,,
03/21/20,,,,,8,2,0,0,2,,33467075,6.59231518532465,2.09945372206684,1,-10,16,-8,-8,-1,5,-15,12,-15,-23,-3,5,,,,,,,,,
03/22/20,28,25,6,Pre-Emergency,8,2,0,0,2,,33467075,5.63394148558982,-0.95837369973483,0,-33,-4,-29,-41,-10,13,-39,-10,-51,-54,-13,14,,,,,,,,,
03/23/20,,,,,8,3,0,0,3,,33467074,5.63344341312792,-0.000498072461895,1,-43,-25,-31,-52,-68,26,-46,-27,-50,-63,-72,28,,,,,,,,,
03/24/20,,,,,8,3,0,0,3,,33467074,4.46976093497433,-1.16368247815359,0,-26,-8,-21,-36,-14,12,-29,-11,-36,-46,-17,14,,,,,,,,,
03/25/20,,,,,8,3,0,0,3,,33467074,5.06585387996765,0.596092944993315,0,-22,1,-24,-41,-22,15,-25,-2,-39,-52,-27,17,,,,,,,,,
03/26/20,,,,,8,4,0,0,4,,33467073,5.33044068560468,0.264586805637034,1,-10,23,-9,-25,-27,11,-14,21,-18,-38,-32,12,,,,,,,,,
03/27/20,,,,Emergency State,6,4,0,0,4,,33467073,6.33214248607692,1.00170180047224,0,-48,-22,-32,-52,-47,26,-54,-28,-52,-66,-53,29,,,,,,,,,
03/28/20,,,,,6,5,0,0,5,,33467072,6.80800214183789,0.475859655760969,1,-51,-33,-28,-41,-22,20,-59,-41,-55,-58,-32,22,,,,,,,,,
03/29/20,,,,,6,7,2,0,5,,33467070,11.5735711604575,4.76556901861956,0,-61,-40,-39,-57,-11,22,-67,-50,-70,-72,-19,23,,,,,,,,,
03/30/20,,,,,6,7,2,0,5,,33467070,12.6577217234371,1.08415056297965,0,-55,-36,-35,-59,-54,30,-59,-41,-59,-71,-60,32,,,,,,,,,
03/31/20,,,,,6,7,2,1,4,,33467070,14.2409950509131,1.58327332747595,-1,-55,-37,-37,-62,-55,29,-59,-42,-62,-73,-60,31,,,,,,,,,
04/01/20,,,,,6,8,2,1,5,,33467069,20.6822656241475,6.44127057323446,1,-55,-36,-40,-61,-55,28,-58,-40,-64,-71,-60,31,,42.256,7.78,-1.689966408,-0.799846742,-1.087190121,-0.053411003,-0.23826728,-0.167682874
04/02/20,,,,,6,8,2,1,5,,33467069,18.2479682980958,-2.43429732605176,0,-55,-35,-34,-60,-55,28,-58,-39,-52,-71,-60,30,,,,,,,,,
04/03/20,31,25,7,Emergency State,6,8,2,1,5,,33467069,20.7320839160018,2.48411561790603,0,-58,-35,-41,-63,-53,32,-62,-40,-63,-74,-58,35,,,,,,,,,
04/04/20,,,,,6,10,2,2,6,1,33467067,15.4623807937898,-5.269703122212,1,-58,-40,-37,-56,-36,24,-63,-45,-61,-69,-43,25,,,,,,,,,
04/05/20,,,,,6,14,2,2,10,1,33467063,17.388732494762,1.92635170097217,4,-62,-37,-48,-63,-17,22,-66,-44,-72,-75,-24,23,,,,,,,,,
04/06/20,,,,,6,16,2,2,12,0.666666666666667,33467061,18.1085610516928,0.719828556930885,2,-52,-33,-37,-59,-52,28,-56,-37,-55,-69,-57,31,,,,,,,,,
04/07/20,,,,,6,17,2,2,13,0.666666666666667,33467060,13.5760530140513,-4.53250803764153,1,-53,-33,-41,-61,-54,28,-56,-37,-60,-70,-59,30,,,,,,,,,
04/08/20,,,,,6,19,2,2,15,0.666666666666667,33467058,13.9222776168517,0.346224602800367,2,-54,-36,-41,-62,-53,28,-57,-39,-60,-71,-59,30,,,,,,,,,
04/09/20,,,,,6,19,2,2,15,0.5,33467058,20.2117936842919,6.28951606744027,0,-51,-30,-34,-58,-53,27,-54,-33,-51,-68,-58,29,,,,,,,,,
04/10/20,,,,,6,19,2,2,15,0.5,33467058,15.5541268693422,-4.65766681494978,0,-60,-37,-49,-65,-69,36,-64,-41,-67,-74,-74,38,,,,,,,,,
04/11/20,,,,,6,19,2,4,13,0.4,33467058,18.4665210369374,2.9123941675952,-2,-53,-32,-37,-44,-31,22,-59,-39,-59,-59,-37,24,,,,,,,,,
04/12/20,,,,,6,19,2,4,13,0.285714285714286,33467058,19.3908492532582,0.924328216320831,0,-60,-36,-45,-56,-18,21,-65,-44,-66,-70,-24,22,,,,,,,,,
04/13/20,,,,,6,19,2,4,13,0.285714285714286,33467058,22.6952097418306,3.30436048857242,0,-55,-40,-39,-60,-51,29,-58,-42,-57,-71,-56,32,,,,,,,,,
04/14/20,,,,,6,19,2,5,12,0.285714285714286,33467058,23.2494206764229,0.554210934592234,-1,-52,-35,-40,-57,-51,27,-55,-38,-57,-66,-56,29,,,,,,,,,
04/15/20,25,28,7,Emergency State,6,19,2,5,12,0.25,33467058,20.4799817863094,-2.76943889011346,0,-54,-40,-41,-64,-52,29,-57,-43,-58,-74,-57,31,,,,,,,,,
04/16/20,,,,,6,19,2,5,12,0.25,33467058,21.1054266751757,0.625444888866319,0,-52,-34,-36,-59,-51,25,-55,-37,-50,-69,-56,27,,,,,,,,,
04/17/20,,,,,6,19,2,5,12,0.25,33467058,19.3919076837747,-1.713518991401,0,-56,-37,-43,-63,-50,31,-60,-41,-59,-74,-56,33,,,,,,,,,
04/18/20,,,,,6,24,2,6,16,0.2,33467053,18.4722494011958,-0.919658282578908,4,-60,-41,-39,-61,-35,23,-64,-46,-58,-71,-44,24,,,,,,,,,
04/19/20,,,,,6,24,2,6,16,0.142857142857143,33467053,20.6794471335822,2.20719773238638,0,-63,-41,-47,-68,-18,21,-66,-45,-72,-76,-25,23,,,,,,,,,
04/20/20,,,,,6,24,2,6,16,0.125,33467053,21.3341311949152,0.654684061332961,0,-55,-39,-38,-67,-49,28,-57,-41,-57,-75,-54,30,,,,,,,,,
04/21/20,,,,,6,24,2,6,16,0.117647058823529,33467053,19.5993855715271,-1.73474562338804,0,-53,-34,-37,-64,-49,27,-55,-37,-58,-71,-55,29,,,,,,,,,
04/22/20,,,,,6,25,2,6,17,0.105263157894737,33467052,20.9339741368554,1.33458856532825,1,-55,-40,-41,-68,-50,28,-56,-41,-60,-74,-55,30,,,,,,,,,
04/23/20,,,,,6,25,2,6,17,0.105263157894737,33467052,19.4424114485445,-1.49156268831084,0,-51,-31,-36,-63,-49,26,-53,-31,-52,-71,-54,28,,,,,,,,,
04/24/20,,,,,6,25,2,6,17,0.105263157894737,33467052,17.1453896146317,-2.29702183391283,0,-55,-34,-39,-65,-47,29,-57,-36,-57,-73,-52,32,,,,,,,,,
04/25/20,,,,,6,25,2,6,17,0.105263157894737,33467052,23.8448849324043,6.69949531777261,0,-47,-24,-27,-53,-24,18,-52,-28,-48,-64,-31,20,,,,,,,,,
04/26/20,,,,,6,26,2,6,18,0.105263157894737,33467051,25.8181818155743,1.97329688317001,1,-51,-23,-41,-63,-9,19,-56,-30,-64,-74,-16,20,,,,,,,,,
04/27/20,26,31,6,Emergency State,6,27,2,6,19,0.105263157894737,33467050,29.5914252200947,3.77324340452038,1,-37,-21,-26,-55,-33,21,-40,-25,-45,-65,-39,24,,,,,,,,,
04/28/20,,,,,6,27,2,6,19,0.105263157894737,33467050,27.9494733716084,-1.6419518484863,0,-32,-11,-19,-45,-33,17,-35,-16,-41,-55,-38,20,,,,,,,,,
04/29/20,,,,,6,27,2,7,18,0.105263157894737,33467050,23.5639461278844,-4.38552724372397,-1,-31,-12,-22,-49,-32,20,-36,-17,-46,-60,-39,23,,,,,,,,,
04/30/20,,,,,6,27,2,7,18,0.105263157894737,33467050,26.3855339715172,2.82158784363279,0,-28,-6,-13,-39,-31,18,-34,-11,-33,-53,-37,20,,,,,,,,,
05/01/20,,,,,6,30,2,11,17,0.105263157894737,33467047,37.5797548670395,11.1942208955223,-1,-51,-31,-38,-62,-64,31,-54,-34,-61,-70,-70,34,,37.744,7.562,0.60785426,-1.75043988,1.177570202,0.005631374,-0.055835547,-0.059815112
05/02/20,,,,,6,35,2,11,22,0.083333333333333,33467042,28.5492768235035,-9.03047804353603,5,-36,-15,-21,-41,-9,16,-42,-19,-43,-53,-16,18,,,,,,,,,
05/03/20,,,,,6,35,2,11,22,0.083333333333333,33467042,32.8385465967096,4.28926977320616,0,-53,-27,-40,-63,-4,19,-57,-33,-65,-73,-12,20,,,,,,,,,
05/04/20,,,,,6,35,2,11,22,0.083333333333333,33467042,31.5043170200584,-1.33422957665125,0,-37,-25,-24,-54,-30,22,-40,-27,-41,-64,-36,24,,,,,,,,,
05/05/20,,,,,6,36,2,11,23,0.083333333333333,33467041,36.5410945493858,5.03677752932742,1,-33,-16,-26,-47,-32,19,-35,-18,-44,-56,-38,22,,,,,,,,,
05/06/20,,,,,6,36,2,11,23,0.08,33467041,31.1650742379252,-5.37602031146066,0,-34,-22,-26,-51,-31,22,-36,-25,-48,-61,-37,24,,,,,,,,,
05/07/20,,,,,6,36,2,11,23,0.08,33467041,38.3749918328207,7.2099175948955,0,-33,-12,-19,-45,-30,19,-36,-15,-36,-55,-37,21,,,,,,,,,
05/08/20,,,,,6,43,2,11,30,0.08,33467034,32.987726031332,-5.3872658014887,7,-39,-20,-27,-52,-28,24,-43,-24,-48,-63,-35,27,,,,,,,,,
05/09/20,38,34,6,Emergency State,6,43,2,13,28,0.08,33467034,42.6051564258891,9.61743039455715,-2,-35,-11,-19,-41,-5,16,-40,-16,-42,-53,-12,17,,,,,,,,,
05/10/20,,,,,6,45,2,13,30,0.076923076923077,33467032,36.3018434787963,-6.30331294709282,2,-52,-26,-37,-60,-3,19,-55,-30,-61,-70,-10,20,,,,,,,,,
05/11/20,,,,,6,45,2,13,30,0.074074074074074,33467032,30.4514106101405,-5.85043286865575,0,-36,-24,-24,-50,-27,21,-40,-28,-42,-61,-32,24,,,,,,,,,
05/12/20,,,,,6,45,2,13,30,0.074074074074074,33467032,35.6831874575153,5.23177684737478,0,-33,-16,-21,-49,-28,20,-36,-19,-41,-56,-34,22,,,,,,,,,
05/13/20,,,,,6,45,2,14,29,0.074074074074074,33467032,37.4561443513112,1.77295689379585,-1,-34,-20,-25,-51,-28,20,-37,-23,-43,-60,-34,23,,,,,,,,,
05/14/20,,,,,6,48,2,14,32,0.074074074074074,33467029,49.6867212595923,12.2305769082811,3,-33,-18,-17,-44,-28,18,-36,-19,-38,-53,-34,21,,,,,,,,,
05/15/20,,,,,6,48,2,17,29,0.066666666666667,33467029,42.5395048547672,-7.14721640482505,-3,-38,-19,-24,-49,-27,23,-42,-23,-45,-59,-32,26,,,,,,,,,
05/16/20,,,,,6,48,2,17,29,0.057142857142857,33467029,45.9306164365449,3.3911115817777,0,-35,-16,-15,-40,-4,17,-39,-19,-33,-50,-10,18,,,,,,,,,
05/17/20,,,,,6,48,2,17,29,0.057142857142857,33467029,56.9437490581496,11.0131326216047,0,-51,-26,-37,-57,-5,18,-54,-29,-60,-67,-12,20,,,,,,,,,
05/18/20,,,,,6,50,3,17,30,0.085714285714286,33467027,48.2477310506327,-8.69601800751688,1,-35,-23,-22,-49,-25,21,-38,-26,-38,-58,-31,23,,,,,,,,,
05/19/20,,,,,6,52,3,17,32,0.083333333333333,33467025,53.3473503096551,5.09961925902238,2,-34,-20,-24,-47,-27,20,-36,-22,-42,-55,-33,22,,,,,,,,,
05/20/20,,,,,6,52,3,17,32,0.083333333333333,33467025,62.1415125424593,8.79416223280418,0,-36,-22,-25,-53,-27,21,-37,-24,-43,-63,-33,23,,,,,,,,,
05/21/20,38,35,7,Emergency State,6,58,3,17,38,0.083333333333333,33467019,82.6245809316017,20.4830683891424,6,-34,-19,-15,-48,-27,20,-37,-21,-33,-58,-33,23,,,,,,,,,
05/22/20,,,,,6,60,3,17,40,0.069767441860465,33467017,61.6120697361893,-21.0125111954124,2,-37,-19,-22,-49,-24,22,-40,-23,-40,-57,-30,25,,,,,,,,,
05/23/20,,,,,6,61,4,18,39,0.093023255813954,33467016,64.570020098216,2.95795036202674,-1,-31,-12,-19,-40,-3,15,-35,-16,-35,-51,-9,16,,,,,,,,,
05/24/20,,,,,6,69,4,18,47,0.088888888888889,33467008,84.7981923634858,20.2281722652697,8,-45,-22,-35,-57,-3,17,-48,-26,-58,-66,-10,18,,,,,,,,,
05/25/20,,,,,6,70,4,18,48,0.088888888888889,33467007,84.0805745033394,-0.717617860146333,1,-29,-18,-21,-49,-22,19,-33,-20,-39,-57,-28,22,,,,,,,,,
05/26/20,,,,Calamity State,2,70,4,18,48,0.088888888888889,33467007,68.7971675139039,-15.2834069894356,0,-23,-7,-21,-41,-22,16,-26,-9,-32,-49,-29,19,,,,,,,,,
05/27/20,,,,,2,71,4,18,49,0.088888888888889,33467006,73.3300318224913,4.53286430858742,1,-19,-1,-17,-43,-21,16,-22,-6,-34,-53,-27,19,,,,,,,,,
05/28/20,,,,,2,74,4,18,52,0.083333333333333,33467003,88.3267948599071,14.9967630374158,3,-17,3,-11,-36,-21,15,-21,0,-22,-47,-26,18,,,,,,,,,
05/29/20,,,,,2,81,4,18,59,0.083333333333333,33466996,72.2533853833876,-16.0734094765194,7,-18,5,-11,-37,-18,17,-23,0,-25,-49,-25,20,,,,,,,,,
05/30/20,,,,,2,84,4,18,62,0.083333333333333,33466993,87.2118252954694,14.9584399120818,3,-17,5,-4,-30,7,10,-22,-1,-23,-41,1,11,,,,,,,,,
05/31/20,,,,,2,86,4,18,64,0.083333333333333,33466991,63.2908385411666,-23.9209867543029,2,-31,-3,-21,-46,13,12,-35,-7,-47,-59,5,14,,,,,,,,,
06/01/20,,,,,2,86,4,18,64,0.08,33466991,53.2438282397306,-10.0470103014359,0,-11,6,-5,-31,-15,14,-15,1,-23,-42,-21,16,,,,-0.48867533,0.166023671,-1.968962858,-0.020855071,-0.009129526,0.116575327
06/02/20,29,30,6,Calamity State,2,86,4,18,64,0.076923076923077,33466991,59.7748153760692,6.53098713633852,0,-15,2,-7,-32,-16,14,-17,0,-22,-41,-23,16,,,,,,,,,
06/03/20,,,,,2,86,4,18,64,0.076923076923077,33466991,95.2988801569302,35.524064780861,0,-15,1,-10,-37,-17,14,-18,-3,-29,-46,-23,16,,,,,,,,,
06/04/20,,,,,2,86,4,18,64,0.068965517241379,33466991,74.2175239630835,-21.0813561938467,0,-16,1,-6,-32,-16,14,-19,-1,-21,-42,-23,16,,,,,,,,,
06/05/20,,,,,2,86,4,21,61,0.066666666666667,33466991,115.095303847243,40.8777798841594,-3,-19,2,-13,-35,-16,16,-22,-1,-26,-46,-22,19,,,,,,,,,
06/06/20,,,,,2,88,4,24,60,0.065573770491803,33466989,80.325010049243,-34.7702937979999,-1,-17,0,-8,-31,7,10,-21,-4,-24,-43,1,11,,,,,,,,,
06/07/20,,,,,2,91,4,24,63,0.057971014492754,33466986,84.1520814495721,3.82707140032912,3,-32,-9,-24,-47,9,13,-36,-12,-47,-57,2,14,,,,,,,,,
06/08/20,,,,,2,92,4,38,50,0.057142857142857,33466985,102.461898756143,18.3098173065707,-13,-15,-5,-11,-35,-14,15,-19,-8,-24,-45,-19,17,,,,,,,,,
06/09/20,,,,,2,96,4,38,54,0.057142857142857,33466981,85.421529143262,-17.0403696128807,4,-16,-2,-13,-35,-15,14,-18,-3,-29,-43,-20,16,,,,,,,,,
06/10/20,,,,,2,113,4,40,69,0.056338028169014,33466964,105.562692409048,20.1411632657857,15,-14,-4,-10,-38,-15,14,-16,-6,-24,-48,-21,16,,,,,,,,,
06/11/20,,,,,2,118,5,41,72,0.067567567567568,33466959,124.132429540559,18.5697371315114,3,-16,-2,-2,-38,-15,14,-19,-4,-16,-48,-21,16,,,,,,,,,
06/12/20,,,,,2,130,5,42,83,0.061728395061728,33466947,100.061056586929,-24.0713729536302,11,-18,-2,-11,-38,-14,16,-21,-4,-24,-49,-20,18,,,,,,,,,
06/13/20,,,,,2,138,6,61,71,0.071428571428572,33466939,120.58741723611,20.5263606491806,-12,-17,-4,-8,-32,8,10,-21,-6,-22,-43,3,11,,,,,,,,,
