Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Metropolitana,13,Santiago,13101,503147.0,172.0,142.0,166.0,151.0,183.0,205.0,389.0,610.0,785.0,810.0,1117.0,1060.0,1213.0,1201.0,1235.0,1157.0,998.0,1013.0,1092.0,997.0,1412.0,1251.0,1106.0,858.0,758.0,680.0,689.0,544.0,439.0,299.0,301.0,236.0,238.0,214.0,211.0,223.0,224.0,181.0,176.0,208.0
Metropolitana,13,Talagante,13601,81838.0,9.0,9.0,8.0,8.0,9.0,7.0,8.0,10.0,14.0,28.0,34.0,34.0,60.0,58.0,59.0,64.0,66.0,120.0,136.0,122.0,202.0,230.0,235.0,225.0,204.0,156.0,142.0,102.0,78.0,65.0,72.0,92.0,76.0,36.0,39.0,44.0,69.0,59.0,57.0,29.0
Metropolitana,13,Tiltil,13303,21477.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,8.0,10.0,17.0,27.0,41.0,34.0,24.0,21.0,45.0,38.0,82.0,75.0,64.0,59.0,61.0,45.0,40.0,24.0,16.0,16.0,21.0,18.0,15.0,13.0,15.0,22.0,23.0,23.0,18.0,17.0
Metropolitana,13,Vitacura,13132,96774.0,19.0,11.0,8.0,8.0,5.0,11.0,23.0,29.0,68.0,99.0,155.0,161.0,190.0,217.0,182.0,156.0,130.0,128.0,123.0,129.0,129.0,101.0,109.0,103.0,102.0,67.0,53.0,41.0,41.0,42.0,34.0,33.0,44.0,45.0,46.0,44.0,41.0,34.0,44.0,38.0
Metropolitana,13,Desconocido Metropolitana,,,,,,,,,,,,,,,,,,,,,,,3524.0,3976.0,3188.0,2910.0,2370.0,1510.0,1296.0,849.0,822.0,501.0,537.0,431.0,447.0,314.0,285.0,180.0,155.0,132.0,138.0,154.0
Metropolitana,13,Total,,8125072.0,1626.0,1557.0,1892.0,2045.0,2280.0,2738.0,4123.0,6038.0,8273.0,9365.0,12682.0,13374.0,17039.0,18110.0,17657.0,17983.0,16307.0,18118.0,19892.0,19296.0,33315.0,30528.0,28043.0,23821.0,21108.0,16956.0,15976.0,12988.0,11119.0,8791.0,8026.0,7037.0,6892.0,6734.0,6989.0,6718.0,6465.0,5641.0,5887.0,5544.0
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,0.0,1.0,1.0,2.0,2.0,10.0,20.0,30.0,19.0,15.0,20.0,23.0,33.0,37.0,36.0,21.0,25.0,14.0,13.0,8.0,6.0,10.0,12.0,17.0,25.0,27.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,9.0,12.0,10.0,17.0,23.0,27.0,30.0,27.0,25.0,20.0,18.0,18.0,20.0,19.0,17.0,17.0,16.0,15.0,8.0,10.0,16.0,16.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,4.0,7.0,5.0,10.0,24.0,32.0,37.0,38.0,25.0,26.0,39.0,36.0,37.0,30.0,17.0,16.0,18.0,12.0,13.0,20.0,27.0,29.0,35.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,6.0,14.0,21.0,23.0,14.0,20.0,21.0,17.0,17.0,12.0,14.0,9.0,9.0,12.0,15.0,16.0,7.0,6.0,3.0,9.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,15.0,7.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,9.0,23.0,27.0,27.0,24.0,26.0,22.0,29.0,32.0,44.0,48.0,44.0,51.0,45.0,48.0,44.0,41.0,38.0,56.0,50.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,5.0,6.0,9.0,10.0,8.0,6.0,5.0,2.0,4.0,3.0,9.0,27.0,58.0,77.0,65.0,87.0,76.0,63.0,58.0,58.0,49.0,40.0,27.0,35.0,37.0,29.0,27.0,28.0,29.0,27.0,25.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,8.0,15.0,18.0,16.0,12.0,12.0,10.0,5.0,3.0,3.0,5.0,16.0,44.0,73.0,87.0,85.0,74.0,79.0,80.0,66.0,54.0,45.0,36.0,28.0,17.0,22.0,30.0,55.0,61.0,58.0,46.0,38.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,7.0,5.0,9.0,14.0,17.0,8.0,6.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,7.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,10.0,25.0,39.0,39.0,47.0,33.0,44.0,38.0,28.0,17.0,16.0,11.0,18.0,25.0,37.0,49.0,50.0,75.0,70.0,51.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,6.0,8.0,18.0,23.0,21.0,11.0,5.0,14.0,9.0,7.0,2.0,2.0,5.0,5.0,6.0,11.0,8.0,10.0,8.0,4.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,7.0,8.0,4.0,3.0,8.0,6.0,13.0,11.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,9.0,7.0,9.0,5.0,5.0,8.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0.0,0.0,1.0,3.0,8.0,5.0,5.0,4.0,4.0,5.0,7.0,7.0,7.0,12.0,11.0,9.0,19.0,26.0,25.0,27.0,91.0,171.0,278.0,269.0,244.0,164.0,138.0,101.0,81.0,73.0,66.0,51.0,52.0,47.0,46.0,32.0,34.0,25.0,28.0,27.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,5.0,16.0,14.0,15.0,9.0,14.0,22.0,20.0,24.0,24.0,26.0,20.0,8.0,10.0,10.0,7.0,10.0,10.0,16.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,7.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,8.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,6.0,4.0,3.0,5.0,25.0,31.0,41.0,41.0,46.0,41.0,37.0,31.0,25.0,23.0,20.0,24.0,25.0,23.0,22.0,18.0,20.0,24.0,22.0,28.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,6.0,16.0,18.0,10.0,8.0,4.0,12.0,16.0,18.0,12.0,10.0,8.0,6.0,4.0,6.0,9.0,17.0,16.0,19.0,16.0,16.0,14.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,9.0,17.0,18.0,11.0,3.0,3.0,13.0,8.0,5.0,6.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,6.0,4.0,3.0,4.0,3.0,0.0,0.0,3.0,18.0,20.0,34.0,42.0,42.0,51.0,44.0,22.0,20.0,12.0,15.0,14.0,19.0,12.0,19.0,20.0,20.0,23.0,27.0,20.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,5.0,5.0,7.0,7.0,8.0,4.0,5.0,8.0,10.0,7.0,3.0,2.0,4.0,7.0,15.0,13.0,16.0,11.0,18.0,30.0,40.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,4.0,2.0,4.0,4.0,8.0,8.0,5.0,2.0,3.0,5.0,3.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,8.0,13.0,13.0,7.0,2.0,3.0,7.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,6.0,6.0,6.0,3.0,3.0,6.0,7.0,7.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,7.0,5.0,5.0,12.0,17.0,22.0,19.0,17.0,10.0,7.0,20.0,24.0,25.0,21.0,19.0,21.0,30.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,23.0,28.0,34.0,32.0,33.0,30.0,24.0,20.0,22.0,25.0,23.0,56.0,77.0,82.0,56.0,46.0,46.0,71.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,7.0,5.0,3.0,8.0,11.0,13.0,14.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,5.0,3.0,6.0,9.0,2.0,4.0,6.0,10.0,14.0,13.0,9.0,5.0,9.0,9.0,7.0,2.0,2.0,5.0,8.0,9.0,2.0,2.0,3.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,13.0,22.0,25.0,21.0,16.0,22.0,18.0,15.0,16.0,17.0,14.0,12.0,15.0,16.0,7.0,6.0,5.0,3.0,1.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,3.0,3.0,3.0,1.0,8.0,11.0,15.0,18.0,29.0,45.0,74.0,106.0,83.0,94.0,101.0,74.0,87.0,119.0,153.0,185.0,637.0,1075.0,1346.0,1270.0,1162.0,951.0,872.0,675.0,550.0,397.0,329.0,265.0,205.0,221.0,324.0,351.0,323.0,323.0,333.0,328.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,6.0,5.0,3.0,4.0,8.0,7.0,6.0,8.0,9.0,5.0,5.0,10.0,16.0,73.0,119.0,165.0,150.0,184.0,235.0,243.0,254.0,201.0,146.0,124.0,88.0,73.0,62.0,98.0,125.0,88.0,68.0,51.0,44.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,0.0,7.0,7.0,14.0,12.0,7.0,6.0,40.0,61.0,98.0,90.0,82.0,68.0,75.0,61.0,48.0,30.0,28.0,28.0,30.0,36.0,30.0,23.0,21.0,14.0,18.0,21.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,7.0,4.0,5.0,7.0,13.0,21.0,20.0,14.0,15.0,32.0,40.0,78.0,82.0,75.0,80.0,81.0,81.0,73.0,75.0,73.0,78.0,68.0,86.0,97.0,106.0,106.0,90.0,85.0,90.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,6.0,11.0,15.0,18.0,15.0,1.0,1.0,1.0,2.0,5.0,5.0,33.0,52.0,69.0,61.0,62.0,53.0,65.0,64.0,51.0,62.0,58.0,57.0,54.0,59.0,116.0,136.0,115.0,77.0,62.0,65.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,6.0,6.0,15.0,20.0,23.0,26.0,18.0,19.0,26.0,36.0,31.0,35.0,27.0,25.0,25.0,29.0,41.0,52.0,60.0,48.0,53.0,46.0,58.0,75.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,,,,,,,,,,,,,,,,,,,,,92.0,105.0,111.0,128.0,54.0,25.0,36.0,30.0,26.0,8.0,9.0,20.0,21.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,9.0,9.0,9.0,9.0,29.0,35.0,51.0,59.0,72.0,101.0,173.0,241.0,214.0,207.0,184.0,152.0,209.0,244.0,297.0,411.0,1337.0,2090.0,2719.0,2611.0,2462.0,2166.0,2102.0,1809.0,1521.0,1221.0,1097.0,934.0,868.0,954.0,1207.0,1282.0,1163.0,1089.0,1107.0,1149.0
Maule,07,Cauquenes,07201,44143.0,2.0,2.0,4.0,5.0,6.0,6.0,3.0,2.0,0.0,1.0,7.0,9.0,10.0,15.0,22.0,33.0,54.0,96.0,65.0,64.0,79.0,77.0,68.0,66.0,64.0,49.0,51.0,56.0,61.0,40.0,26.0,16.0,19.0,14.0,7.0,7.0,11.0,8.0,8.0,11.0
Maule,07,Chanco,07202,9331.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,8.0,7.0,13.0,10.0,1.0,1.0,1.0,5.0,9.0,13.0,11.0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,5.0,8.0,9.0
Maule,07,Colbun,07402,22565.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,9.0,8.0,16.0,11.0,15.0,13.0,10.0,12.0,28.0,28.0,31.0,29.0,18.0,29.0,26.0,18.0,24.0,28.0,27.0,26.0,25.0,14.0,33.0,39.0,38.0,27.0,24.0,25.0
Maule,07,Constitucion,07102,50348.0,1.0,1.0,5.0,5.0,11.0,8.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,11.0,21.0,31.0,58.0,61.0,67.0,70.0,50.0,37.0,43.0,52.0,74.0,88.0,65.0,47.0,26.0,27.0,33.0,31.0,23.0,19.0,25.0
Maule,07,Curepto,07103,9426.0,3.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,8.0,12.0,7.0,7.0,8.0,5.0,3.0,3.0,7.0,5.0,7.0,7.0,7.0,16.0,25.0,34.0,31.0,26.0,15.0
Maule,07,Curico,07301,163626.0,8.0,8.0,12.0,15.0,10.0,9.0,11.0,6.0,8.0,11.0,13.0,28.0,51.0,86.0,132.0,156.0,216.0,253.0,271.0,299.0,348.0,335.0,309.0,309.0,267.0,233.0,213.0,204.0,192.0,179.0,169.0,185.0,173.0,143.0,111.0,87.0,84.0,97.0,84.0,51.0
Maule,07,Empedrado,07104,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,17.0,15.0,16.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0
Maule,07,Hualane,07302,10222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,16.0,38.0,39.0,37.0,30.0,32.0,15.0,15.0,10.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Maule,07,Licanten,07303,6989.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0
Maule,07,Linares,07401,101073.0,5.0,3.0,7.0,8.0,8.0,5.0,4.0,3.0,6.0,7.0,17.0,17.0,21.0,22.0,19.0,22.0,31.0,27.0,29.0,51.0,84.0,117.0,112.0,110.0,114.0,113.0,121.0,104.0,98.0,93.0,106.0,94.0,95.0,105.0,106.0,105.0,99.0,115.0,155.0,152.0
Maule,07,Longavi,07403,32810.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,7.0,11.0,9.0,10.0,11.0,20.0,19.0,22.0,40.0,62.0,58.0,38.0,20.0,27.0,34.0,37.0,38.0,25.0,13.0,12.0,11.0,14.0,13.0,29.0,36.0,37.0,24.0,24.0,27.0
Maule,07,Maule,07105,60000.0,2.0,2.0,5.0,9.0,16.0,12.0,2.0,1.0,2.0,1.0,4.0,5.0,11.0,15.0,13.0,12.0,29.0,33.0,33.0,26.0,37.0,35.0,61.0,47.0,60.0,70.0,79.0,74.0,65.0,68.0,70.0,67.0,53.0,34.0,42.0,53.0,68.0,60.0,50.0,46.0
Maule,07,Molina,07304,49800.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,5.0,9.0,10.0,13.0,22.0,21.0,21.0,22.0,33.0,62.0,67.0,53.0,33.0,35.0,38.0,32.0,26.0,29.0,33.0,25.0,29.0,35.0,44.0,37.0,28.0,28.0,32.0
Maule,07,Parral,07404,44544.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,20.0,38.0,48.0,46.0,34.0,30.0,25.0,31.0,33.0,39.0,25.0,21.0,20.0,18.0,20.0,20.0,16.0,15.0,15.0,14.0,16.0,19.0,17.0,18.0,12.0,8.0,14.0
Maule,07,Pelarco,07106,9083.0,3.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,3.0,8.0,5.0,8.0,6.0,5.0,4.0,3.0,6.0,11.0,6.0,5.0,3.0,5.0,4.0,4.0,5.0,12.0,17.0,23.0,34.0,38.0,40.0,40.0,29.0,19.0,8.0,5.0,3.0,2.0,7.0
Maule,07,Pelluhue,07203,8092.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,6.0,2.0,0.0,2.0,2.0,13.0,12.0,16.0,14.0,10.0,5.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,6.0,5.0,2.0,3.0,5.0,5.0,6.0,15.0,18.0
Maule,07,Pencahue,07107,8601.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,2.0,3.0,2.0,6.0,5.0,4.0,7.0,8.0,13.0,16.0,16.0,7.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,9.0,12.0,10.0
Maule,07,Rauco,07305,11248.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,7.0,6.0,4.0,6.0,10.0,15.0,10.0,6.0,10.0,14.0,18.0,17.0,22.0,21.0,23.0,20.0,16.0,13.0,7.0,7.0,6.0,6.0,6.0,4.0,3.0
Maule,07,Retiro,07405,21071.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,11.0,14.0,36.0,34.0,15.0,15.0,27.0,21.0,14.0,11.0,19.0,16.0,9.0,4.0,3.0,4.0,4.0,11.0,12.0,16.0,20.0,15.0,14.0,12.0,8.0,5.0
Maule,07,Rio Claro,07108,14753.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,8.0,6.0,3.0,3.0,9.0,18.0,18.0,21.0,20.0,17.0,6.0,2.0,10.0,15.0,24.0,17.0,19.0,17.0,15.0,12.0,1.0,3.0,5.0
Maule,07,Romeral,07306,16170.0,0.0,0.0,3.0,9.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0,19.0,21.0,25.0,26.0,36.0,56.0,69.0,62.0,38.0,19.0,18.0,10.0,16.0,16.0,26.0,20.0,23.0,20.0,20.0,19.0,18.0,17.0,12.0,4.0
Maule,07,Sagrada Familia,07307,19469.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,7.0,13.0,17.0,13.0,9.0,13.0,10.0,12.0,17.0,20.0,16.0,9.0,10.0,9.0,7.0,9.0,14.0,16.0,15.0,13.0,11.0,10.0,10.0
Maule,07,San Clemente,07109,46292.0,0.0,0.0,4.0,6.0,8.0,6.0,3.0,1.0,5.0,9.0,11.0,7.0,13.0,19.0,22.0,19.0,28.0,32.0,40.0,52.0,57.0,64.0,91.0,94.0,114.0,111.0,97.0,80.0,78.0,59.0,48.0,37.0,31.0,44.0,51.0,55.0,59.0,38.0,43.0,44.0
Maule,07,San Javier,07406,49451.0,6.0,5.0,4.0,6.0,10.0,5.0,4.0,3.0,3.0,3.0,9.0,9.0,15.0,9.0,8.0,12.0,17.0,29.0,41.0,47.0,52.0,47.0,46.0,50.0,57.0,58.0,65.0,81.0,76.0,73.0,75.0,80.0,82.0,53.0,46.0,32.0,33.0,23.0,21.0,16.0
Maule,07,San Rafael,07110,9959.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,8.0,22.0,32.0,30.0,21.0,12.0,12.0,12.0,16.0,12.0,9.0,20.0,22.0,18.0,19.0,14.0,8.0,8.0,7.0,3.0,2.0,4.0,4.0,5.0,13.0,15.0,28.0,31.0,32.0
Maule,07,Talca,07101,236724.0,7.0,10.0,48.0,77.0,83.0,73.0,24.0,15.0,6.0,5.0,28.0,29.0,65.0,84.0,79.0,76.0,95.0,108.0,157.0,200.0,261.0,300.0,373.0,346.0,339.0,326.0,299.0,243.0,195.0,158.0,162.0,151.0,141.0,170.0,217.0,225.0,208.0,226.0,225.0,208.0
Maule,07,Teno,07308,30850.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,8.0,14.0,12.0,24.0,40.0,41.0,31.0,37.0,34.0,37.0,45.0,34.0,49.0,51.0,44.0,48.0,42.0,42.0,36.0,34.0,25.0,25.0,26.0
Maule,07,Vichuquen,07309,4381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maule,07,Villa Alegre,07407,17512.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,9.0,13.0,16.0,17.0,7.0,9.0,11.0,19.0,27.0,25.0,24.0,21.0,31.0,32.0,21.0,10.0,8.0,11.0,8.0,9.0,10.0,17.0,16.0
Maule,07,Yerbas Buenas,07408,19200.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,12.0,11.0,11.0,21.0,18.0,11.0,11.0,21.0,17.0,9.0,8.0,7.0,3.0,3.0,12.0,14.0,17.0,11.0,15.0,12.0,21.0,23.0,25.0,16.0,16.0,22.0,19.0
Maule,07,Desconocido Maule,,,,,,,,,,,,,,,,,,,,,,,21.0,16.0,30.0,16.0,7.0,8.0,6.0,7.0,6.0,3.0,14.0,12.0,7.0,4.0,1.0,2.0,1.0,0.0,1.0,4.0
Maule,07,Total,,1131939.0,49.0,48.0,117.0,167.0,187.0,152.0,64.0,42.0,44.0,55.0,127.0,157.0,278.0,383.0,477.0,523.0,737.0,847.0,920.0,1050.0,1361.0,1459.0,1596.0,1484.0,1428.0,1342.0,1290.0,1206.0,1106.0,1063.0,1075.0,1017.0,935.0,863.0,929.0,933.0,911.0,862.0,887.0,838.0
