Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30,SE31,SE32,SE33,SE34,SE35
Metropolitana,13,Cerro Navia,13103,142465.0,0,0.0,0.0,1.0,10.0,16.0,17.0,14.0,36.0,50.0,109.0,270.0,570.0,689.0,716.0,721.0,681.0,546.0,456.0,255.0,228.0,170.0,129.0,105.0,171.0,101.0,105.0,65.0,10.0
Metropolitana,13,Colina,13301,180353.0,0,0.0,1.0,3.0,7.0,28.0,16.0,24.0,17.0,25.0,36.0,134.0,363.0,539.0,598.0,567.0,539.0,361.0,285.0,223.0,150.0,113.0,65.0,51.0,45.0,51.0,48.0,50.0,11.0
Metropolitana,13,Conchali,13104,139195.0,0,0.0,0.0,1.0,2.0,17.0,14.0,19.0,41.0,72.0,132.0,380.0,618.0,701.0,660.0,584.0,531.0,434.0,330.0,241.0,211.0,156.0,80.0,103.0,86.0,61.0,64.0,62.0,12.0
Metropolitana,13,Curacavi,13503,36430.0,0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,19.0,40.0,70.0,96.0,130.0,98.0,78.0,50.0,40.0,35.0,37.0,33.0,30.0,25.0,18.0,31.0,16.0,10.0
Metropolitana,13,El Bosque,13105,172000.0,0,0.0,0.0,0.0,1.0,15.0,22.0,31.0,48.0,49.0,85.0,221.0,397.0,545.0,526.0,669.0,679.0,591.0,451.0,400.0,321.0,218.0,203.0,135.0,101.0,70.0,58.0,63.0,9.0
Metropolitana,13,El Monte,13602,40014.0,0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,3.0,7.0,16.0,40.0,73.0,138.0,100.0,121.0,121.0,135.0,90.0,86.0,67.0,32.0,44.0,42.0,39.0,11.0,8.0,1.0
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,1.0,3.0,12.0,28.0,34.0,42.0,81.0,169.0,378.0,571.0,662.0,664.0,675.0,579.0,450.0,352.0,277.0,184.0,190.0,125.0,95.0,72.0,66.0,52.0,62.0,13.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,1.0,0.0,5.0,21.0,11.0,19.0,22.0,33.0,56.0,203.0,370.0,495.0,437.0,393.0,348.0,262.0,256.0,160.0,127.0,108.0,90.0,91.0,78.0,60.0,59.0,27.0,16.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,28.0,50.0,145.0,305.0,562.0,779.0,779.0,763.0,698.0,506.0,367.0,287.0,188.0,173.0,144.0,100.0,78.0,90.0,71.0,75.0,67.0,19.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,4.0,11.0,25.0,35.0,67.0,87.0,85.0,76.0,68.0,69.0,56.0,99.0,111.0,63.0,63.0,57.0,33.0,35.0,0.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,0.0,0.0,3.0,11.0,12.0,18.0,19.0,28.0,63.0,121.0,242.0,322.0,299.0,378.0,336.0,253.0,236.0,150.0,94.0,104.0,50.0,63.0,48.0,39.0,41.0,32.0,7.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,3.0,12.0,31.0,59.0,64.0,80.0,106.0,207.0,588.0,1039.0,1543.0,1712.0,1494.0,1434.0,988.0,826.0,599.0,397.0,306.0,258.0,226.0,172.0,138.0,132.0,97.0,16.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,15.0,36.0,23.0,21.0,77.0,270.0,614.0,909.0,1011.0,710.0,640.0,483.0,340.0,236.0,226.0,133.0,92.0,99.0,56.0,65.0,52.0,28.0,3.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,4.0,11.0,21.0,35.0,51.0,95.0,163.0,357.0,816.0,947.0,1245.0,1290.0,1050.0,692.0,540.0,408.0,262.0,181.0,199.0,152.0,156.0,158.0,111.0,100.0,22.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,13.0,18.0,8.0,13.0,41.0,75.0,125.0,223.0,302.0,229.0,183.0,146.0,136.0,96.0,89.0,60.0,47.0,35.0,36.0,27.0,34.0,33.0,0.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,14.0,16.0,13.0,19.0,54.0,135.0,288.0,347.0,396.0,351.0,375.0,310.0,199.0,156.0,135.0,133.0,101.0,55.0,62.0,69.0,37.0,44.0,7.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,0.0,18.0,59.0,129.0,69.0,42.0,36.0,33.0,73.0,247.0,506.0,706.0,748.0,647.0,514.0,434.0,319.0,255.0,188.0,121.0,132.0,109.0,84.0,70.0,81.0,72.0,15.0
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,55.0,31.0,23.0,37.0,41.0,65.0,150.0,270.0,405.0,421.0,361.0,432.0,293.0,167.0,118.0,96.0,45.0,61.0,52.0,51.0,45.0,57.0,58.0,21.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,0.0,0.0,1.0,5.0,9.0,25.0,31.0,21.0,80.0,180.0,345.0,425.0,371.0,465.0,469.0,340.0,314.0,233.0,161.0,124.0,121.0,106.0,71.0,60.0,52.0,50.0,6.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,3.0,6.0,21.0,17.0,24.0,32.0,105.0,192.0,358.0,485.0,506.0,589.0,469.0,420.0,303.0,198.0,153.0,173.0,154.0,71.0,95.0,84.0,71.0,55.0,10.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,17.0,23.0,20.0,14.0,24.0,78.0,195.0,438.0,535.0,617.0,469.0,468.0,307.0,270.0,175.0,140.0,132.0,87.0,110.0,77.0,56.0,69.0,39.0,7.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,0.0,13.0,52.0,73.0,82.0,96.0,117.0,156.0,424.0,911.0,1356.0,1536.0,1472.0,1455.0,1223.0,994.0,766.0,546.0,448.0,339.0,312.0,252.0,220.0,156.0,135.0,31.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,25.0,38.0,36.0,20.0,16.0,16.0,30.0,13.0,16.0,22.0,9.0,7.0,5.0,10.0,2.0,0.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,9.0,24.0,37.0,84.0,103.0,202.0,329.0,463.0,417.0,356.0,392.0,293.0,218.0,171.0,127.0,74.0,58.0,59.0,78.0,49.0,10.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,27.0,53.0,44.0,46.0,48.0,71.0,73.0,152.0,367.0,539.0,743.0,602.0,553.0,457.0,336.0,266.0,189.0,165.0,81.0,89.0,93.0,78.0,71.0,56.0,9.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,6.0,13.0,9.0,16.0,61.0,95.0,167.0,241.0,207.0,237.0,194.0,166.0,152.0,115.0,97.0,49.0,68.0,38.0,33.0,29.0,30.0,3.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,7.0,3.0,5.0,27.0,81.0,79.0,111.0,95.0,163.0,150.0,132.0,115.0,110.0,83.0,58.0,46.0,25.0,56.0,40.0,33.0,4.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,6.0,15.0,26.0,46.0,32.0,75.0,172.0,359.0,412.0,357.0,431.0,458.0,319.0,256.0,187.0,151.0,123.0,99.0,89.0,77.0,53.0,38.0,28.0,5.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,1.0,5.0,3.0,9.0,6.0,9.0,16.0,27.0,58.0,108.0,209.0,303.0,278.0,280.0,236.0,234.0,132.0,102.0,168.0,73.0,64.0,58.0,53.0,61.0,62.0,13.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,3.0,9.0,30.0,37.0,39.0,52.0,69.0,120.0,407.0,970.0,1322.0,1578.0,1396.0,1047.0,799.0,643.0,427.0,366.0,284.0,201.0,200.0,169.0,117.0,112.0,114.0,31.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,16.0,38.0,59.0,81.0,158.0,105.0,66.0,69.0,38.0,46.0,51.0,23.0,19.0,17.0,24.0,22.0,15.0,10.0,3.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,29.0,63.0,22.0,24.0,32.0,39.0,41.0,97.0,283.0,325.0,391.0,392.0,240.0,198.0,175.0,158.0,130.0,103.0,60.0,60.0,62.0,50.0,30.0,28.0,4.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,2.0,19.0,29.0,37.0,43.0,48.0,142.0,358.0,673.0,1016.0,1278.0,1189.0,1134.0,714.0,616.0,443.0,319.0,295.0,258.0,181.0,148.0,123.0,128.0,123.0,10.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,4.0,11.0,64.0,107.0,184.0,207.0,333.0,383.0,852.0,1580.0,2218.0,2550.0,2387.0,2342.0,1885.0,1494.0,1168.0,849.0,601.0,517.0,355.0,420.0,342.0,412.0,251.0,41.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,21.0,30.0,45.0,46.0,142.0,323.0,540.0,811.0,946.0,885.0,994.0,961.0,742.0,530.0,339.0,272.0,190.0,156.0,143.0,125.0,112.0,94.0,96.0,24.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,1.0,2.0,6.0,14.0,27.0,40.0,50.0,53.0,99.0,267.0,465.0,583.0,703.0,741.0,597.0,455.0,343.0,244.0,211.0,211.0,98.0,125.0,143.0,122.0,99.0,81.0,20.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,17.0,40.0,45.0,117.0,284.0,731.0,1162.0,1114.0,970.0,808.0,674.0,492.0,433.0,240.0,208.0,154.0,95.0,115.0,83.0,101.0,71.0,84.0,14.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,37.0,68.0,108.0,298.0,617.0,726.0,844.0,756.0,806.0,738.0,827.0,574.0,465.0,400.0,303.0,286.0,238.0,250.0,179.0,81.0,6.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,23.0,41.0,68.0,78.0,124.0,156.0,338.0,662.0,886.0,1040.0,1188.0,1138.0,1003.0,862.0,634.0,446.0,334.0,236.0,224.0,181.0,152.0,126.0,108.0,28.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,18.0,22.0,15.0,34.0,44.0,84.0,226.0,501.0,630.0,398.0,385.0,378.0,328.0,237.0,213.0,154.0,153.0,150.0,81.0,76.0,54.0,48.0,38.0,7.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,22.0,52.0,57.0,92.0,62.0,68.0,58.0,34.0,37.0,25.0,24.0,15.0,38.0,30.0,6.0,5.0,3.0,0.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,0.0,1.0,3.0,27.0,24.0,28.0,47.0,49.0,80.0,208.0,449.0,509.0,601.0,512.0,498.0,369.0,342.0,213.0,173.0,138.0,121.0,64.0,105.0,73.0,65.0,93.0,11.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,8.0,15.0,16.0,16.0,23.0,8.0,23.0,18.0,17.0,12.0,6.0,2.0,8.0,5.0,13.0,2.0,0.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,3.0,11.0,11.0,13.0,42.0,90.0,249.0,454.0,556.0,521.0,430.0,467.0,330.0,217.0,156.0,140.0,125.0,99.0,74.0,54.0,49.0,44.0,30.0,6.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,3.0,31.0,100.0,106.0,148.0,168.0,177.0,388.0,943.0,1712.0,1712.0,1831.0,1489.0,1253.0,1013.0,827.0,557.0,450.0,389.0,226.0,186.0,149.0,149.0,119.0,110.0,39.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,42.0,60.0,97.0,120.0,147.0,179.0,200.0,204.0,178.0,127.0,81.0,52.0,64.0,26.0,30.0,39.0,21.0,3.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,10.0,32.0,39.0,55.0,51.0,55.0,38.0,33.0,32.0,25.0,11.0,11.0,11.0,11.0,10.0,5.0,13.0,0.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,49.0,29.0,14.0,6.0,5.0,13.0,55.0,161.0,216.0,179.0,135.0,124.0,94.0,81.0,67.0,41.0,32.0,30.0,25.0,38.0,22.0,24.0,21.0,6.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,13.0,66.0,349.0,1032.0,1127.0,1413.0,1735.0,2544.0,4748.0,11664.0,21931.0,27966.0,30739.0,28865.0,26715.0,20960.0,17237.0,12599.0,9718.0,7852.0,5993.0,5073.0,4537.0,3904.0,3478.0,2858.0,562.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,6.0,22.0,18.0,20.0,16.0,26.0,17.0,13.0,2.0,4.0,10.0,16.0,10.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,9.0,6.0,11.0,16.0,16.0,29.0,19.0,14.0,16.0,14.0,16.0,6.0,4.0,10.0,0.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,10.0,9.0,13.0,16.0,24.0,15.0,16.0,15.0,12.0,6.0,8.0,12.0,13.0,3.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,8.0,3.0,4.0,5.0,11.0,8.0,12.0,9.0,11.0,4.0,10.0,4.0,1.0,4.0,1.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,2.0,4.0,6.0,15.0,19.0,13.0,20.0,29.0,43.0,27.0,31.0,26.0,40.0,2.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,9.0,16.0,13.0,10.0,18.0,26.0,50.0,47.0,37.0,30.0,33.0,21.0,25.0,14.0,14.0,11.0,1.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,13.0,20.0,24.0,20.0,25.0,42.0,58.0,56.0,53.0,39.0,29.0,10.0,14.0,33.0,35.0,17.0,3.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,5.0,4.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,8.0,14.0,22.0,34.0,24.0,25.0,16.0,14.0,20.0,26.0,25.0,15.0,0.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,2.0,0.0,1.0,6.0,14.0,7.0,6.0,4.0,1.0,2.0,6.0,2.0,4.0,4.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,6.0,0.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,4.0,9.0,18.0,22.0,33.0,53.0,99.0,200.0,181.0,114.0,57.0,54.0,33.0,35.0,19.0,19.0,14.0,7.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,7.0,11.0,9.0,9.0,12.0,21.0,18.0,9.0,3.0,7.0,9.0,2.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,24.0,16.0,21.0,28.0,19.0,13.0,14.0,12.0,14.0,9.0,15.0,10.0,3.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,9.0,7.0,12.0,1.0,7.0,6.0,4.0,4.0,3.0,3.0,14.0,4.0,7.0,2.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,10.0,10.0,5.0,7.0,7.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,4.0,12.0,5.0,12.0,13.0,26.0,33.0,29.0,14.0,9.0,12.0,11.0,12.0,10.0,14.0,0.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,6.0,2.0,3.0,11.0,2.0,9.0,12.0,3.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,11.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,2.0,13.0,20.0,5.0,16.0,13.0,12.0,19.0,3.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,2.0,3.0,7.0,10.0,14.0,15.0,14.0,16.0,22.0,46.0,33.0,20.0,14.0,6.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,7.0,4.0,2.0,6.0,5.0,4.0,0.0,12.0,4.0,1.0,0.0,1.0,0.0,3.0,2.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,4.0,2.0,1.0,5.0,9.0,4.0,6.0,3.0,0.0,7.0,2.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,16.0,18.0,12.0,11.0,16.0,11.0,13.0,4.0,3.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,4.0,9.0,13.0,27.0,87.0,168.0,224.0,262.0,387.0,591.0,945.0,779.0,603.0,424.0,262.0,154.0,179.0,195.0,195.0,152.0,27.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,7.0,19.0,29.0,22.0,42.0,60.0,77.0,83.0,105.0,158.0,115.0,69.0,57.0,58.0,19.0,20.0,1.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,13.0,20.0,14.0,34.0,54.0,43.0,42.0,33.0,25.0,19.0,22.0,8.0,7.0,12.0,3.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,7.0,8.0,23.0,15.0,19.0,22.0,45.0,41.0,42.0,44.0,55.0,49.0,63.0,59.0,41.0,40.0,12.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,25.0,16.0,12.0,22.0,34.0,34.0,31.0,25.0,36.0,45.0,34.0,62.0,61.0,26.0,21.0,6.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,10.0,7.0,18.0,13.0,13.0,19.0,18.0,21.0,11.0,21.0,46.0,33.0,28.0,41.0,13.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,23.0,18.0,11.0,12.0,21.0,47.0,67.0,215.0,383.0,487.0,515.0,737.0,1119.0,1693.0,1567.0,1264.0,1063.0,864.0,614.0,723.0,671.0,553.0,526.0,110.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,07201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,7.0,2.0,1.0,4.0,13.0,14.0,53.0,47.0,41.0,45.0,40.0,25.0,42.0,19.0,13.0,6.0,5.0,6.0,7.0,1.0
Maule,07,Chanco,07202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,0.0,0.0,8.0,4.0,2.0,0.0,3.0,4.0,6.0,1.0
Maule,07,Colbun,07402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,12.0,15.0,10.0,21.0,18.0,7.0,16.0,13.0,15.0,21.0,7.0,29.0,19.0,17.0,3.0
Maule,07,Constitucion,07102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,20.0,20.0,37.0,50.0,32.0,35.0,50.0,42.0,19.0,31.0,20.0,12.0,5.0
Maule,07,Curepto,07103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,9.0,6.0,1.0,2.0,4.0,3.0,5.0,18.0,23.0,9.0,4.0
Maule,07,Curico,07301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,9.0,10.0,11.0,19.0,44.0,148.0,194.0,279.0,264.0,238.0,217.0,165.0,157.0,135.0,148.0,92.0,73.0,68.0,37.0,4.0
Maule,07,Empedrado,07104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
Maule,07,Hualane,07302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
Maule,07,Licanten,07303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Maule,07,Linares,07401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,28.0,41.0,81.0,80.0,56.0,68.0,78.0,63.0,67.0,70.0,63.0,86.0,117.0,9.0
Maule,07,Longavi,07403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,22.0,26.0,46.0,27.0,13.0,14.0,18.0,6.0,10.0,12.0,25.0,13.0,20.0,2.0
Maule,07,Maule,07105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,3.0,0.0,3.0,14.0,13.0,28.0,29.0,32.0,42.0,30.0,49.0,41.0,60.0,50.0,25.0,48.0,46.0,30.0,4.0
