Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,55.0,30.0,23.0,37.0,40.0,65.0,151.0,269.0,399.0,418.0,366.0,444.0,303.0,166.0,121.0,98.0,54.0,58.0,5.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,0.0,0.0,1.0,5.0,9.0,25.0,32.0,21.0,79.0,175.0,345.0,435.0,379.0,514.0,554.0,401.0,358.0,262.0,182.0,147.0,112.0,7.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,3.0,6.0,21.0,16.0,24.0,31.0,105.0,197.0,353.0,499.0,512.0,630.0,531.0,493.0,404.0,249.0,209.0,209.0,142.0,13.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,17.0,23.0,20.0,14.0,24.0,78.0,190.0,440.0,536.0,640.0,555.0,631.0,474.0,375.0,256.0,183.0,153.0,76.0,14.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,1.0,13.0,52.0,73.0,83.0,97.0,117.0,158.0,432.0,908.0,1362.0,1583.0,1693.0,1835.0,1619.0,1280.0,980.0,706.0,527.0,291.0,38.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,25.0,38.0,37.0,41.0,27.0,28.0,46.0,31.0,29.0,18.0,1.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,6.0,5.0,5.0,8.0,24.0,37.0,85.0,107.0,212.0,354.0,480.0,475.0,419.0,451.0,348.0,294.0,220.0,92.0,10.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,27.0,55.0,43.0,48.0,48.0,67.0,71.0,155.0,371.0,536.0,756.0,659.0,654.0,565.0,423.0,313.0,206.0,181.0,72.0,26.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,13.0,10.0,16.0,61.0,98.0,171.0,251.0,232.0,279.0,233.0,187.0,175.0,122.0,106.0,34.0,8.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,8.0,3.0,5.0,29.0,83.0,86.0,133.0,152.0,273.0,238.0,209.0,196.0,183.0,107.0,58.0,4.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,7.0,15.0,25.0,47.0,32.0,74.0,179.0,366.0,430.0,399.0,513.0,577.0,429.0,345.0,233.0,220.0,139.0,92.0,8.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,2.0,5.0,3.0,9.0,6.0,10.0,15.0,28.0,59.0,109.0,213.0,310.0,315.0,341.0,335.0,328.0,208.0,151.0,208.0,60.0,5.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,2.0,9.0,30.0,36.0,41.0,53.0,71.0,122.0,406.0,984.0,1336.0,1657.0,1596.0,1432.0,1114.0,843.0,581.0,445.0,326.0,173.0,23.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,16.0,39.0,60.0,82.0,161.0,153.0,117.0,113.0,84.0,76.0,75.0,38.0,21.0,2.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,28.0,64.0,22.0,24.0,35.0,42.0,40.0,96.0,284.0,320.0,397.0,431.0,296.0,237.0,209.0,175.0,153.0,117.0,55.0,12.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,3.0,20.0,27.0,37.0,44.0,47.0,138.0,366.0,669.0,1018.0,1296.0,1268.0,1330.0,874.0,748.0,507.0,392.0,325.0,233.0,24.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,4.0,12.0,65.0,105.0,186.0,208.0,333.0,383.0,864.0,1578.0,2215.0,2578.0,2599.0,2823.0,2394.0,1891.0,1443.0,1036.0,696.0,433.0,45.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,21.0,30.0,44.0,47.0,143.0,332.0,555.0,822.0,960.0,897.0,1043.0,1106.0,895.0,653.0,406.0,324.0,227.0,138.0,23.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,1.0,2.0,6.0,14.0,27.0,40.0,50.0,53.0,99.0,267.0,465.0,589.0,714.0,775.0,669.0,538.0,414.0,318.0,256.0,245.0,84.0,17.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,17.0,41.0,46.0,117.0,284.0,744.0,1183.0,1128.0,995.0,877.0,780.0,584.0,509.0,301.0,247.0,176.0,75.0,14.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,36.0,68.0,111.0,298.0,633.0,742.0,842.0,791.0,851.0,809.0,899.0,609.0,498.0,404.0,220.0,6.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,24.0,42.0,67.0,80.0,124.0,162.0,342.0,663.0,898.0,1074.0,1306.0,1429.0,1235.0,1072.0,827.0,581.0,431.0,192.0,20.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,17.0,23.0,15.0,34.0,44.0,84.0,229.0,505.0,648.0,471.0,496.0,568.0,476.0,351.0,268.0,199.0,181.0,141.0,20.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,24.0,48.0,55.0,92.0,67.0,77.0,62.0,42.0,41.0,26.0,33.0,12.0,4.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,0.0,3.0,27.0,23.0,28.0,47.0,49.0,79.0,206.0,447.0,519.0,618.0,601.0,643.0,476.0,445.0,260.0,218.0,166.0,110.0,9.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,28.0,11.0,32.0,29.0,19.0,13.0,4.0,2.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,2.0,11.0,11.0,13.0,42.0,90.0,250.0,455.0,554.0,534.0,462.0,552.0,421.0,306.0,202.0,185.0,169.0,84.0,6.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,3.0,29.0,100.0,107.0,150.0,168.0,176.0,393.0,955.0,1690.0,1699.0,1849.0,1619.0,1464.0,1190.0,984.0,628.0,500.0,405.0,188.0,31.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,59.0,95.0,123.0,154.0,182.0,220.0,206.0,186.0,136.0,74.0,34.0,7.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,43.0,58.0,62.0,93.0,62.0,51.0,44.0,36.0,15.0,13.0,2.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,56.0,160.0,213.0,185.0,150.0,136.0,99.0,93.0,80.0,54.0,32.0,24.0,8.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,7.0,10.0,19.0,55.0,177.0,363.0,585.0,754.0,1557.0,2440.0,2675.0,1815.0,1584.0,1527.0,1561.0,985.0,562.0,422.0,249.0,152.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,15.0,69.0,352.0,1042.0,1139.0,1478.0,1932.0,2905.0,5356.0,12541.0,23538.0,30602.0,34183.0,33628.0,33913.0,27760.0,23197.0,16632.0,12643.0,9599.0,5461.0,904.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,6.0,22.0,18.0,20.0,17.0,28.0,16.0,0.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,8.0,7.0,12.0,18.0,19.0,29.0,22.0,16.0,13.0,0.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,10.0,13.0,17.0,21.0,34.0,24.0,27.0,28.0,3.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,8.0,3.0,5.0,7.0,20.0,9.0,15.0,12.0,11.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,21.0,23.0,17.0,26.0,28.0,5.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,14.0,11.0,20.0,32.0,68.0,59.0,56.0,44.0,32.0,2.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,22.0,24.0,25.0,33.0,51.0,65.0,67.0,60.0,46.0,30.0,2.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,6.0,0.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,17.0,29.0,41.0,28.0,29.0,12.0,1.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,15.0,21.0,8.0,8.0,3.0,1.0,1.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,7.0,5.0,13.0,1.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,5.0,9.0,18.0,25.0,36.0,56.0,106.0,226.0,196.0,120.0,62.0,47.0,13.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,11.0,15.0,17.0,10.0,14.0,19.0,1.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,28.0,23.0,25.0,40.0,31.0,18.0,13.0,5.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,5.0,9.0,7.0,12.0,8.0,7.0,13.0,10.0,4.0,2.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,9.0,10.0,9.0,4.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,4.0,13.0,5.0,12.0,16.0,28.0,34.0,36.0,17.0,7.0,3.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,4.0,3.0,2.0,8.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,5.0,4.0,2.0,2.0,0.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,2.0,14.0,16.0,1.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,3.0,7.0,9.0,15.0,25.0,30.0,22.0,12.0,1.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,6.0,4.0,0.0,12.0,4.0,1.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,7.0,11.0,7.0,6.0,1.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,17.0,20.0,15.0,11.0,12.0,1.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,3.0,9.0,13.0,27.0,88.0,177.0,224.0,285.0,432.0,662.0,1121.0,939.0,702.0,492.0,240.0,46.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,29.0,27.0,48.0,72.0,122.0,143.0,134.0,178.0,97.0,17.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,13.0,22.0,16.0,41.0,78.0,60.0,55.0,45.0,20.0,1.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,27.0,55.0,59.0,51.0,59.0,46.0,10.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,27.0,17.0,14.0,24.0,37.0,57.0,52.0,51.0,51.0,41.0,9.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,10.0,7.0,18.0,21.0,15.0,20.0,22.0,24.0,12.0,5.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,8.0,4.0,16.0,12.0,5.0,19.0,3.0,2.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,23.0,17.0,11.0,13.0,21.0,48.0,68.0,225.0,401.0,503.0,562.0,847.0,1302.0,2120.0,1975.0,1564.0,1303.0,790.0,135.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,07201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,9.0,2.0,1.0,6.0,13.0,14.0,53.0,55.0,44.0,50.0,43.0,28.0,43.0,19.0,0.0
Maule,07,Chanco,07202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0,1.0,10.0,6.0,0.0
Maule,07,Colbun,07402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,22.0,23.0,15.0,22.0,15.0,16.0,5.0
Maule,07,Constitucion,07102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,20.0,24.0,45.0,51.0,38.0,40.0,48.0,15.0
Maule,07,Curepto,07103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,10.0,6.0,5.0,1.0,5.0,1.0
Maule,07,Curico,07301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,10.0,10.0,12.0,20.0,44.0,148.0,192.0,276.0,262.0,236.0,218.0,167.0,156.0,116.0,18.0
Maule,07,Empedrado,07104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,4.0,1.0,2.0,1.0,0.0
Maule,07,Hualane,07302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0,1.0,0.0,2.0,0.0
Maule,07,Licanten,07303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0
Maule,07,Linares,07401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,30.0,42.0,82.0,92.0,78.0,81.0,85.0,52.0,14.0
Maule,07,Longavi,07403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,28.0,52.0,34.0,24.0,29.0,26.0,5.0,1.0
Maule,07,Maule,07105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,3.0,0.0,3.0,14.0,13.0,30.0,34.0,37.0,49.0,38.0,56.0,48.0,51.0,4.0
Maule,07,Molina,07304,49800.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,9.0,21.0,23.0,22.0,44.0,46.0,20.0,30.0,19.0,1.0
Maule,07,Parral,07404,44544.0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,7.0,42.0,55.0,29.0,25.0,31.0,13.0,17.0,15.0,10.0,0.0
Maule,07,Pelarco,07106,9083.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,14.0,19.0,8.0
Maule,07,Pelluhue,07203,8092.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,12.0,15.0,10.0,0.0,3.0,1.0,1.0,1.0
Maule,07,Pencahue,07107,8601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,7.0,3.0,5.0,11.0,8.0,3.0,0.0
Maule,07,Rauco,07305,11248.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,7.0,15.0,3.0,9.0,9.0,18.0,15.0,2.0
Maule,07,Retiro,07405,21071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,42.0,14.0,18.0,12.0,12.0,12.0,2.0,2.0,1.0
Maule,07,Rio Claro,07108,14753.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,8.0,3.0,4.0,14.0,12.0,18.0,2.0,4.0,6.0
Maule,07,Romeral,07306,16170.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,13.0,20.0,23.0,35.0,58.0,34.0,13.0,7.0,14.0,1.0
Maule,07,Sagrada Familia,07307,19469.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,7.0,17.0,8.0,10.0,9.0,11.0,9.0,7.0,1.0
Maule,07,San Clemente,07109,46292.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,7.0,7.0,14.0,18.0,20.0,39.0,43.0,58.0,87.0,77.0,56.0,45.0,4.0
Maule,07,San Javier,07406,49451.0,0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,7.0,4.0,3.0,7.0,8.0,9.0,22.0,53.0,41.0,42.0,30.0,46.0,54.0,46.0,9.0
Maule,07,San Rafael,07110,9959.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,28.0,7.0,17.0,8.0,11.0,14.0,12.0,6.0,3.0,1.0
Maule,07,Talca,07101,236724.0,0,0.0,0.0,4.0,9.0,13.0,19.0,11.0,15.0,73.0,18.0,13.0,22.0,53.0,74.0,83.0,169.0,208.0,269.0,250.0,231.0,153.0,107.0,16.0
Maule,07,Teno,07308,30850.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,11.0,32.0,30.0,30.0,35.0,26.0,33.0,6.0
Maule,07,Vichuquen,07309,4381.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
Maule,07,Villa Alegre,07407,17512.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0,18.0,9.0,11.0,15.0,23.0,12.0,26.0,1.0
Maule,07,Yerbas Buenas,07408,19200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,9.0,12.0,23.0,13.0,15.0,10.0,7.0,2.0,9.0,12.0,1.0
Maule,07,Desconocido Maule,,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,10.0,5.0,0.0,2.0,3.0,0.0
Maule,07,Total,,1131939.0,0.0,0.0,1.0,6.0,11.0,29.0,51.0,47.0,65.0,167.0,52.0,52.0,121.0,252.0,488.0,732.0,970.0,1078.0,1207.0,1064.0,973.0,853.0,694.0,117.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16,Bulnes,16102,22607.0,0,0.0,0.0,0.0,0.0,9.0,27.0,10.0,7.0,8.0,8.0,9.0,24.0,44.0,26.0,19.0,19.0,16.0,19.0,14.0,29.0,38.0,16.0,2.0
Nuble,16,Chillan,16101,198624.0,0,0.0,0.0,1.0,28.0,120.0,117.0,75.0,33.0,25.0,17.0,16.0,20.0,67.0,59.0,68.0,115.0,125.0,174.0,141.0,175.0,178.0,99.0,18.0
Nuble,16,Chillan Viejo,16103,33827.0,0,0.0,0.0,0.0,5.0,7.0,19.0,7.0,14.0,3.0,1.0,0.0,4.0,15.0,22.0,12.0,27.0,21.0,26.0,21.0,27.0,29.0,23.0,1.0
Nuble,16,Cobquecura,16202,5275.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nuble,16,Coelemu,16203,16845.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,11.0,8.0,9.0,18.0,4.0,1.0,9.0,1.0,0.0
Nuble,16,Coihueco,16302,28375.0,0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,12.0,12.0,3.0,1.0,8.0,1.0,1.0,5.0,12.0,18.0,11.0,31.0,42.0,22.0,4.0
Nuble,16,El Carmen,16104,12334.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,15.0,4.0,16.0,11.0,7.0,7.0,16.0,2.0,0.0
Nuble,16,Ninhue,16204,5414.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,11.0,4.0,2.0,0.0,1.0
Nuble,16,Niquen,16303,11567.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,11.0,17.0,18.0,5.0,5.0,1.0,4.0,8.0,2.0
Nuble,16,Pemuco,16105,8639.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,5.0,20.0,33.0,4.0,9.0,11.0,3.0,0.0
Nuble,16,Pinto,16106,11880.0,0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,8.0,9.0,4.0,16.0,5.0,1.0
Nuble,16,Portezuelo,16205,4940.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,4.0,0.0
Nuble,16,Quillon,16107,18777.0,0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,0.0,2.0,2.0,2.0,9.0,6.0,13.0,24.0,20.0,15.0,7.0,15.0,29.0,3.0,3.0
Nuble,16,Quirihue,16201,12192.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,7.0,4.0,1.0,5.0,1.0,1.0,9.0,9.0,5.0,13.0,1.0,1.0
