Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26
Tarapaca,01,Pozo Almonte,1401,17395.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,14.0,38.0,57.0,89.0,104.0,50.0,14.0
Tarapaca,01,Desconocido Tarapaca,,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,81.0,29.0,32.0,25.0,23.0,28.0,20.0,16.0
Tarapaca,01,Total,,382773.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,30.0,39.0,55.0,82.0,231.0,492.0,722.0,909.0,879.0,862.0,833.0,634.0,238.0
,,,,,,,,,,,,,,,,,,,,,,,,
Antofagasta,02,Antofagasta,2101,425725.0,0,0.0,0.0,1.0,2.0,28.0,31.0,41.0,60.0,109.0,160.0,216.0,310.0,313.0,304.0,352.0,488.0,580.0,609.0,173.0
Antofagasta,02,Calama,2201,190336.0,0,0.0,1.0,0.0,2.0,3.0,2.0,9.0,16.0,16.0,40.0,54.0,91.0,234.0,282.0,436.0,796.0,930.0,721.0,214.0
Antofagasta,02,Maria Elena,2302,6814.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,45.0,42.0,30.0,13.0,12.0,11.0,6.0,30.0,2.0
Antofagasta,02,Mejillones,2102,14776.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,18.0,30.0,76.0,45.0,51.0,19.0,19.0,10.0,17.0,31.0,3.0
Antofagasta,02,Ollague,2202,287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Antofagasta,02,San Pedro de Atacama,2203,10434.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,18.0,21.0,27.0,8.0
Antofagasta,02,Sierra Gorda,2103,1746.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,12.0,6.0,8.0,1.0,1.0
Antofagasta,02,Taltal,2104,13657.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,9.0,7.0,9.0,10.0,0.0
Antofagasta,02,Tocopilla,2301,28079.0,0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,2.0,7.0,8.0,8.0,4.0,5.0,24.0,33.0,9.0
Antofagasta,02,Desconocido Antofagasta,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,11.0,45.0,18.0
Antofagasta,02,Total,,691854.0,0.0,0.0,2.0,1.0,4.0,35.0,35.0,65.0,104.0,154.0,254.0,397.0,504.0,656.0,639.0,848.0,1346.0,1608.0,1511.0,428.0
,,,,,,,,,,,,,,,,,,,,,,,,
Atacama,03,Alto del Carmen,3302,5729.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0
Atacama,03,Caldera,3102,19426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,6.0,2.0
Atacama,03,Chanaral,3201,13164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,10.0,2.0
Atacama,03,Copiapo,3101,171766.0,0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,12.0,28.0,27.0,14.0,25.0,57.0,113.0,123.0,136.0,60.0
Atacama,03,Diego de Almagro,3202,14358.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,6.0,4.0,8.0,5.0,2.0
Atacama,03,Freirina,3303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,3.0
Atacama,03,Huasco,3304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,1.0
Atacama,03,Tierra Amarilla,3103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,10.0,2.0,0.0,1.0,10.0,15.0,14.0,3.0
Atacama,03,Vallenar,3301,57009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,9.0,13.0,2.0,6.0,15.0,27.0,54.0,67.0,13.0
Atacama,03,Desconocido Atacama,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Atacama,03,Total,,314709.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,8.0,10.0,26.0,46.0,53.0,23.0,36.0,85.0,169.0,219.0,261.0,86.0
,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,04,Andacollo,4103,11791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,7.0,5.0,0.0,5.0,5.0
Coquimbo,04,Canela,4202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,4.0
Coquimbo,04,Combarbala,4302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,7.0,0.0
Coquimbo,04,Coquimbo,4102,256735.0,0,0.0,0.0,0.0,4.0,13.0,3.0,1.0,1.0,5.0,8.0,23.0,84.0,85.0,70.0,150.0,144.0,145.0,162.0,73.0
Coquimbo,04,Illapel,4201,32801.0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,21.0,14.0,18.0,19.0,6.0
Coquimbo,04,La Higuera,4104,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
Coquimbo,04,La Serena,4101,249656.0,0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,3.0,3.0,5.0,17.0,50.0,50.0,76.0,115.0,113.0,129.0,179.0,60.0
Coquimbo,04,Los Vilos,4203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,7.0,9.0,8.0
Coquimbo,04,Monte Patria,4303,32527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,25.0,27.0,24.0,42.0,20.0,13.0
Coquimbo,04,Ovalle,4301,121269.0,0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,5.0,1.0,15.0,32.0,47.0,58.0,114.0,171.0,180.0,138.0,42.0
Coquimbo,04,Paiguano,4105,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0
Coquimbo,04,Punitaqui,4304,12165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,4.0,16.0,2.0,7.0,5.0,4.0
Coquimbo,04,Rio Hurtado,4305,4372.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0
Coquimbo,04,Salamanca,4204,29110.0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,15.0,14.0,4.0,3.0,1.0
Coquimbo,04,Vicuna,4106,29741.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,5.0,4.0,7.0,2.0,1.0,2.0
Coquimbo,04,Desconocido Coquimbo,,,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,10.0,8.0,9.0,30.0,25.0,29.0
Coquimbo,04,Total,,836096.0,0.0,0.0,0.0,0.0,7.0,22.0,19.0,16.0,14.0,16.0,17.0,73.0,197.0,220.0,271.0,497.0,522.0,569.0,575.0,247.0
,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,05,Algarrobo,5602,15174.0,0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,13.0,10.0,7.0,19.0,16.0,6.0,4.0
Valparaiso,05,Cabildo,5402,20663.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,6.0,7.0,16.0,20.0,33.0,27.0,28.0
Valparaiso,05,Calera,5502,53591.0,0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,7.0,2.0,2.0,7.0,18.0,20.0,22.0,49.0,55.0,69.0,21.0
Valparaiso,05,Calle Larga,5302,16482.0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,3.0,9.0,29.0,27.0,27.0,23.0,27.0,9.0
Valparaiso,05,Cartagena,5603,25357.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,12.0,7.0,17.0,10.0,15.0,21.0,17.0,9.0
Valparaiso,05,Casablanca,5102,29170.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,9.0,13.0,21.0,23.0,21.0,18.0
Valparaiso,05,Catemu,5702,15213.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,14.0,15.0,14.0,3.0,12.0
Valparaiso,05,Concon,5103,45889.0,0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,0.0,12.0,6.0,9.0,16.0,19.0,26.0,52.0,42.0,43.0,19.0
Valparaiso,05,El Quisco,5604,17742.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,5.0,9.0,14.0,15.0,15.0,18.0,11.0,7.0,3.0
Valparaiso,05,El Tabo,5605,14338.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,3.0,4.0,7.0,6.0,16.0,26.0,17.0,19.0,12.0,8.0
Valparaiso,05,Hijuelas,5503,19099.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,15.0,11.0,14.0,19.0,6.0
Valparaiso,05,Isla de Pascua,5201,8277.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,Juan Fernandez,5104,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,La Cruz,5504,25321.0,0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,8.0,7.0,4.0,5.0,12.0,15.0,12.0,9.0,6.0
Valparaiso,05,La Ligua,5401,37739.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,10.0,17.0,26.0,32.0,51.0,32.0,12.0
Valparaiso,05,Limache,5802,49931.0,0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,6.0,1.0,7.0,24.0,31.0,24.0,37.0,84.0,97.0,99.0,26.0
Valparaiso,05,Llaillay,5703,26533.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,29.0,23.0,25.0,35.0,24.0,28.0,12.0
Valparaiso,05,Los Andes,5301,68093.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,10.0,21.0,57.0,84.0,95.0,140.0,115.0,99.0,33.0
Valparaiso,05,Nogales,5506,23490.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,6.0,11.0,15.0,16.0,2.0
Valparaiso,05,Olmue,5803,19266.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,11.0,7.0,12.0,20.0,9.0,3.0
Valparaiso,05,Panquehue,5704,7633.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,4.0,15.0,7.0,10.0,6.0
Valparaiso,05,Papudo,5403,6201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,13.0,16.0,11.0,9.0,2.0
Valparaiso,05,Petorca,5404,10558.0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,4.0,5.0,13.0,0.0
Valparaiso,05,Puchuncavi,5105,20071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,8.0,26.0,24.0,16.0,11.0
Valparaiso,05,Putaendo,5705,17645.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,7.0,14.0,29.0,27.0,21.0,17.0
Valparaiso,05,Quillota,5501,97572.0,0,0.0,0.0,1.0,0.0,3.0,7.0,3.0,8.0,1.0,5.0,3.0,17.0,19.0,45.0,83.0,188.0,188.0,196.0,70.0
Valparaiso,05,Quilpue,5801,167085.0,0,0.0,0.0,1.0,3.0,3.0,9.0,6.0,5.0,5.0,12.0,19.0,47.0,76.0,78.0,109.0,156.0,154.0,188.0,56.0
Valparaiso,05,Quintero,5107,36135.0,0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,6.0,2.0,3.0,24.0,23.0,29.0,39.0,47.0,39.0,38.0,15.0
Valparaiso,05,Rinconada,5303,11263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,14.0,18.0,15.0,19.0,19.0,22.0,9.0
Valparaiso,05,San Antonio,5601,96761.0,0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,11.0,22.0,38.0,67.0,61.0,99.0,94.0,140.0,140.0,126.0,83.0,34.0
Valparaiso,05,San Esteban,5304,20643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,3.0,10.0,16.0,32.0,19.0,20.0,12.0
Valparaiso,05,San Felipe,5701,83494.0,0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,6.0,19.0,60.0,70.0,115.0,182.0,173.0,104.0,50.0
Valparaiso,05,Santa Maria,5706,16367.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,15.0,2.0,5.0,8.0,13.0,18.0,30.0,31.0,8.0
Valparaiso,05,Santo Domingo,5606,11934.0,0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,4.0,4.0,4.0,5.0,4.0,11.0,6.0,9.0,30.0,19.0,12.0,1.0
Valparaiso,05,Valparaiso,5101,315732.0,0,0.0,0.0,1.0,2.0,9.0,16.0,14.0,18.0,16.0,26.0,82.0,114.0,145.0,235.0,328.0,495.0,520.0,476.0,146.0
Valparaiso,05,Villa Alemana,5804,139310.0,0,0.0,0.0,0.0,1.0,8.0,4.0,3.0,0.0,1.0,5.0,30.0,40.0,50.0,66.0,123.0,176.0,182.0,189.0,32.0
Valparaiso,05,Vina del Mar,5109,361371.0,0,0.0,0.0,0.0,6.0,21.0,28.0,22.0,13.0,22.0,26.0,79.0,139.0,201.0,228.0,295.0,408.0,384.0,395.0,157.0
Valparaiso,05,Zapallar,5405,7994.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,17.0,2.0
Valparaiso,05,Desconocido Valparaiso,,,0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,11.0,8.0,6.0,42.0,34.0,44.0,78.0,60.0
Valparaiso,05,Total,,1960170.0,0.0,0.0,2.0,4.0,15.0,76.0,110.0,105.0,90.0,108.0,162.0,377.0,635.0,998.0,1246.0,1775.0,2610.0,2579.0,2461.0,919.0
,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitana,13,Alhue,13502,7405.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,15.0,24.0,14.0,4.0
Metropolitana,13,Buin,13402,109641.0,0,0.0,0.0,0.0,0.0,5.0,17.0,10.0,15.0,18.0,19.0,62.0,136.0,188.0,229.0,217.0,280.0,262.0,184.0,59.0
Metropolitana,13,Calera de Tango,13403,28525.0,0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,5.0,1.0,8.0,19.0,31.0,36.0,69.0,69.0,72.0,52.0,34.0
Metropolitana,13,Cerrillos,13102,88956.0,0,0.0,1.0,3.0,1.0,4.0,11.0,14.0,20.0,21.0,68.0,226.0,203.0,276.0,313.0,270.0,345.0,327.0,219.0,62.0
Metropolitana,13,Cerro Navia,13103,142465.0,0,0.0,0.0,2.0,10.0,16.0,15.0,14.0,37.0,49.0,108.0,267.0,566.0,678.0,720.0,744.0,743.0,620.0,448.0,115.0
Metropolitana,13,Colina,13301,180353.0,0,0.0,1.0,3.0,7.0,28.0,16.0,25.0,18.0,22.0,36.0,134.0,369.0,537.0,608.0,612.0,596.0,413.0,308.0,104.0
Metropolitana,13,Conchali,13104,139195.0,0,0.0,0.0,3.0,2.0,17.0,14.0,19.0,40.0,73.0,133.0,378.0,630.0,709.0,665.0,643.0,638.0,550.0,424.0,122.0
Metropolitana,13,Curacavi,13503,36430.0,0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,4.0,1.0,4.0,18.0,40.0,70.0,95.0,137.0,104.0,101.0,64.0,24.0
Metropolitana,13,El Bosque,13105,172000.0,0,0.0,0.0,0.0,1.0,14.0,23.0,34.0,52.0,47.0,87.0,222.0,402.0,551.0,549.0,747.0,837.0,701.0,489.0,150.0
Metropolitana,13,El Monte,13602,40014.0,0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,4.0,3.0,7.0,16.0,39.0,72.0,138.0,100.0,125.0,115.0,142.0,26.0
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,2.0,3.0,11.0,28.0,34.0,40.0,81.0,170.0,365.0,567.0,670.0,675.0,735.0,698.0,562.0,404.0,135.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,0.0,0.0,5.0,20.0,10.0,19.0,20.0,34.0,57.0,201.0,369.0,499.0,447.0,419.0,381.0,277.0,276.0,59.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,26.0,50.0,146.0,308.0,569.0,779.0,772.0,761.0,724.0,565.0,443.0,298.0,92.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,4.0,13.0,25.0,36.0,70.0,89.0,97.0,76.0,71.0,25.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,1.0,0.0,3.0,10.0,13.0,20.0,18.0,28.0,64.0,121.0,240.0,327.0,306.0,425.0,413.0,314.0,261.0,51.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,2.0,12.0,31.0,59.0,65.0,78.0,106.0,204.0,591.0,1016.0,1526.0,1716.0,1626.0,1660.0,1172.0,974.0,304.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,16.0,35.0,22.0,21.0,72.0,268.0,614.0,917.0,1023.0,800.0,812.0,629.0,479.0,153.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,3.0,9.0,21.0,34.0,48.0,94.0,153.0,321.0,666.0,875.0,1262.0,1363.0,1366.0,924.0,605.0,182.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,15.0,12.0,18.0,8.0,13.0,41.0,75.0,124.0,221.0,304.0,252.0,239.0,214.0,162.0,56.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,13.0,15.0,14.0,18.0,50.0,138.0,294.0,347.0,397.0,378.0,435.0,362.0,231.0,77.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,128.0,69.0,42.0,38.0,34.0,74.0,241.0,490.0,677.0,742.0,671.0,553.0,477.0,328.0,103.0
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,55.0,30.0,22.0,37.0,39.0,66.0,150.0,262.0,398.0,411.0,356.0,325.0,300.0,108.0,35.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,1.0,0.0,1.0,5.0,9.0,25.0,30.0,21.0,68.0,165.0,344.0,427.0,377.0,517.0,557.0,389.0,333.0,100.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,4.0,6.0,20.0,16.0,24.0,31.0,105.0,197.0,350.0,492.0,505.0,606.0,510.0,475.0,347.0,86.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,16.0,23.0,20.0,14.0,23.0,79.0,189.0,435.0,532.0,629.0,549.0,626.0,449.0,351.0,111.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,1.0,13.0,50.0,73.0,83.0,96.0,117.0,155.0,426.0,900.0,1311.0,1542.0,1670.0,1804.0,1599.0,1109.0,363.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,24.0,36.0,37.0,38.0,25.0,24.0,16.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,8.0,24.0,36.0,85.0,104.0,211.0,345.0,477.0,470.0,409.0,387.0,100.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,27.0,55.0,43.0,49.0,47.0,67.0,70.0,151.0,364.0,533.0,745.0,648.0,655.0,546.0,389.0,141.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,13.0,10.0,16.0,60.0,98.0,169.0,227.0,231.0,269.0,221.0,163.0,48.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,7.0,3.0,6.0,29.0,82.0,87.0,131.0,152.0,270.0,232.0,181.0,79.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,6.0,15.0,25.0,47.0,32.0,71.0,179.0,362.0,423.0,383.0,500.0,571.0,426.0,314.0,82.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,2.0,5.0,3.0,9.0,6.0,9.0,15.0,28.0,56.0,109.0,205.0,306.0,308.0,335.0,341.0,292.0,87.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,2.0,9.0,30.0,35.0,41.0,52.0,71.0,123.0,397.0,972.0,1313.0,1627.0,1564.0,1420.0,1078.0,768.0,242.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,17.0,38.0,58.0,71.0,161.0,149.0,116.0,113.0,81.0,25.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,28.0,64.0,22.0,24.0,35.0,42.0,40.0,94.0,272.0,316.0,388.0,425.0,288.0,227.0,183.0,64.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,3.0,20.0,27.0,37.0,42.0,46.0,137.0,364.0,665.0,1007.0,1275.0,1252.0,1266.0,848.0,698.0,191.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,3.0,12.0,64.0,103.0,183.0,209.0,331.0,376.0,861.0,1551.0,2187.0,2570.0,2587.0,2815.0,2349.0,1665.0,498.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,20.0,30.0,45.0,45.0,136.0,318.0,551.0,814.0,949.0,887.0,1028.0,1083.0,877.0,599.0,152.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,0.0,2.0,6.0,14.0,26.0,40.0,51.0,53.0,99.0,265.0,460.0,581.0,704.0,724.0,642.0,516.0,370.0,107.0
