Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30
Valparaiso,05,Catemu,05702,15213.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,14.0,15.0,14.0,4.0,18.0,8.0,9.0,7.0,0.0
Valparaiso,05,Concon,05103,45889.0,0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,11.0,6.0,9.0,16.0,19.0,27.0,52.0,43.0,47.0,64.0,63.0,49.0,11.0,0.0
Valparaiso,05,El Quisco,05604,17742.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,5.0,9.0,14.0,15.0,15.0,18.0,11.0,7.0,12.0,21.0,8.0,5.0,0.0
Valparaiso,05,El Tabo,05605,14338.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,3.0,4.0,7.0,6.0,16.0,26.0,19.0,19.0,20.0,27.0,10.0,8.0,1.0,0.0
Valparaiso,05,Hijuelas,05503,19099.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,13.0,12.0,17.0,22.0,18.0,28.0,9.0,0.0
Valparaiso,05,Isla de Pascua,05201,8277.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,Juan Fernandez,05104,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,La Cruz,05504,25321.0,0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,8.0,7.0,4.0,5.0,14.0,15.0,11.0,12.0,23.0,14.0,15.0,9.0,0.0
Valparaiso,05,La Ligua,05401,37739.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,10.0,17.0,27.0,33.0,42.0,28.0,40.0,35.0,37.0,4.0,0.0
Valparaiso,05,Limache,05802,49931.0,0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,6.0,1.0,7.0,25.0,33.0,25.0,36.0,82.0,95.0,91.0,71.0,64.0,45.0,12.0,0.0
Valparaiso,05,Llaillay,05703,26533.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,30.0,23.0,26.0,34.0,23.0,35.0,29.0,30.0,47.0,1.0,0.0
Valparaiso,05,Los Andes,05301,68093.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,10.0,21.0,57.0,86.0,93.0,142.0,117.0,109.0,93.0,84.0,62.0,33.0,0.0
Valparaiso,05,Nogales,05506,23490.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,7.0,9.0,16.0,17.0,13.0,20.0,16.0,9.0,0.0
Valparaiso,05,Olmue,05803,19266.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,11.0,7.0,14.0,22.0,14.0,9.0,16.0,12.0,1.0,0.0
Valparaiso,05,Panquehue,05704,7633.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,4.0,15.0,7.0,11.0,8.0,8.0,15.0,5.0,0.0
Valparaiso,05,Papudo,05403,6201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,13.0,14.0,11.0,7.0,5.0,5.0,3.0,1.0,0.0
Valparaiso,05,Petorca,05404,10558.0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,4.0,5.0,11.0,10.0,5.0,6.0,0.0,0.0
Valparaiso,05,Puchuncavi,05105,20071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,6.0,8.0,30.0,25.0,23.0,18.0,10.0,8.0,1.0,0.0
Valparaiso,05,Putaendo,05705,17645.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,7.0,14.0,28.0,27.0,27.0,26.0,21.0,16.0,1.0,0.0
Valparaiso,05,Quillota,05501,97572.0,0,0.0,0.0,1.0,0.0,3.0,7.0,3.0,8.0,1.0,5.0,3.0,18.0,21.0,45.0,79.0,189.0,168.0,181.0,184.0,178.0,90.0,25.0,0.0
Valparaiso,05,Quilpue,05801,167085.0,0,0.0,0.0,1.0,3.0,4.0,9.0,6.0,4.0,6.0,12.0,19.0,47.0,76.0,79.0,110.0,154.0,133.0,191.0,154.0,156.0,93.0,21.0,0.0
Valparaiso,05,Quintero,05107,36135.0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,24.0,23.0,28.0,40.0,50.0,39.0,37.0,36.0,16.0,24.0,11.0,0.0
Valparaiso,05,Rinconada,05303,11263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,15.0,18.0,15.0,18.0,20.0,21.0,15.0,13.0,13.0,3.0,0.0
Valparaiso,05,San Antonio,05601,96761.0,0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,11.0,22.0,37.0,71.0,60.0,101.0,95.0,138.0,144.0,120.0,93.0,91.0,77.0,53.0,35.0,0.0
Valparaiso,05,San Esteban,05304,20643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,4.0,10.0,16.0,28.0,19.0,20.0,29.0,27.0,23.0,8.0,0.0
Valparaiso,05,San Felipe,05701,83494.0,0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,6.0,19.0,60.0,70.0,115.0,183.0,176.0,108.0,131.0,78.0,46.0,9.0,0.0
Valparaiso,05,Santa Maria,05706,16367.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,15.0,3.0,5.0,8.0,13.0,18.0,30.0,31.0,22.0,28.0,18.0,8.0,0.0
Valparaiso,05,Santo Domingo,05606,11934.0,0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,4.0,4.0,4.0,5.0,4.0,11.0,6.0,9.0,32.0,20.0,10.0,9.0,7.0,4.0,0.0,0.0
Valparaiso,05,Valparaiso,05101,315732.0,0,0.0,0.0,1.0,2.0,11.0,14.0,13.0,20.0,17.0,26.0,83.0,114.0,151.0,234.0,311.0,476.0,460.0,431.0,320.0,254.0,256.0,116.0,0.0
Valparaiso,05,Villa Alemana,05804,139310.0,0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,1.0,5.0,31.0,42.0,50.0,72.0,122.0,176.0,150.0,183.0,117.0,123.0,96.0,23.0,0.0
Valparaiso,05,Vina del Mar,05109,361371.0,0,0.0,1.0,0.0,5.0,23.0,27.0,23.0,13.0,21.0,26.0,78.0,143.0,200.0,235.0,302.0,400.0,355.0,388.0,356.0,289.0,201.0,93.0,0.0
Valparaiso,05,Zapallar,05405,7994.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,17.0,11.0,12.0,11.0,1.0,0.0
Valparaiso,05,Desconocido Valparaiso,,,0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,11.0,8.0,5.0,42.0,29.0,37.0,65.0,55.0,65.0,38.0,49.0,0.0
Valparaiso,05,Total,,1960170.0,0.0,0.0,3.0,4.0,14.0,82.0,107.0,109.0,92.0,110.0,160.0,382.0,643.0,1018.0,1262.0,1764.0,2592.0,2403.0,2442.0,2231.0,1927.0,1491.0,561.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitana,13,Alhue,13502,7405.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,9.0,15.0,25.0,14.0,18.0,31.0,27.0,11.0,0.0
Metropolitana,13,Buin,13402,109641.0,0,0.0,0.0,0.0,0.0,5.0,17.0,10.0,13.0,19.0,21.0,62.0,136.0,188.0,231.0,217.0,283.0,270.0,206.0,167.0,168.0,116.0,56.0,0.0
Metropolitana,13,Calera de Tango,13403,28525.0,0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,5.0,1.0,8.0,19.0,32.0,36.0,69.0,70.0,75.0,56.0,77.0,40.0,31.0,9.0,0.0
Metropolitana,13,Cerrillos,13102,88956.0,0,0.0,1.0,3.0,1.0,4.0,11.0,13.0,21.0,21.0,67.0,227.0,205.0,278.0,316.0,276.0,348.0,338.0,243.0,181.0,157.0,88.0,51.0,0.0
Metropolitana,13,Cerro Navia,13103,142465.0,0,0.0,0.0,2.0,10.0,16.0,15.0,14.0,37.0,50.0,108.0,269.0,572.0,695.0,737.0,763.0,764.0,646.0,549.0,321.0,264.0,178.0,53.0,0.0
Metropolitana,13,Colina,13301,180353.0,0,0.0,1.0,3.0,7.0,28.0,15.0,26.0,17.0,24.0,36.0,134.0,372.0,539.0,609.0,613.0,604.0,419.0,339.0,250.0,176.0,143.0,42.0,0.0
Metropolitana,13,Conchali,13104,139195.0,0,0.0,0.0,2.0,2.0,17.0,14.0,19.0,41.0,74.0,133.0,383.0,632.0,716.0,667.0,647.0,650.0,559.0,463.0,326.0,279.0,189.0,41.0,0.0
Metropolitana,13,Curacavi,13503,36430.0,0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,1.0,4.0,18.0,40.0,72.0,96.0,137.0,106.0,100.0,70.0,56.0,45.0,45.0,25.0,0.0
Metropolitana,13,El Bosque,13105,172000.0,0,0.0,0.0,0.0,1.0,14.0,23.0,34.0,52.0,46.0,89.0,223.0,405.0,552.0,547.0,747.0,853.0,718.0,567.0,480.0,378.0,238.0,88.0,0.0
Metropolitana,13,El Monte,13602,40014.0,0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,3.0,7.0,16.0,41.0,74.0,142.0,100.0,127.0,128.0,151.0,102.0,100.0,67.0,21.0,0.0
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,2.0,3.0,11.0,28.0,34.0,42.0,81.0,169.0,379.0,571.0,674.0,680.0,743.0,695.0,567.0,442.0,316.0,214.0,197.0,74.0,0.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,1.0,0.0,5.0,21.0,10.0,19.0,21.0,33.0,57.0,204.0,374.0,501.0,452.0,423.0,392.0,288.0,308.0,177.0,144.0,95.0,46.0,0.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,26.0,50.0,146.0,308.0,573.0,788.0,776.0,773.0,732.0,570.0,449.0,332.0,213.0,197.0,155.0,61.0,0.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,4.0,13.0,25.0,37.0,70.0,89.0,101.0,81.0,76.0,78.0,68.0,89.0,10.0,0.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,0.0,0.0,3.0,10.0,13.0,18.0,18.0,28.0,64.0,120.0,242.0,328.0,306.0,426.0,412.0,313.0,283.0,184.0,117.0,105.0,22.0,0.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,2.0,12.0,31.0,59.0,64.0,80.0,106.0,208.0,595.0,1036.0,1549.0,1724.0,1631.0,1679.0,1185.0,1079.0,823.0,533.0,397.0,142.0,0.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,16.0,36.0,22.0,21.0,75.0,273.0,614.0,919.0,1026.0,805.0,815.0,643.0,519.0,352.0,350.0,174.0,34.0,0.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,3.0,10.0,21.0,35.0,51.0,94.0,156.0,344.0,744.0,900.0,1273.0,1371.0,1376.0,965.0,711.0,513.0,339.0,228.0,109.0,0.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,12.0,18.0,8.0,13.0,41.0,75.0,125.0,221.0,307.0,255.0,243.0,223.0,182.0,128.0,113.0,69.0,24.0,0.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,13.0,15.0,14.0,18.0,53.0,139.0,295.0,348.0,399.0,381.0,436.0,370.0,253.0,189.0,164.0,145.0,71.0,0.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,128.0,69.0,42.0,37.0,34.0,73.0,247.0,503.0,698.0,752.0,684.0,575.0,495.0,370.0,282.0,212.0,134.0,79.0,0.0
