ID_CAMPAIGN,ID_DATE,DATA_APPLIED,ID_GROUP,POPULATION_GROUP,ID_AP,NAME_AP,ID_AGE_RANGE,AGE_RANGE,NAME_DOSE,DOSES_APPLIED,DATA_UPDATED,ObjectId
56,20210120,2021-01-20,1,IDOSOS,10,AP 53,4,75 a 79 anos,D1,1,2021-01-03,66
56,20210120,2021-01-20,4,TRAB. SAUDE,1,AP 10,135,18 a 59 anos,D2,0,2021-01-03,67
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,135,18 a 59 anos,D2,0,2021-01-03,68
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,135,18 a 59 anos,D2,0,2021-01-03,69
56,20210120,2021-01-20,4,TRAB. SAUDE,4,AP 31,69,(60 anos e +),D2,0,2021-01-03,70
56,20210120,2021-01-20,4,TRAB. SAUDE,4,AP 31,69,(60 anos e +),D2,0,2021-01-03,71
56,20210120,2021-01-20,4,TRAB. SAUDE,5,AP 32,135,18 a 59 anos,D1,254,2021-01-03,72
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,69,(60 anos e +),D1,26,2021-01-03,73
56,20210120,2021-01-20,4,TRAB. SAUDE,8,AP 51,69,(60 anos e +),D2,0,2021-01-03,74
56,20210120,2021-01-20,4,TRAB. SAUDE,8,AP 51,135,18 a 59 anos,D1,670,2021-01-03,75
56,20210120,2021-01-20,4,TRAB. SAUDE,9,AP 52,69,(60 anos e +),D1,36,2021-01-03,76
56,20210120,2021-01-20,4,TRAB. SAUDE,9,AP 52,69,(60 anos e +),D1,0,2021-01-03,77
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,135,18 a 59 anos,D2,0,2021-01-03,78
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,69,(60 anos e +),D2,0,2021-01-03,79
56,20210120,2021-01-20,81,QUILOMBOLAS,4,AP 31,135,18 a 59 anos,D2,0,2021-01-03,80
56,20210120,2021-01-20,81,QUILOMBOLAS,5,AP 32,135,18 a 59 anos,D1,0,2021-01-03,81
56,20210120,2021-01-20,81,QUILOMBOLAS,7,AP 40,135,18 a 59 anos,D1,0,2021-01-03,82
56,20210120,2021-01-20,81,QUILOMBOLAS,8,AP 51,135,18 a 59 anos,D2,0,2021-01-03,83
56,20210120,2021-01-20,82,INDÍGENAS,1,AP 10,137,18 a 80 e mais,D1,0,2021-01-03,84
56,20210120,2021-01-20,82,INDÍGENAS,2,AP 21,137,18 a 80 e mais,D1,0,2021-01-03,85
56,20210120,2021-01-20,82,INDÍGENAS,2,AP 21,137,18 a 80 e mais,D1,0,2021-01-03,86
56,20210120,2021-01-20,82,INDÍGENAS,3,AP 22,137,18 a 80 e mais,D1,3,2021-01-03,87
56,20210120,2021-01-20,82,INDÍGENAS,3,AP 22,137,18 a 80 e mais,D1,0,2021-01-03,88
56,20210120,2021-01-20,82,INDÍGENAS,5,AP 32,137,18 a 80 e mais,D2,0,2021-01-03,89
56,20210120,2021-01-20,82,INDÍGENAS,6,AP 33,137,18 a 80 e mais,D1,0,2021-01-03,90
56,20210120,2021-01-20,82,INDÍGENAS,7,AP 40,137,18 a 80 e mais,D2,0,2021-01-03,91
56,20210120,2021-01-20,82,INDÍGENAS,9,AP 52,137,18 a 80 e mais,D2,0,2021-01-03,92
56,20210120,2021-01-20,82,INDÍGENAS,10,AP 53,137,18 a 80 e mais,D1,0,2021-01-03,93
56,20210119,2021-01-19,1,IDOSOS,5,AP 32,3,70 a 74 anos,D2,0,2021-01-03,94
56,20210119,2021-01-19,1,IDOSOS,6,AP 33,3,70 a 74 anos,D1,1,2021-01-03,95
56,20210119,2021-01-19,1,IDOSOS,6,AP 33,54,80 e mais,D2,0,2021-01-03,96
56,20210119,2021-01-19,4,TRAB. SAUDE,1,AP 10,135,18 a 59 anos,D2,0,2021-01-03,97
56,20210119,2021-01-19,4,TRAB. SAUDE,4,AP 31,135,18 a 59 anos,D1,17,2021-01-03,98
56,20210119,2021-01-19,4,TRAB. SAUDE,4,AP 31,69,(60 anos e +),D1,0,2021-01-03,99
56,20210119,2021-01-19,4,TRAB. SAUDE,4,AP 31,135,18 a 59 anos,D2,0,2021-01-03,100
56,20210120,2021-01-20,81,QUILOMBOLAS,1,AP 10,135,18 a 59 anos,D2,0,2021-01-03,101
56,20210120,2021-01-20,81,QUILOMBOLAS,2,AP 21,135,18 a 59 anos,D1,0,2021-01-03,102
56,20210120,2021-01-20,81,QUILOMBOLAS,4,AP 31,135,18 a 59 anos,D1,0,2021-01-03,103
56,20210120,2021-01-20,81,QUILOMBOLAS,10,AP 53,135,18 a 59 anos,D2,0,2021-01-03,104
56,20210120,2021-01-20,82,INDÍGENAS,2,AP 21,137,18 a 80 e mais,D1,0,2021-01-03,105
56,20210120,2021-01-20,82,INDÍGENAS,2,AP 21,137,18 a 80 e mais,D1,0,2021-01-03,106
56,20210120,2021-01-20,82,INDÍGENAS,3,AP 22,137,18 a 80 e mais,D1,0,2021-01-03,107
56,20210120,2021-01-20,82,INDÍGENAS,3,AP 22,137,18 a 80 e mais,D1,1,2021-01-03,108
56,20210120,2021-01-20,82,INDÍGENAS,4,AP 31,137,18 a 80 e mais,D2,0,2021-01-03,109
56,20210120,2021-01-20,82,INDÍGENAS,5,AP 32,137,18 a 80 e mais,D2,0,2021-01-03,110
56,20210120,2021-01-20,82,INDÍGENAS,6,AP 33,137,18 a 80 e mais,D1,0,2021-01-03,111
56,20210120,2021-01-20,82,INDÍGENAS,10,AP 53,137,18 a 80 e mais,D2,0,2021-01-03,112
56,20210120,2021-01-20,83,ILPI,2,AP 21,69,(60 anos e +),D2,0,2021-01-03,113
56,20210120,2021-01-20,83,ILPI,2,AP 21,69,(60 anos e +),D1,402,2021-01-03,114
56,20210120,2021-01-20,83,ILPI,3,AP 22,69,(60 anos e +),D1,43,2021-01-03,115
56,20210119,2021-01-19,1,IDOSOS,4,AP 31,4,75 a 79 anos,D1,0,2021-01-03,116
56,20210119,2021-01-19,1,IDOSOS,5,AP 32,2,65 a 69 anos,D1,0,2021-01-03,117
56,20210119,2021-01-19,1,IDOSOS,7,AP 40,3,70 a 74 anos,D2,0,2021-01-03,118
56,20210119,2021-01-19,1,IDOSOS,8,AP 51,1,60 a 64 anos,D1,0,2021-01-03,119
56,20210119,2021-01-19,4,TRAB. SAUDE,1,AP 10,69,(60 anos e +),D1,0,2021-01-03,120
56,20210119,2021-01-19,4,TRAB. SAUDE,1,AP 10,69,(60 anos e +),D1,0,2021-01-03,121
56,20210119,2021-01-19,4,TRAB. SAUDE,4,AP 31,69,(60 anos e +),D2,0,2021-01-03,122
56,20210119,2021-01-19,4,TRAB. SAUDE,4,AP 31,135,18 a 59 anos,D1,14,2021-01-03,123
56,20210119,2021-01-19,4,TRAB. SAUDE,4,AP 31,135,18 a 59 anos,D1,16,2021-01-03,124
56,20210119,2021-01-19,4,TRAB. SAUDE,7,AP 40,69,(60 anos e +),D2,0,2021-01-03,125
56,20210119,2021-01-19,4,TRAB. SAUDE,7,AP 40,69,(60 anos e +),D2,0,2021-01-03,126
56,20210119,2021-01-19,4,TRAB. SAUDE,7,AP 40,135,18 a 59 anos,D1,7,2021-01-03,127
56,20210119,2021-01-19,4,TRAB. SAUDE,9,AP 52,69,(60 anos e +),D1,0,2021-01-03,128
56,20210119,2021-01-19,81,QUILOMBOLAS,1,AP 10,135,18 a 59 anos,D2,0,2021-01-03,129
56,20210119,2021-01-19,81,QUILOMBOLAS,5,AP 32,135,18 a 59 anos,D2,0,2021-01-03,130
56,20210119,2021-01-19,81,QUILOMBOLAS,6,AP 33,135,18 a 59 anos,D1,0,2021-01-03,131
56,20210119,2021-01-19,81,QUILOMBOLAS,6,AP 33,135,18 a 59 anos,D2,0,2021-01-03,132
56,20210119,2021-01-19,81,QUILOMBOLAS,8,AP 51,135,18 a 59 anos,D2,0,2021-01-03,133
56,20210119,2021-01-19,81,QUILOMBOLAS,8,AP 51,135,18 a 59 anos,D2,0,2021-01-03,134
56,20210119,2021-01-19,82,INDÍGENAS,1,AP 10,137,18 a 80 e mais,D1,0,2021-01-03,135
56,20210119,2021-01-19,82,INDÍGENAS,1,AP 10,137,18 a 80 e mais,D1,0,2021-01-03,136
56,20210119,2021-01-19,82,INDÍGENAS,4,AP 31,137,18 a 80 e mais,D1,0,2021-01-03,137
56,20210119,2021-01-19,82,INDÍGENAS,6,AP 33,137,18 a 80 e mais,D2,0,2021-01-03,138
56,20210119,2021-01-19,82,INDÍGENAS,7,AP 40,137,18 a 80 e mais,D2,0,2021-01-03,139
56,20210119,2021-01-19,82,INDÍGENAS,7,AP 40,137,18 a 80 e mais,D2,0,2021-01-03,140
56,20210119,2021-01-19,82,INDÍGENAS,8,AP 51,137,18 a 80 e mais,D1,0,2021-01-03,141
56,20210119,2021-01-19,82,INDÍGENAS,8,AP 51,137,18 a 80 e mais,D1,0,2021-01-03,142
56,20210119,2021-01-19,83,ILPI,5,AP 32,69,(60 anos e +),D2,0,2021-01-03,143
56,20210119,2021-01-19,83,ILPI,5,AP 32,69,(60 anos e +),D1,25,2021-01-03,144
56,20210119,2021-01-19,83,ILPI,6,AP 33,69,(60 anos e +),D1,0,2021-01-03,145
56,20210119,2021-01-19,83,ILPI,8,AP 51,69,(60 anos e +),D2,0,2021-01-03,146
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,1,AP 10,135,18 a 59 anos,D1,0,2021-01-03,147
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,4,AP 31,135,18 a 59 anos,D1,0,2021-01-03,148
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,5,AP 32,135,18 a 59 anos,D1,0,2021-01-03,149
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,7,AP 40,135,18 a 59 anos,D2,0,2021-01-03,150
56,20210119,2021-01-19,81,QUILOMBOLAS,9,AP 52,135,18 a 59 anos,D2,0,2021-01-03,151
56,20210119,2021-01-19,82,INDÍGENAS,4,AP 31,137,18 a 80 e mais,D1,0,2021-01-03,152
56,20210119,2021-01-19,82,INDÍGENAS,4,AP 31,137,18 a 80 e mais,D1,0,2021-01-03,153
56,20210119,2021-01-19,82,INDÍGENAS,5,AP 32,137,18 a 80 e mais,D1,0,2021-01-03,154
56,20210119,2021-01-19,82,INDÍGENAS,5,AP 32,137,18 a 80 e mais,D1,0,2021-01-03,155
56,20210119,2021-01-19,82,INDÍGENAS,6,AP 33,137,18 a 80 e mais,D2,0,2021-01-03,156
56,20210119,2021-01-19,82,INDÍGENAS,7,AP 40,137,18 a 80 e mais,D1,0,2021-01-03,157
56,20210119,2021-01-19,82,INDÍGENAS,9,AP 52,137,18 a 80 e mais,D2,0,2021-01-03,158
56,20210119,2021-01-19,83,ILPI,1,AP 10,69,(60 anos e +),D2,0,2021-01-03,159
56,20210119,2021-01-19,83,ILPI,1,AP 10,69,(60 anos e +),D1,0,2021-01-03,160
56,20210119,2021-01-19,83,ILPI,5,AP 32,69,(60 anos e +),D2,0,2021-01-03,161
56,20210119,2021-01-19,83,ILPI,6,AP 33,69,(60 anos e +),D1,0,2021-01-03,162
56,20210119,2021-01-19,83,ILPI,6,AP 33,69,(60 anos e +),D1,0,2021-01-03,163
56,20210119,2021-01-19,83,ILPI,7,AP 40,69,(60 anos e +),D2,0,2021-01-03,164
56,20210119,2021-01-19,83,ILPI,9,AP 52,69,(60 anos e +),D1,0,2021-01-03,165
56,20210119,2021-01-19,83,ILPI,9,AP 52,69,(60 anos e +),D1,0,2021-01-03,166
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,5,AP 32,135,18 a 59 anos,D1,0,2021-01-03,167
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,5,AP 32,135,18 a 59 anos,D2,0,2021-01-03,168
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,6,AP 33,135,18 a 59 anos,D1,0,2021-01-03,169
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,7,AP 40,135,18 a 59 anos,D2,0,2021-01-03,170
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,9,AP 52,135,18 a 59 anos,D1,0,2021-01-03,171
56,20210120,2021-01-20,1,IDOSOS,1,AP 10,1,60 a 64 anos,D2,0,2021-01-03,172
56,20210120,2021-01-20,1,IDOSOS,3,AP 22,3,70 a 74 anos,D1,1,2021-01-03,173
56,20210120,2021-01-20,1,IDOSOS,3,AP 22,54,80 e mais,D2,0,2021-01-03,174
56,20210120,2021-01-20,1,IDOSOS,4,AP 31,3,70 a 74 anos,D1,12,2021-01-03,175
56,20210120,2021-01-20,1,IDOSOS,4,AP 31,54,80 e mais,D2,0,2021-01-03,176
56,20210120,2021-01-20,1,IDOSOS,5,AP 32,54,80 e mais,D1,10,2021-01-03,177
56,20210120,2021-01-20,1,IDOSOS,7,AP 40,2,65 a 69 anos,D1,21,2021-01-03,178
56,20210120,2021-01-20,4,TRAB. SAUDE,1,AP 10,69,(60 anos e +),D1,81,2021-01-03,179
56,20210120,2021-01-20,4,TRAB. SAUDE,1,AP 10,135,18 a 59 anos,D1,1,2021-01-03,180
56,20210120,2021-01-20,4,TRAB. SAUDE,2,AP 21,69,(60 anos e +),D2,0,2021-01-03,181
56,20210120,2021-01-20,4,TRAB. SAUDE,2,AP 21,69,(60 anos e +),D2,0,2021-01-03,182
56,20210120,2021-01-20,4,TRAB. SAUDE,2,AP 21,135,18 a 59 anos,D1,1042,2021-01-03,183
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,135,18 a 59 anos,D1,231,2021-01-03,184
56,20210120,2021-01-20,4,TRAB. SAUDE,4,AP 31,135,18 a 59 anos,D1,845,2021-01-03,185
56,20210120,2021-01-20,4,TRAB. SAUDE,5,AP 32,69,(60 anos e +),D1,20,2021-01-03,186
56,20210120,2021-01-20,4,TRAB. SAUDE,5,AP 32,69,(60 anos e +),D1,3,2021-01-03,187
56,20210120,2021-01-20,4,TRAB. SAUDE,6,AP 33,135,18 a 59 anos,D2,0,2021-01-03,188
56,20210120,2021-01-20,4,TRAB. SAUDE,6,AP 33,69,(60 anos e +),D2,0,2021-01-03,189
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,135,18 a 59 anos,D1,1240,2021-01-03,190
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,69,(60 anos e +),D1,12,2021-01-03,191
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,135,18 a 59 anos,D2,0,2021-01-03,192
56,20210120,2021-01-20,4,TRAB. SAUDE,9,AP 52,135,18 a 59 anos,D2,0,2021-01-03,193
56,20210120,2021-01-20,4,TRAB. SAUDE,9,AP 52,69,(60 anos e +),D2,0,2021-01-03,194
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,135,18 a 59 anos,D1,565,2021-01-03,195
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,69,(60 anos e +),D1,2,2021-01-03,196
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,135,18 a 59 anos,D2,0,2021-01-03,197
56,20210120,2021-01-20,81,QUILOMBOLAS,1,AP 10,135,18 a 59 anos,D2,0,2021-01-03,198
56,20210120,2021-01-20,81,QUILOMBOLAS,3,AP 22,135,18 a 59 anos,D1,0,2021-01-03,199
56,20210120,2021-01-20,81,QUILOMBOLAS,8,AP 51,135,18 a 59 anos,D2,0,2021-01-03,200
56,20210119,2021-01-19,84,INSTITUCIONALIZADOS PCD/OUTROS,8,AP 51,135,18 a 59 anos,D1,0,2021-01-03,201
56,20210120,2021-01-20,1,IDOSOS,1,AP 10,2,65 a 69 anos,D2,0,2021-01-03,202
56,20210120,2021-01-20,1,IDOSOS,2,AP 21,4,75 a 79 anos,D1,0,2021-01-03,203
56,20210120,2021-01-20,1,IDOSOS,3,AP 22,2,65 a 69 anos,D1,4,2021-01-03,204
56,20210120,2021-01-20,1,IDOSOS,4,AP 31,4,75 a 79 anos,D1,2,2021-01-03,205
56,20210120,2021-01-20,1,IDOSOS,5,AP 32,2,65 a 69 anos,D1,33,2021-01-03,206
56,20210120,2021-01-20,1,IDOSOS,7,AP 40,54,80 e mais,D2,0,2021-01-03,207
56,20210120,2021-01-20,1,IDOSOS,8,AP 51,1,60 a 64 anos,D1,0,2021-01-03,208
56,20210120,2021-01-20,1,IDOSOS,10,AP 53,3,70 a 74 anos,D2,0,2021-01-03,209
56,20210120,2021-01-20,4,TRAB. SAUDE,1,AP 10,69,(60 anos e +),D1,113,2021-01-03,210
56,20210120,2021-01-20,4,TRAB. SAUDE,1,AP 10,69,(60 anos e +),D1,9,2021-01-03,211
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,69,(60 anos e +),D2,0,2021-01-03,212
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,135,18 a 59 anos,D1,410,2021-01-03,213
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,69,(60 anos e +),D1,4,2021-01-03,214
56,20210120,2021-01-20,4,TRAB. SAUDE,3,AP 22,135,18 a 59 anos,D2,0,2021-01-03,215
56,20210120,2021-01-20,4,TRAB. SAUDE,5,AP 32,69,(60 anos e +),D1,7,2021-01-03,216
56,20210120,2021-01-20,4,TRAB. SAUDE,5,AP 32,135,18 a 59 anos,D1,12,2021-01-03,217
56,20210120,2021-01-20,4,TRAB. SAUDE,6,AP 33,135,18 a 59 anos,D2,0,2021-01-03,218
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,69,(60 anos e +),D2,0,2021-01-03,219
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,69,(60 anos e +),D2,0,2021-01-03,220
56,20210120,2021-01-20,4,TRAB. SAUDE,7,AP 40,135,18 a 59 anos,D1,1106,2021-01-03,221
56,20210120,2021-01-20,4,TRAB. SAUDE,8,AP 51,69,(60 anos e +),D1,20,2021-01-03,222
56,20210120,2021-01-20,4,TRAB. SAUDE,9,AP 52,135,18 a 59 anos,D2,0,2021-01-03,223
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,69,(60 anos e +),D2,0,2021-01-03,224
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,69,(60 anos e +),D2,0,2021-01-03,225
56,20210120,2021-01-20,4,TRAB. SAUDE,10,AP 53,135,18 a 59 anos,D1,590,2021-01-03,226
56,20210120,2021-01-20,81,QUILOMBOLAS,1,AP 10,135,18 a 59 anos,D2,0,2021-01-03,227
56,20210120,2021-01-20,81,QUILOMBOLAS,2,AP 21,135,18 a 59 anos,D1,0,2021-01-03,228
56,20210120,2021-01-20,81,QUILOMBOLAS,5,AP 32,135,18 a 59 anos,D2,0,2021-01-03,229
56,20210120,2021-01-20,81,QUILOMBOLAS,6,AP 33,135,18 a 59 anos,D1,0,2021-01-03,230
56,20210120,2021-01-20,81,QUILOMBOLAS,6,AP 33,135,18 a 59 anos,D2,0,2021-01-03,231
56,20210120,2021-01-20,81,QUILOMBOLAS,7,AP 40,135,18 a 59 anos,D1,0,2021-01-03,232
56,20210120,2021-01-20,1,IDOSOS,1,AP 10,2,65 a 69 anos,D1,22,2021-01-03,233
56,20210119,2021-01-19,4,TRAB. SAUDE,6,AP 33,135,18 a 59 anos,D2,0,2021-01-03,234
56,20210120,2021-01-20,81,QUILOMBOLAS,8,AP 51,135,18 a 59 anos,D2,0,2021-01-03,235
56,20210120,2021-01-20,82,INDÍGENAS,1,AP 10,137,18 a 80 e mais,D1,0,2021-01-03,236
56,20210120,2021-01-20,82,INDÍGENAS,1,AP 10,137,18 a 80 e mais,D1,0,2021-01-03,237
56,20210120,2021-01-20,82,INDÍGENAS,2,AP 21,137,18 a 80 e mais,D2,0,2021-01-03,238
56,20210120,2021-01-20,82,INDÍGENAS,3,AP 22,137,18 a 80 e mais,D2,0,2021-01-03,239
56,20210119,2021-01-19,1,IDOSOS,1,AP 10,3,70 a 74 anos,D2,0,2021-01-03,240
