Fecha,Origen,Destino,Viajes
2020-03-25,La Reina,La Florida,503
2020-03-25,La Reina,La Granja,51
2020-03-25,La Reina,La Pintana,53
2020-03-25,La Reina,La Reina,999
2020-03-25,La Reina,Las Condes,618
2020-03-25,La Reina,Lo Barnechea,43
2020-03-25,La Reina,Lo Espejo,64
2020-03-25,La Reina,Lo Prado,233
2020-03-25,La Reina,Macul,124
2020-03-25,La Reina,Maipu,125
2020-03-25,La Reina,Nunoa,1097
2020-03-25,La Reina,Pedro Aguirre Cerda,109
2020-03-25,La Reina,Penalolen,645
2020-03-25,La Reina,Providencia,653
2020-03-25,La Reina,Pudahuel,159
2020-03-25,La Reina,Puente Alto,689
2020-03-25,La Reina,Quilicura,174
2020-03-25,La Reina,Quinta Normal,119
2020-03-25,La Reina,Recoleta,215
2020-03-25,La Reina,Renca,44
2020-03-25,La Reina,San Bernardo,104
2020-03-25,La Reina,San Joaquin,74
2020-03-25,La Reina,San Miguel,132
2020-03-25,La Reina,San Ramon,111
2020-03-25,La Reina,Santiago,1632
2020-03-25,La Reina,Vitacura,72
2020-03-25,Las Condes,Cerrillos,438
2020-03-25,Las Condes,Cerro Navia,669
2020-03-25,Las Condes,Conchali,533
2020-03-25,Las Condes,El Bosque,344
2020-03-25,Las Condes,Estacion Central,2308
2020-03-25,Las Condes,Huechuraba,398
2020-03-25,Las Condes,Independencia,775
2020-03-25,Las Condes,La Cisterna,889
2020-03-25,Las Condes,La Florida,1823
2020-03-25,Las Condes,La Granja,213
2020-03-25,Las Condes,La Pintana,245
2020-03-25,Las Condes,La Reina,466
2020-03-25,Las Condes,Las Condes,6061
2020-03-25,Las Condes,Lo Barnechea,768
2020-03-25,Las Condes,Lo Espejo,336
2020-03-25,Las Condes,Lo Prado,1902
2020-03-25,Las Condes,Macul,397
2020-03-25,Las Condes,Maipu,1082
2020-03-25,Las Condes,Nunoa,1218
2020-03-25,Las Condes,Pedro Aguirre Cerda,611
2020-03-25,Las Condes,Penalolen,1248
2020-03-25,Las Condes,Providencia,2825
2020-03-25,Las Condes,Pudahuel,868
2020-03-25,Las Condes,Puente Alto,2663
2020-03-25,Las Condes,Quilicura,600
2020-03-25,Las Condes,Quinta Normal,585
2020-03-25,Las Condes,Recoleta,934
2020-03-25,Las Condes,Renca,317
2020-03-25,Las Condes,San Bernardo,645
2020-03-25,Las Condes,San Joaquin,296
2020-03-25,Las Condes,San Miguel,805
2020-03-25,Las Condes,San Ramon,466
2020-03-25,Las Condes,Santiago,7280
2020-03-25,Las Condes,Vitacura,466
2020-03-25,Lo Barnechea,Cerrillos,47
2020-03-25,Lo Barnechea,Cerro Navia,124
2020-03-25,Lo Barnechea,Conchali,87
2020-03-25,Lo Barnechea,El Bosque,57
2020-03-25,Lo Barnechea,Estacion Central,324
2020-03-25,Lo Barnechea,Huechuraba,73
2020-03-25,Lo Barnechea,Independencia,121
2020-03-25,Lo Barnechea,La Cisterna,138
2020-03-25,Lo Barnechea,La Florida,197
2020-03-25,Lo Barnechea,La Granja,36
2020-03-25,Lo Barnechea,La Pintana,45
2020-03-25,Lo Barnechea,La Reina,53
2020-03-25,Lo Barnechea,Las Condes,677
2020-03-25,Lo Barnechea,Lo Barnechea,713
2020-03-25,Lo Barnechea,Lo Espejo,50
2020-03-25,Lo Barnechea,Lo Prado,210
2020-03-25,Lo Barnechea,Macul,63
2020-03-25,Lo Barnechea,Maipu,102
2020-03-25,Lo Barnechea,Nunoa,155
2020-03-25,Lo Barnechea,Pedro Aguirre Cerda,85
2020-03-25,Lo Barnechea,Penalolen,171
2020-03-25,Lo Barnechea,Providencia,278
2020-03-25,Lo Barnechea,Pudahuel,143
2020-03-25,Lo Barnechea,Puente Alto,301
2020-03-25,Lo Barnechea,Quilicura,87
2020-03-25,Lo Barnechea,Quinta Normal,100
2020-03-25,Lo Barnechea,Recoleta,153
2020-03-25,Lo Barnechea,Renca,46
2020-03-25,Lo Barnechea,San Bernardo,58
2020-03-25,Lo Barnechea,San Joaquin,34
2020-03-25,Lo Barnechea,San Miguel,70
2020-03-25,Lo Barnechea,San Ramon,48
2020-03-25,Lo Barnechea,Santiago,886
2020-03-25,Lo Barnechea,Vitacura,351
2020-03-25,Lo Espejo,Cerrillos,161
2020-03-25,Lo Espejo,Cerro Navia,22
2020-03-25,Lo Espejo,Conchali,49
2020-03-25,Lo Espejo,El Bosque,85
2020-03-25,Lo Espejo,Estacion Central,473
2020-03-25,Lo Espejo,Huechuraba,36
2020-03-25,Lo Espejo,Independencia,62
2020-03-25,Lo Espejo,La Cisterna,646
2020-03-25,Lo Espejo,La Florida,209
2020-03-25,Lo Espejo,La Granja,33
2020-03-25,Lo Espejo,La Pintana,60
2020-03-25,Lo Espejo,La Reina,96
2020-03-25,Lo Espejo,Las Condes,527
2020-03-25,Lo Espejo,Lo Barnechea,42
2020-03-25,Lo Espejo,Lo Espejo,872
2020-03-25,Lo Espejo,Lo Prado,54
2020-03-25,Lo Espejo,Macul,61
2020-03-25,Lo Espejo,Maipu,261
2020-03-25,Lo Espejo,Nunoa,287
2020-03-25,Lo Espejo,Pedro Aguirre Cerda,355
2020-03-25,Lo Espejo,Penalolen,61
2020-03-25,Lo Espejo,Providencia,634
2020-03-25,Lo Espejo,Pudahuel,55
2020-03-25,Lo Espejo,Puente Alto,69
2020-03-25,Lo Espejo,Quilicura,71
2020-03-25,Lo Espejo,Quinta Normal,57
2020-03-25,Lo Espejo,Recoleta,210
2020-03-25,Lo Espejo,Renca,47
2020-03-25,Lo Espejo,San Bernardo,341
2020-03-25,Lo Espejo,San Joaquin,85
2020-03-25,Lo Espejo,San Miguel,434
2020-03-25,Lo Espejo,San Ramon,70
2020-03-25,Lo Espejo,Santiago,1560
2020-03-25,Lo Espejo,Vitacura,62
2020-03-25,Lo Prado,Cerrillos,143
2020-03-25,Lo Prado,Cerro Navia,848
2020-03-25,Lo Prado,Conchali,156
2020-03-25,Lo Prado,El Bosque,76
2020-03-25,Lo Prado,Estacion Central,1753
2020-03-25,Lo Prado,Huechuraba,106
2020-03-25,Lo Prado,Independencia,296
2020-03-25,Lo Prado,La Cisterna,333
2020-03-25,Lo Prado,La Florida,462
2020-03-25,Lo Prado,La Granja,30
2020-03-25,Lo Prado,La Pintana,51
2020-03-25,Lo Prado,La Reina,232
2020-03-25,Lo Prado,Las Condes,1999
2020-03-25,Lo Prado,Lo Barnechea,165
2020-03-25,Lo Prado,Lo Espejo,62
2020-03-25,Lo Prado,Lo Prado,2033
2020-03-25,Lo Prado,Macul,176
2020-03-25,Lo Prado,Maipu,2318
2020-03-25,Lo Prado,Nunoa,927
2020-03-25,Lo Prado,Pedro Aguirre Cerda,99
2020-03-25,Lo Prado,Penalolen,192
2020-03-25,Lo Prado,Providencia,2470
2020-03-25,Lo Prado,Pudahuel,2447
2020-03-25,Lo Prado,Puente Alto,300
2020-03-25,Lo Prado,Quilicura,253
2020-03-25,Lo Prado,Quinta Normal,688
2020-03-25,Lo Prado,Recoleta,786
2020-03-25,Lo Prado,Renca,124
2020-03-25,Lo Prado,San Bernardo,261
2020-03-25,Lo Prado,San Joaquin,233
2020-03-25,Lo Prado,San Miguel,428
2020-03-25,Lo Prado,San Ramon,77
2020-03-25,Lo Prado,Santiago,6014
2020-03-25,Lo Prado,Vitacura,200
2020-03-25,Macul,Cerrillos,134
2020-03-25,Macul,Cerro Navia,101
2020-03-25,Macul,Conchali,110
2020-03-25,Macul,El Bosque,85
2020-03-25,Macul,Estacion Central,252
2020-03-25,Macul,Huechuraba,62
2020-03-25,Macul,Independencia,173
2020-03-25,Macul,La Cisterna,163
2020-03-25,Macul,La Florida,1003
2020-03-25,Macul,La Granja,42
2020-03-25,Macul,La Pintana,74
2020-03-25,Macul,La Reina,137
2020-03-25,Macul,Las Condes,467
2020-03-25,Macul,Lo Barnechea,59
2020-03-25,Macul,Lo Espejo,65
2020-03-25,Macul,Lo Prado,241
2020-03-25,Macul,Macul,1173
2020-03-25,Macul,Maipu,226
2020-03-25,Macul,Nunoa,998
2020-03-25,Macul,Pedro Aguirre Cerda,138
2020-03-25,Macul,Penalolen,573
2020-03-25,Macul,Providencia,947
2020-03-25,Macul,Pudahuel,197
2020-03-25,Macul,Puente Alto,648
2020-03-25,Macul,Quilicura,165
2020-03-25,Macul,Quinta Normal,164
2020-03-25,Macul,Recoleta,258
2020-03-25,Macul,Renca,70
2020-03-25,Macul,San Bernardo,106
2020-03-25,Macul,San Joaquin,295
2020-03-25,Macul,San Miguel,203
2020-03-25,Macul,San Ramon,102
2020-03-25,Macul,Santiago,1876
2020-03-25,Macul,Vitacura,58
2020-03-25,Maipu,Cerrillos,1401
2020-03-25,Maipu,Cerro Navia,322
2020-03-25,Maipu,Conchali,160
2020-03-25,Maipu,El Bosque,97
2020-03-25,Maipu,Estacion Central,3042
2020-03-25,Maipu,Huechuraba,108
2020-03-25,Maipu,Independencia,306
2020-03-25,Maipu,La Cisterna,253
2020-03-25,Maipu,La Florida,338
2020-03-25,Maipu,La Granja,40
2020-03-25,Maipu,La Pintana,48
2020-03-25,Maipu,La Reina,202
2020-03-25,Maipu,Las Condes,1761
2020-03-25,Maipu,Lo Barnechea,90
2020-03-25,Maipu,Lo Espejo,287
2020-03-25,Maipu,Lo Prado,564
2020-03-25,Maipu,Macul,186
2020-03-25,Maipu,Maipu,14299
2020-03-25,Maipu,Nunoa,1118
2020-03-25,Maipu,Pedro Aguirre Cerda,256
2020-03-25,Maipu,Penalolen,188
2020-03-25,Maipu,Providencia,2480
2020-03-25,Maipu,Pudahuel,865
2020-03-25,Maipu,Puente Alto,142
2020-03-25,Maipu,Quilicura,288
2020-03-25,Maipu,Quinta Normal,400
2020-03-25,Maipu,Recoleta,681
2020-03-25,Maipu,Renca,242
2020-03-25,Maipu,San Bernardo,282
2020-03-25,Maipu,San Joaquin,284
2020-03-25,Maipu,San Miguel,382
2020-03-25,Maipu,San Ramon,57
2020-03-25,Maipu,Santiago,5983
2020-03-25,Maipu,Vitacura,266
2020-03-25,Nunoa,Cerrillos,509
2020-03-25,Nunoa,Cerro Navia,366
2020-03-25,Nunoa,Conchali,516
2020-03-25,Nunoa,El Bosque,235
2020-03-25,Nunoa,Estacion Central,913
2020-03-25,Nunoa,Huechuraba,125
2020-03-25,Nunoa,Independencia,643
2020-03-25,Nunoa,La Cisterna,716
2020-03-25,Nunoa,La Florida,1633
2020-03-25,Nunoa,La Granja,151
2020-03-25,Nunoa,La Pintana,207
2020-03-25,Nunoa,La Reina,801
2020-03-25,Nunoa,Las Condes,1231
2020-03-25,Nunoa,Lo Barnechea,79
2020-03-25,Nunoa,Lo Espejo,167
2020-03-25,Nunoa,Lo Prado,972
2020-03-25,Nunoa,Macul,1374
2020-03-25,Nunoa,Maipu,789
2020-03-25,Nunoa,Nunoa,4710
2020-03-25,Nunoa,Pedro Aguirre Cerda,479
2020-03-25,Nunoa,Penalolen,2209
2020-03-25,Nunoa,Providencia,2269
2020-03-25,Nunoa,Pudahuel,752
2020-03-25,Nunoa,Puente Alto,1963
2020-03-25,Nunoa,Quilicura,694
2020-03-25,Nunoa,Quinta Normal,449
2020-03-25,Nunoa,Recoleta,842
2020-03-25,Nunoa,Renca,205
2020-03-25,Nunoa,San Bernardo,493
2020-03-25,Nunoa,San Joaquin,284
2020-03-25,Nunoa,San Miguel,630
2020-03-25,Nunoa,San Ramon,282
2020-03-25,Nunoa,Santiago,6002
2020-03-25,Nunoa,Vitacura,105
2020-03-25,Pedro Aguirre Cerda,Cerrillos,283
2020-03-25,Pedro Aguirre Cerda,Cerro Navia,29
2020-03-25,Pedro Aguirre Cerda,Conchali,45
2020-03-25,Pedro Aguirre Cerda,El Bosque,100
2020-03-25,Pedro Aguirre Cerda,Estacion Central,480
2020-03-25,Pedro Aguirre Cerda,Huechuraba,32
2020-03-25,Pedro Aguirre Cerda,Independencia,106
2020-03-25,Pedro Aguirre Cerda,La Cisterna,232
2020-03-25,Pedro Aguirre Cerda,La Florida,234
2020-03-25,Pedro Aguirre Cerda,La Granja,16
2020-03-25,Pedro Aguirre Cerda,La Pintana,58
2020-03-25,Pedro Aguirre Cerda,La Reina,112
2020-03-25,Pedro Aguirre Cerda,Las Condes,663
2020-03-25,Pedro Aguirre Cerda,Lo Barnechea,61
2020-03-25,Pedro Aguirre Cerda,Lo Espejo,410
2020-03-25,Pedro Aguirre Cerda,Lo Prado,69
2020-03-25,Pedro Aguirre Cerda,Macul,126
2020-03-25,Pedro Aguirre Cerda,Maipu,339
2020-03-25,Pedro Aguirre Cerda,Nunoa,631
2020-03-25,Pedro Aguirre Cerda,Pedro Aguirre Cerda,833
2020-03-25,Pedro Aguirre Cerda,Penalolen,103
2020-03-25,Pedro Aguirre Cerda,Providencia,899
2020-03-25,Pedro Aguirre Cerda,Pudahuel,75
2020-03-25,Pedro Aguirre Cerda,Puente Alto,142
2020-03-25,Pedro Aguirre Cerda,Quilicura,83
2020-03-25,Pedro Aguirre Cerda,Quinta Normal,77
2020-03-25,Pedro Aguirre Cerda,Recoleta,285
2020-03-25,Pedro Aguirre Cerda,Renca,45
2020-03-25,Pedro Aguirre Cerda,San Bernardo,443
2020-03-25,Pedro Aguirre Cerda,San Joaquin,127
2020-03-25,Pedro Aguirre Cerda,San Miguel,501
2020-03-25,Pedro Aguirre Cerda,San Ramon,55
2020-03-25,Pedro Aguirre Cerda,Santiago,2042
2020-03-25,Pedro Aguirre Cerda,Vitacura,60
2020-03-25,Penalolen,Cerrillos,111
2020-03-25,Penalolen,Cerro Navia,72
2020-03-25,Penalolen,Conchali,143
2020-03-25,Penalolen,El Bosque,104
2020-03-25,Penalolen,Estacion Central,405
2020-03-25,Penalolen,Huechuraba,101
2020-03-25,Penalolen,Independencia,244
2020-03-25,Penalolen,La Cisterna,466
2020-03-25,Penalolen,La Florida,1007
2020-03-25,Penalolen,La Granja,66
2020-03-25,Penalolen,La Pintana,75
2020-03-25,Penalolen,La Reina,890
2020-03-25,Penalolen,Las Condes,1600
2020-03-25,Penalolen,Lo Barnechea,135
2020-03-25,Penalolen,Lo Espejo,44
2020-03-25,Penalolen,Lo Prado,204
2020-03-25,Penalolen,Macul,681
2020-03-25,Penalolen,Maipu,149
2020-03-25,Penalolen,Nunoa,2074
2020-03-25,Penalolen,Pedro Aguirre Cerda,113
2020-03-25,Penalolen,Penalolen,3052
2020-03-25,Penalolen,Providencia,2084
2020-03-25,Penalolen,Pudahuel,192
2020-03-25,Penalolen,Puente Alto,1255
2020-03-25,Penalolen,Quilicura,281
2020-03-25,Penalolen,Quinta Normal,142
2020-03-25,Penalolen,Recoleta,279
2020-03-25,Penalolen,Renca,68
2020-03-25,Penalolen,San Bernardo,114
2020-03-25,Penalolen,San Joaquin,165
2020-03-25,Penalolen,San Miguel,248
2020-03-25,Penalolen,San Ramon,218
2020-03-25,Penalolen,Santiago,2660
2020-03-25,Penalolen,Vitacura,253
2020-03-25,Providencia,Cerrillos,608
2020-03-25,Providencia,Cerro Navia,787
2020-03-25,Providencia,Conchali,618
2020-03-25,Providencia,El Bosque,488
2020-03-25,Providencia,Estacion Central,2493
2020-03-25,Providencia,Huechuraba,308
2020-03-25,Providencia,Independencia,877
2020-03-25,Providencia,La Cisterna,1278
2020-03-25,Providencia,La Florida,2771
2020-03-25,Providencia,La Granja,254
2020-03-25,Providencia,La Pintana,338
2020-03-25,Providencia,La Reina,723
2020-03-25,Providencia,Las Condes,2849
2020-03-25,Providencia,Lo Barnechea,204
2020-03-25,Providencia,Lo Espejo,350
2020-03-25,Providencia,Lo Prado,2368
2020-03-25,Providencia,Macul,722
2020-03-25,Providencia,Maipu,1558
2020-03-25,Providencia,Nunoa,2103
2020-03-25,Providencia,Pedro Aguirre Cerda,762
2020-03-25,Providencia,Penalolen,1632
2020-03-25,Providencia,Providencia,4151
2020-03-25,Providencia,Pudahuel,1334
2020-03-25,Providencia,Puente Alto,3472
2020-03-25,Providencia,Quilicura,652
2020-03-25,Providencia,Quinta Normal,870
2020-03-25,Providencia,Recoleta,1177
2020-03-25,Providencia,Renca,504
2020-03-25,Providencia,San Bernardo,862
2020-03-25,Providencia,San Joaquin,379
2020-03-25,Providencia,San Miguel,1116
2020-03-25,Providencia,San Ramon,557
2020-03-25,Providencia,Santiago,8868
2020-03-25,Providencia,Vitacura,375
2020-03-25,Pudahuel,Cerrillos,72
2020-03-25,Pudahuel,Cerro Navia,1060
2020-03-25,Pudahuel,Conchali,159
2020-03-25,Pudahuel,El Bosque,61
2020-03-25,Pudahuel,Estacion Central,1183
2020-03-25,Pudahuel,Huechuraba,80
2020-03-25,Pudahuel,Independencia,295
2020-03-25,Pudahuel,La Cisterna,315
2020-03-25,Pudahuel,La Florida,599
2020-03-25,Pudahuel,La Granja,20
2020-03-25,Pudahuel,La Pintana,44
2020-03-25,Pudahuel,La Reina,240
2020-03-25,Pudahuel,Las Condes,1223
2020-03-25,Pudahuel,Lo Barnechea,108
2020-03-25,Pudahuel,Lo Espejo,52
2020-03-25,Pudahuel,Lo Prado,1876
2020-03-25,Pudahuel,Macul,215
2020-03-25,Pudahuel,Maipu,1157
2020-03-25,Pudahuel,Nunoa,949
2020-03-25,Pudahuel,Pedro Aguirre Cerda,95
2020-03-25,Pudahuel,Penalolen,205
2020-03-25,Pudahuel,Providencia,1853
2020-03-25,Pudahuel,Pudahuel,4871
2020-03-25,Pudahuel,Puente Alto,331
2020-03-25,Pudahuel,Quilicura,300
2020-03-25,Pudahuel,Quinta Normal,875
2020-03-25,Pudahuel,Recoleta,615
2020-03-25,Pudahuel,Renca,311
2020-03-25,Pudahuel,San Bernardo,141
2020-03-25,Pudahuel,San Joaquin,283
2020-03-25,Pudahuel,San Miguel,372
2020-03-25,Pudahuel,San Ramon,71
2020-03-25,Pudahuel,Santiago,5508
2020-03-25,Pudahuel,Vitacura,176
2020-03-25,Puente Alto,Cerrillos,198
2020-03-25,Puente Alto,Cerro Navia,73
2020-03-25,Puente Alto,Conchali,215
2020-03-25,Puente Alto,El Bosque,127
2020-03-25,Puente Alto,Estacion Central,627
2020-03-25,Puente Alto,Huechuraba,159
2020-03-25,Puente Alto,Independencia,385
2020-03-25,Puente Alto,La Cisterna,771
2020-03-25,Puente Alto,La Florida,3839
2020-03-25,Puente Alto,La Granja,347
2020-03-25,Puente Alto,La Pintana,468
2020-03-25,Puente Alto,La Reina,1083
2020-03-25,Puente Alto,Las Condes,3690
2020-03-25,Puente Alto,Lo Barnechea,272
2020-03-25,Puente Alto,Lo Espejo,65
2020-03-25,Puente Alto,Lo Prado,371
2020-03-25,Puente Alto,Macul,1028
2020-03-25,Puente Alto,Maipu,130
2020-03-25,Puente Alto,Nunoa,2328
2020-03-25,Puente Alto,Pedro Aguirre Cerda,199
2020-03-25,Puente Alto,Penalolen,1455
2020-03-25,Puente Alto,Providencia,5395
2020-03-25,Puente Alto,Pudahuel,327
2020-03-25,Puente Alto,Puente Alto,12931
2020-03-25,Puente Alto,Quilicura,380
2020-03-25,Puente Alto,Quinta Normal,284
2020-03-25,Puente Alto,Recoleta,753
2020-03-25,Puente Alto,Renca,92
2020-03-25,Puente Alto,San Bernardo,137
2020-03-25,Puente Alto,San Joaquin,916
2020-03-25,Puente Alto,San Miguel,484
2020-03-25,Puente Alto,San Ramon,178
2020-03-25,Puente Alto,Santiago,6017
2020-03-25,Puente Alto,Vitacura,494
2020-03-25,Quilicura,Cerrillos,105
2020-03-25,Quilicura,Cerro Navia,136
2020-03-25,Quilicura,Conchali,1553
2020-03-25,Quilicura,El Bosque,90
2020-03-25,Quilicura,Estacion Central,713
2020-03-25,Quilicura,Huechuraba,303
2020-03-25,Quilicura,Independencia,1273
2020-03-25,Quilicura,La Cisterna,411
2020-03-25,Quilicura,La Florida,559
2020-03-25,Quilicura,La Granja,28
2020-03-25,Quilicura,La Pintana,57
2020-03-25,Quilicura,La Reina,236
2020-03-25,Quilicura,Las Condes,730
2020-03-25,Quilicura,Lo Barnechea,96
2020-03-25,Quilicura,Lo Espejo,79
2020-03-25,Quilicura,Lo Prado,402
2020-03-25,Quilicura,Macul,174
2020-03-25,Quilicura,Maipu,318
2020-03-25,Quilicura,Nunoa,1056
2020-03-25,Quilicura,Pedro Aguirre Cerda,128
2020-03-25,Quilicura,Penalolen,338
2020-03-25,Quilicura,Providencia,1054
2020-03-25,Quilicura,Pudahuel,478
2020-03-25,Quilicura,Puente Alto,339
2020-03-25,Quilicura,Quilicura,6716
2020-03-25,Quilicura,Quinta Normal,301
2020-03-25,Quilicura,Recoleta,970
2020-03-25,Quilicura,Renca,561
2020-03-25,Quilicura,San Bernardo,130
2020-03-25,Quilicura,San Joaquin,158
2020-03-25,Quilicura,San Miguel,467
2020-03-25,Quilicura,San Ramon,97
2020-03-25,Quilicura,Santiago,5221
2020-03-25,Quilicura,Vitacura,250
2020-03-25,Quinta Normal,Cerrillos,103
2020-03-25,Quinta Normal,Cerro Navia,1341
2020-03-25,Quinta Normal,Conchali,89
2020-03-25,Quinta Normal,El Bosque,43
2020-03-25,Quinta Normal,Estacion Central,464
2020-03-25,Quinta Normal,Huechuraba,70
2020-03-25,Quinta Normal,Independencia,136
2020-03-25,Quinta Normal,La Cisterna,199
2020-03-25,Quinta Normal,La Florida,415
2020-03-25,Quinta Normal,La Granja,21
2020-03-25,Quinta Normal,La Pintana,34
2020-03-25,Quinta Normal,La Reina,165
2020-03-25,Quinta Normal,Las Condes,745
2020-03-25,Quinta Normal,Lo Barnechea,68
2020-03-25,Quinta Normal,Lo Espejo,71
2020-03-25,Quinta Normal,Lo Prado,523
2020-03-25,Quinta Normal,Macul,173
2020-03-25,Quinta Normal,Maipu,359
2020-03-25,Quinta Normal,Nunoa,566
2020-03-25,Quinta Normal,Pedro Aguirre Cerda,70
2020-03-25,Quinta Normal,Penalolen,117
2020-03-25,Quinta Normal,Providencia,1031
2020-03-25,Quinta Normal,Pudahuel,712
2020-03-25,Quinta Normal,Puente Alto,241
2020-03-25,Quinta Normal,Quilicura,229
2020-03-25,Quinta Normal,Quinta Normal,1764
2020-03-25,Quinta Normal,Recoleta,345
2020-03-25,Quinta Normal,Renca,354
2020-03-25,Quinta Normal,San Bernardo,161
2020-03-25,Quinta Normal,San Joaquin,200
2020-03-25,Quinta Normal,San Miguel,213
2020-03-25,Quinta Normal,San Ramon,47
2020-03-25,Quinta Normal,Santiago,3438
2020-03-25,Quinta Normal,Vitacura,179
2020-03-25,Recoleta,Cerrillos,222
2020-03-25,Recoleta,Cerro Navia,252
2020-03-25,Recoleta,Conchali,1398
2020-03-25,Recoleta,El Bosque,164
2020-03-25,Recoleta,Estacion Central,1169
2020-03-25,Recoleta,Huechuraba,832
2020-03-25,Recoleta,Independencia,1406
2020-03-25,Recoleta,La Cisterna,1061
2020-03-25,Recoleta,La Florida,699
2020-03-25,Recoleta,La Granja,104
2020-03-25,Recoleta,La Pintana,127
2020-03-25,Recoleta,La Reina,229
2020-03-25,Recoleta,Las Condes,1117
2020-03-25,Recoleta,Lo Barnechea,133
2020-03-25,Recoleta,Lo Espejo,128
2020-03-25,Recoleta,Lo Prado,860
2020-03-25,Recoleta,Macul,246
2020-03-25,Recoleta,Maipu,504
2020-03-25,Recoleta,Nunoa,1015
2020-03-25,Recoleta,Pedro Aguirre Cerda,308
2020-03-25,Recoleta,Penalolen,279
2020-03-25,Recoleta,Providencia,1372
2020-03-25,Recoleta,Pudahuel,545
2020-03-25,Recoleta,Puente Alto,576
2020-03-25,Recoleta,Quilicura,1129
2020-03-25,Recoleta,Quinta Normal,364
2020-03-25,Recoleta,Recoleta,5925
2020-03-25,Recoleta,Renca,331
2020-03-25,Recoleta,San Bernardo,301
2020-03-25,Recoleta,San Joaquin,262
2020-03-25,Recoleta,San Miguel,960
2020-03-25,Recoleta,San Ramon,192
2020-03-25,Recoleta,Santiago,5589
2020-03-25,Recoleta,Vitacura,254
2020-03-25,Renca,Cerrillos,94
2020-03-25,Renca,Cerro Navia,221
2020-03-25,Renca,Conchali,220
2020-03-25,Renca,El Bosque,50
2020-03-25,Renca,Estacion Central,354
2020-03-25,Renca,Huechuraba,87
2020-03-25,Renca,Independencia,352
2020-03-25,Renca,La Cisterna,180
2020-03-25,Renca,La Florida,219
2020-03-25,Renca,La Granja,33
2020-03-25,Renca,La Pintana,29
2020-03-25,Renca,La Reina,86
2020-03-25,Renca,Las Condes,618
2020-03-25,Renca,Lo Barnechea,67
2020-03-25,Renca,Lo Espejo,53
2020-03-25,Renca,Lo Prado,133
2020-03-25,Renca,Macul,106
2020-03-25,Renca,Maipu,252
2020-03-25,Renca,Nunoa,413
2020-03-25,Renca,Pedro Aguirre Cerda,52
2020-03-25,Renca,Penalolen,131
2020-03-25,Renca,Providencia,826
2020-03-25,Renca,Pudahuel,403
2020-03-25,Renca,Puente Alto,148
2020-03-25,Renca,Quilicura,294
2020-03-25,Renca,Quinta Normal,369
2020-03-25,Renca,Recoleta,394
2020-03-25,Renca,Renca,3097
2020-03-25,Renca,San Bernardo,101
2020-03-25,Renca,San Joaquin,150
2020-03-25,Renca,San Miguel,243
2020-03-25,Renca,San Ramon,53
2020-03-25,Renca,Santiago,2353
2020-03-25,Renca,Vitacura,114
2020-03-25,San Bernardo,Cerrillos,149
2020-03-25,San Bernardo,Cerro Navia,67
2020-03-25,San Bernardo,Conchali,112
2020-03-25,San Bernardo,El Bosque,709
2020-03-25,San Bernardo,Estacion Central,2274
2020-03-25,San Bernardo,Huechuraba,87
2020-03-25,San Bernardo,Independencia,169
2020-03-25,San Bernardo,La Cisterna,527
2020-03-25,San Bernardo,La Florida,284
2020-03-25,San Bernardo,La Granja,52
2020-03-25,San Bernardo,La Pintana,290
2020-03-25,San Bernardo,La Reina,166
2020-03-25,San Bernardo,Las Condes,844
2020-03-25,San Bernardo,Lo Barnechea,55
2020-03-25,San Bernardo,Lo Espejo,370
2020-03-25,San Bernardo,Lo Prado,236
2020-03-25,San Bernardo,Macul,132
2020-03-25,San Bernardo,Maipu,157
2020-03-25,San Bernardo,Nunoa,663
2020-03-25,San Bernardo,Pedro Aguirre Cerda,543
2020-03-25,San Bernardo,Penalolen,143
2020-03-25,San Bernardo,Providencia,1107
2020-03-25,San Bernardo,Pudahuel,107
2020-03-25,San Bernardo,Puente Alto,139
2020-03-25,San Bernardo,Quilicura,149
2020-03-25,San Bernardo,Quinta Normal,146
2020-03-25,San Bernardo,Recoleta,471
2020-03-25,San Bernardo,Renca,91
2020-03-25,San Bernardo,San Bernardo,3573
2020-03-25,San Bernardo,San Joaquin,194
2020-03-25,San Bernardo,San Miguel,440
2020-03-25,San Bernardo,San Ramon,81
2020-03-25,San Bernardo,Santiago,2462
2020-03-25,San Bernardo,Vitacura,93
2020-03-25,San Joaquin,Cerrillos,169
2020-03-25,San Joaquin,Cerro Navia,79
2020-03-25,San Joaquin,Conchali,116
2020-03-25,San Joaquin,El Bosque,78
2020-03-25,San Joaquin,Estacion Central,212
2020-03-25,San Joaquin,Huechuraba,50
2020-03-25,San Joaquin,Independencia,167
2020-03-25,San Joaquin,La Cisterna,232
2020-03-25,San Joaquin,La Florida,1002
2020-03-25,San Joaquin,La Granja,82
2020-03-25,San Joaquin,La Pintana,59
2020-03-25,San Joaquin,La Reina,129
2020-03-25,San Joaquin,Las Condes,441
2020-03-25,San Joaquin,Lo Barnechea,39
2020-03-25,San Joaquin,Lo Espejo,73
2020-03-25,San Joaquin,Lo Prado,294
2020-03-25,San Joaquin,Macul,281
2020-03-25,San Joaquin,Maipu,217
2020-03-25,San Joaquin,Nunoa,412
2020-03-25,San Joaquin,Pedro Aguirre Cerda,142
2020-03-25,San Joaquin,Penalolen,144
2020-03-25,San Joaquin,Providencia,666
2020-03-25,San Joaquin,Pudahuel,264
